block_number,tx_hash,nft_contract_address,token_id,buyer,seller,amount_original,platform_fee_amount
38585943,0xb70fa18ce0a42545a1bd9376a8c8817b2ad94fb003080a20207e1f5d1d701980,0x8d32d4a9514a66b2b0b9ee48d3ea782a2e76c271,825,0xbf56f31e7bd07672d73f9168c5730a4d76a6b9f4,0x30905f49342436d0294d35c48e14c0b6f5669f3f,1.45,0.0435
40385666,0xc13a96ecd661f38e595017e5fd9a184c57564773206d682ab03c11ea45e775b2,0x5c1da3713627bc49473c68b4e1d53291d7f971af,30,0x09505ff87529fd3a18e7326b7dc47b0be1d5b666,0x2621e9638983138884855e7ff15c15fbc796a21c,0.2,0.006
