tx_hash,maker_token,taker_token,taker,taker_token_amount,timestamp
0x3c6c7b739ba08e33518447e55b78cf27559013bd274c33674b687efa6d4b4f88,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0xcd69119e0a94c38ef0d2d2c53db04d7d6c0252d2,0.51708055,"July 17, 2024, 11:10 AM"
0x31171b329671cd21305c32592f45324ea9e4b7b3deab23ed7ef3795e59a0a197,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,0x5357b2243f07986a598ab49d39e312bd30b9b522,25000,"July 19, 2024, 3:34 PM"
0x91f8f8a47f5f42eceb7ee8f87496d273ededd7a9012c312bbdcee8de6adc592a,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x4dd9cb2cb1d53dc70c43dcc39cffd3d4278947cc,19998.71,"July 24, 2024, 1:47 AM"
0x32f1406a6c575ee1d5a0dce4e927396ba0dab82e6fe3916fd196a49ee4bff536,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xad01c20d5886137e056775af56915de824c8fce5,16216.72,"July 11, 2024, 12:25 PM"
0x94ec0e6b525f4cdf6e9c4ede176a4a4aef53aac53987e2c493de1518bb4a6eb7,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xb0362f56eef1a80c39a406d3ec049d49f2984435,14962.5,"July 22, 2024, 1:49 AM"
