tx_hash,taker,taker_token,maker_token,taker_token_amount
0xa12012ea857c8ae2ce43ee0da243389f6621d72ef1442443f7656ca2ec70aa0d,0x4ea754349ace5303c82f0d1d491041e042f2ad22,0x5300000000000000000000000000000000000004,0x06efdbff2a14a7c8e15944d1f4a48f9f95f663a4,0.000826625353833232
0x27dc358b28050748ace590626d2b5eeb15a5774d9c9b8cbc74e81509bfa23336,0x3e2df235df04c633d753e6f06cb9bca9c9af51a1,0xa25b25548b4c98b0c7d3d27dca5d5ca743d68b7f,0x06efdbff2a14a7c8e15944d1f4a48f9f95f663a4,0.25
0x50f176a2ef1583f68d5aeedcda22c8f2cb370aff17894800830d97cf98c35bc5,0x4e28e714bfc5a292751cb5dcd68c2d66aef3c7b7,0x06efdbff2a14a7c8e15944d1f4a48f9f95f663a4,0xb0643f7b3e2e2f10fe4e38728a763ec05f4adec3,10
0x828441f447f70fba2a5eefa241f6adce649ad695bc6ba4f47357c6d2f931241f,0x456d6872ae8693f54203233718d889a40f6e58d5,0xf610a9dfb7c89644979b4a0f27063e9e7d7cda32,0x5300000000000000000000000000000000000004,0.032
