tx_hash,taker,taker_token,maker_token,taker_token_amount
0x92f05d2cc3e693ae5863e5a3c08475a9fb62c1db76acce05461aa8538cb9689a,0x4ea754349ace5303c82f0d1d491041e042f2ad22,0x4300000000000000000000000000000000000003,0x4300000000000000000000000000000000000004,1
0x4477ae1598016d0abee946f6bd7a0f6cbdbd6a87a3dde5eae1007d9f6a8ced06,0x4ea754349ace5303c82f0d1d491041e042f2ad22,0x4300000000000000000000000000000000000003,0x4300000000000000000000000000000000000004,1e-12
