tx_hash,block_time,token_id,amount_original,buyer,seller,platform_fee_amount,royalty_fee_amount
0xff6634d63d2edfbbd64f9c259284f83feaed37f3f7deef21e5957fb15ade365d,2019-08-22T19:07:59+00:00,113427475922722424806128626424507356501,0.1365,0x7e7e2bf7edc52322ee1d251432c248693ecd9e0f,0x6ed450e062c20f929cb7ee72fcc53e9697980a18,0.00325,0.013
0x1df29678ef0cbd6b6f47c8a049fcaaee8342e1333c2363f69c4a0b528352d3a7,2022-05-23T23:59:36Z,682,0.001,0x2389b162e4d22ad91b8820da0652f6cf115f33d5,0x9ace82ea543ce9eb6709723218de2671601b2d49,2.5e-05,0.0001
0x2082823c6cd3a67b52047f2a1a56ccb94944f074975c89e06b8e6aa2c41d881d,2022-05-23T23:59:36Z,581,0.079,0x2a59d6b103a2ac8dda003c2d21317670db624d52,0xd9a64ab214cc849ae97c67a40caac2a71e38acf3,0.001975,0.005925
0x216f65773c1a5c84424f05c337bc16b82cee053fbc8778627a64f38d0d23d859,2022-05-23T23:59:36Z,3078,0.034,0xfd1469a9a3b5aaa7e6a600ea134146d35c8a5962,0x846a5daf92e23465d673745d90b77cc0af02953e,0.00085,0.00204
0x450eb565079cb8c82da38e127d5cd2c0929225795d8ce23e1357913d7b7225b5,2022-05-23T23:59:36Z,575,0.1,0x90dcedf7e36a082083f318e694b3b13385d9cd90,0x8ed96d2ff049f0e194061a7fcace57d485d5b5da,0.0025,0.005
0x572a6558149c8501269fc70ca4b88009b4a09c8902e7c519c679af36344da7e3,2022-05-23T23:59:36Z,137133793869138200775739966795002589216768,0.0179,0xd73f1ea4f611b3b46959468e21b5f423587fc7f5,0x9d6cb1214a76e00252949c1972f02fc43bd7f167,0.0004475,0.0004475
0x7fdaf63b0bf096e4102be3801ed887350eecbc89cfd7a98a7882b4cf44995f49,2022-05-23T23:59:36Z,82945760883058124819983376345722594832852120059917230601135680065691380088833,0.2,0xa9336f96192140af9a62da3a28b778ee37a785ec,0xb761a31068abe9893d63198e7812e44cf8a698ec,0.005,0.02
0x8c597536b5c76fd2173a2a925ea2a15dd6ec3da70b8f2769a7c20f7cd7cb137b,2022-05-23T23:59:36Z,2,0,0xc0b0ef40a9a1afd52cb1500cb81e26f9c1d4a1b1,0xb7af436ed99654fae6c6faa6c627ba598d3a2bce,0,0
0xc6c95b50afb0000b42454d649979b0d013f0b1ecf0db2aa2a3ea30cce91153d2,2022-05-23T23:59:36Z,1821,0.007,0x3d97765dc58e8b962d07aae57e443ab3d939a1a0,0x1a405e585c18336780e6bd4ed06c260a72449cb5,0.000175,0.00014
0xc7ed7a540fd3d01a7fb373c0197b242bcfccfc8b35af9a6ddf7a05153374e4fc,2022-05-23T23:59:36Z,4613,0.0175,0xec7230493f7cadbe86ee28227b61b0936202a248,0x52cbdaaba9b08bdfc847259e955fcb3ef5df2cbe,0.0004375,0.0012075
0xd265a268b40831fa96fcf89a02a68f5c79ddf21b862cbcc915762d2db2a27de2,2022-05-23T23:59:36Z,2977,0.01,0x15adc7569505c1bf800daacd17a516a827eff7b6,0x1acc06c35d937613187c7c50af5cf79e690ee547,0.00025,0.0002
0x1ec41febce8c8def517e5cf6d79a020ad1caee068128b8c393136e27b7a46bb5,2022-05-23T23:59:31Z,8466,0.095,0x86d5958d6d93f0a466de16b97c63e81e9ccce61f,0xaf70a7daf0a94dc8032b2e8b6aa41a23af97b0d0,0.002375,0.00475
0x3c8d1630e992e03410e55248b9e78c55ad4f1e46c9eb2feedd8255a55c3a6098,2022-05-23T23:59:31Z,6340,0.097,0xb378de10a216985e23a726eddf3a4f196ae05341,0x22b2ccb53963da600c83191db1ce3f61f92dcf45,0.002425,0.006693000000000001
0x14135303b3e3d28fe10c2881c8dcee8e4d5e1f9ff2d542fb0ebcfdfd13c5e248,2022-05-23T23:59:19Z,169000167,0.038,0xe1e7ba7f42a262069b8f296be7cbf9bff96f4ad8,0xb7bd84b71fbe6f2ade449508b2b78cae45a18dc0,0.00095,0.00285
0x91163d97ae3e4a64fb6d1c461ab494cc8a112770cdc70046abd93f4a6874fbb4,2022-05-23T23:59:19Z,4980,0.112,0x3c7cf58abdd3dc1189adb10a4ce525c524f47c43,0x74cfb87990481c878b36c890c4fa2d80844e51eb,0.0028,0.0056
0x99b96c59249140797787711dc18dd3526c782759b630c8128d7e233accaa1ee6,2022-05-23T23:59:19Z,3186,0.114,0x549898b40b3a9894613bdaf253cfc32afac8543e,0x6f16717cb8972e8441f6185d9f8f9259a72e768b,0.00285,0.0057
0x17a4b884c4b50e1e781e9bcd4960c18c64ff16948b3b52dbc80c6efb32c5e233,2022-05-23T23:58:55Z,3013,0.033,0x431b924093b8494ff01ab3ff92dda521a1aa21f1,0xc2402ddb90e98a4e2fe8f485ec1e6c5b85aeb41d,0.000825,0.0033
0x3c229d0e8ef073e09bdd14dd6e0ec4adf128db1ef8eedea1eaf03b06b2f0e0b9,2022-05-23T23:58:55Z,2,0,0xc3559b9eafa671d617c1b98f55d29623f2180699,0xb7af436ed99654fae6c6faa6c627ba598d3a2bce,0,0
0x47e3412fd614fe41c4a37db3e118de2b59ba25ba58ecb5b62738c52099691772,2022-05-23T23:58:55Z,1919,0.0195,0x61bec2a1a622b79f93cfee37850b7baea81de94f,0x940b90a8b0f3b0d67440b0be5b304bf53029a486,0.0004875,0.00156
0x52279cebfd15cd9a88ceb67b1b6efa256fee3da60dc385339d6b6898de89a67b,2022-05-23T23:58:55Z,3111,0.125,0x427d5f96fd50a8bc8de6eeb70b15e86366297fa7,0x7d342732818a0a1cac258bcf2a44d4cb484c4343,0.003125,0.0125
0x52279cebfd15cd9a88ceb67b1b6efa256fee3da60dc385339d6b6898de89a67b,2022-05-23T23:58:55Z,3002,0.124,0x427d5f96fd50a8bc8de6eeb70b15e86366297fa7,0xa65520918ed9cbc322784e8d37063c04d6cbb3d3,0.0031,0.0124
0x5a6692fe1887c43a136608ab23b48fc897919772c0519b79cc214084fdd52145,2022-05-23T23:58:55Z,6908,0.2,0xb64082b60881acef20edfa16c382f5735a6cfc45,0xf114fd871c18bea315f639266bb43009ec82685b,0.005,0.01
0x63345082841aa016759d9c2f22ef801de80fa3c622d8011c766c964b7159756f,2022-05-23T23:58:55Z,3094,0.1,0xc009cfc807c800696f79501822e9eceece369ca1,0x70b33feb8fe545926d1735e44837691926cfc00c,0.0025,0.005
0x63621c6d24dc78f1d76227d9a95674f37cff817fe01f6fc02ce67ca8af334f38,2022-05-23T23:58:55Z,4,0.0095,0x7a4c76231df9ffc2e95d4a247d05e4d954e21aca,0x1d327f57bee39463977f1bae57f136ab0ab0adda,0.0002375,0.00095
0x692beec804d87e4626d27ee649cd264e3619da40f346fc59d28206e5a2c4f7a7,2022-05-23T23:58:55Z,3885,0.02,0x36e30ebf33d9370164d1561f57ea9be64bc1897d,0xefd45cf8e09ee30043f3b662c58c6fc08103c49b,0.0005,0.001
0xb095d772cccb8140a489f9a01d6cff82ac94d42f0e0c9080c4eddac9f238f899,2022-05-23T23:58:55Z,63763212585141476199723449601564140078511354041472126739157516505583445869544,0.9,0x1c9e632bc5db4f53c42c17bc1f8eb0a6f73b3442,0x9ee11a802b593b053a8489fb27f6fc3b9c0262b8,0.0225,0.09
0xc708b7a60318b0a48b2e6ce15d2d5ee6500acbaaaf8046e8ea3026bf4884cec1,2022-05-23T23:58:55Z,6873,1.1,0x35be279b2ef0004afcf4ce83c0b5beb605be72f1,0x887b86b6b6957f7bbea88b8cefd392f39236a88c,0.0275,0.055
0x3c20734bac5e07b3e91e79c5a0a307feb3cc7319ec3e8832ef7af50192b8b46f,2022-05-23T23:58:34Z,159,0.196,0x96135d085a17e06678bf1c4bfa0b65e37f5e569a,0x96edec5148d38b7f3cf127125d5e09ca65d79de9,0.0049,0.0098
0x45f9a72e5fc0b317dce2ec45483b5dd88aa89cca084c62963077149c103fc298,2022-05-23T23:58:34Z,2,0,0xc358abb5505285e14c5d22cde5cd90d6b31359c8,0xb7af436ed99654fae6c6faa6c627ba598d3a2bce,0,0
0x50a5dabe598b43524c07b4e24a85ee191815cf6e22f78f45eaa0a96693f8cd25,2022-05-23T23:58:34Z,1862,0.033,0xa98425e8df39441e664c88001397402472506fad,0xf4faca935238f1f12ce0e5499a567946b8556a0b,0.000825,0.00264
0x85e7e926738d9d5729a24853aa8acc05fc960529048c53e9e2587eabf7ee524e,2022-05-23T23:58:34Z,3330,0.025,0x96dfe0421f5cf0c33903ccb71f118fb8596195c7,0x65dda92080978d9653646c90d6fc63f7828f00dd,0.000625,0
0x94209022a5badd3b1eebfd0daf3c2c753a6d6032680eabc6e9e12ca8d1088441,2022-05-23T23:58:34Z,6678,0.01,0x7e22dd944050eb6988e1437cafd06c6a2e549d30,0xd9dd3bcf5bfcdeffc2909a2febeb1a233a059776,0.00025,0.001
0x95278957db699873f99685cf3e0653ac87fb9ad1850b183362f46e50bcb61f38,2022-05-23T23:58:34Z,1,0,0x52abe6a75eaaed6545b615ec4e0d08e689e84cc5,0xc0b0ef40a9a1afd52cb1500cb81e26f9c1d4a1b1,0,0
0xb41eb4448ae131c59425e60be66d0d663fca953f5e5b63be00ec41b3ad196d91,2022-05-23T23:58:34Z,56898142886622086265398865721498215862411408636082061873528467072044890925231,0.7,0xd9264b7d4b102db537f6ce4aa3a383c323b0867c,0x92c3f55448e1476195da7aefc40a3ead18070654,0.0175,0
0xb90a4946acd6150f66390c594ee68f9b770d298fb5331cd1e8389517987517a3,2022-05-23T23:58:34Z,1038,0.069,0xd498420b5ffe2093fa078c800b41e6782df7a83a,0x049a2f146bd8f8feec830ffc92c7418cf150e856,0.001725,0.00345
0xbadbf9c90721ee195ea60e3a8f2e7f205d92273e3cdc2d6a2cde856a21e8ee63,2022-05-23T23:58:34Z,205,0.12,0x7575f096b471d05b3bdabc1de1bcdf4cd918c8f7,0x0eb78364b6a5d90976389bba3c9c1e4423ee0261,0.003,0.009
0xd996afd15b21f191420d410f7533190f3c5959e6365ff8fae6b33f6f54949a1e,2022-05-23T23:58:34Z,4249,0.2,0x8f556eb683d77de39b4c1b7f7398fe01308229bb,0x7845b4f6d48a6f7d3b68ca18cf4096d95e821491,0.005,0.014000000000000002
0xe9b51bc9700fdd30451338929bc5b34f8eef630283260912ecd4056c9c07e7e2,2022-05-23T23:58:34Z,5486,0.02,0x5f161ecf7ee44b65f709c741dab178c0a3de8115,0xa5b5feed7aba633454e43d71cbd76e1d504197f5,0.0005,0.001
0xeb3baad8eb5e533ebca7adad72dd41a28c7984221b52dc2abc696ebd7cf532f6,2022-05-23T23:58:34Z,623149,0.002,0xd676591b728ee91b665fffa95e1e7cf25c4eaf87,0xf4fcc2d19ae692a7aeb7d540139a37c7af1205c4,5e-05,0
0xf2ce841c8f954dda476633a03881a0c8441f0f0b399fea8291667f3218757849,2022-05-23T23:58:34Z,5425,0.44,0x2f3646ef40734ca4fe9c0201999824de14edd823,0x53a664cea00d315ae9e17918ecb91ec2b37b032b,0.011,0.033
0x17d79fd9072d17c6bd122b5625edd09297e06d554f9da802a3899c03f13c80e0,2022-05-23T23:58:28Z,86529416510318076044650734806158636395714281463434491365698189518706114035713,0.039,0x1e58b898ab9f2b633da652b1a3b4cb775858ab70,0xbf4dea075acaae7b0f0d6f73f2b8fe39d1b9dbef,0.000975,0.0039
0x19e8d3573f3b236d91de66b0c3f805ea5f1849fbf68f861bb0626e9baf5b0c76,2022-05-23T23:58:28Z,142918594106794154654617335121342648811520,0.014,0xd73f1ea4f611b3b46959468e21b5f423587fc7f5,0x72fef5a2c00345c68963dc5f41c0c49cd3f83adf,0.00035,0.00035
0x6635dcd9905ddcbd3af889f829144836253b6326f8ed1f712301e24c15eecca0,2022-05-23T23:58:28Z,5815,0.072,0x51787a2c56d710c68140bdadefd3a98bff96feb4,0x2f7288f375edf1d2215b3f2ffcd8bc2ec499aed4,0.0018,0.0054
0xedb5a80c0a1f6847fa52c3740b78e8ebea4191a8f41347989d8c42c58bff51eb,2022-05-23T23:58:28Z,5418,0.00266,0x2389b162e4d22ad91b8820da0652f6cf115f33d5,0x45552e83823c69b56e71a3da8c7249c9fea0999e,6.65e-05,0.000266
0xf71c371d6e2fba516685ca290311851532b611e26554a15a89601f3c24286728,2022-05-23T23:58:28Z,6908,0.125,0x504cfd07d3e1d0c48cc73769972b53db14cce3d6,0x40b6a6321c52ad83631259a651283e4eaf942023,0.003125,0.0125
0x02ec1a644c04e98e2a5365a81b42102956dea7980858864dd7af3daa5107337e,2022-05-23T23:58:14Z,16390,3,0xb705da828f2fb40b3d9e416e22c7a51cb9d7ce09,0x093200f08b02cce27c0705c8bcfa3d1d5ef3a277,0.075,0.15
0x0b72cd1bbfa8ce4abd771836eff734104a159204d5e58ccf4bbdd8dfa11c89fd,2022-05-23T23:58:14Z,571,0.185,0x928371a569eb787f306c24da2a09a44d3ae82f86,0xd17a57c4d215e8358387ef888d48aeee0ff15fdf,0.004625,0.013875
0x111fad38ad2342b2c62b52f70e542bd7d9eb3465e52b31a14141f8cd803f1b68,2022-05-23T23:58:14Z,1104,0.082,0xd498420b5ffe2093fa078c800b41e6782df7a83a,0x323eb0f7f186bc3734889efa59afbfc39e8096f5,0.00205,0.0041
0x2d7d110a1cb786f2605a1930569bfb40180c20492e3459f362999535c6652b32,2022-05-23T23:58:14Z,80494307024529346018053650490912529916739680814770830097664395823993464029288,0.325,0xf55b171aa957483055f088da5d688f4e4ef198ef,0xa7b5ca022774bd02842932e4358ddcbea0ccaade,0.008125,0.0325
0x2d9c6eda23281e39572e43e0c8766516172bffd814c2bfb8eb90915257e594a3,2022-05-23T23:58:14Z,1597,0.54,0xc482965281591cce41b2ee6859f6276c7f919957,0x0c4a4a7fe3d3e114fa20acd1d2136fb620c5f36c,0.0135,0.0405
0x4ac8a6dac48c935b62241a1e968585abb6bf8c28886bcd6521fda45b81436cc4,2022-05-23T23:58:14Z,2788,0.1,0x90dcedf7e36a082083f318e694b3b13385d9cd90,0x53a664cea00d315ae9e17918ecb91ec2b37b032b,0.0025,0.005
0x4ac8a6dac48c935b62241a1e968585abb6bf8c28886bcd6521fda45b81436cc4,2022-05-23T23:58:14Z,2709,0.1,0x90dcedf7e36a082083f318e694b3b13385d9cd90,0x047942b40fcc52d42f315018c17ee18136fdec30,0.0025,0.005
0x4ac8a6dac48c935b62241a1e968585abb6bf8c28886bcd6521fda45b81436cc4,2022-05-23T23:58:14Z,2537,0.1,0x90dcedf7e36a082083f318e694b3b13385d9cd90,0x082f44c0fdfcc101879f7cbbed4a94f3f50e3df9,0.0025,0.005
0x5421369852c0dc537414ee85eb669048807cc1466e01a8bf6044117826162567,2022-05-23T23:58:14Z,1653,0.005,0x21804fd257d46194630ef2f06aac1d5549be57dd,0x1e82e222564293e3507c2966b27f587ee2570671,0.000125,0
0x5a045b0cb9c29b4903352175eb5a2f2131ca665f9a39ce70972dabf8c4e1f331,2022-05-23T23:58:14Z,3346,0.197,0x96135d085a17e06678bf1c4bfa0b65e37f5e569a,0x96edec5148d38b7f3cf127125d5e09ca65d79de9,0.004925,0.00985
0x5fec4d5764374f80e708671d946024fd047b6b99492f83b599bbe29b4a24b11e,2022-05-23T23:58:14Z,2225,0.044,0x431b924093b8494ff01ab3ff92dda521a1aa21f1,0x517227204ca1a40c394e172628762ce713dba31c,0.0011,0.0044
0x76e78b987ada2c37d4fc4fe92d4ee4415275e613f9bca22e3d8c0b9c035c40ef,2022-05-23T23:58:14Z,230371162405475339764704609231307079155712,0.006,0xf21ae084cb7e6b1b03c29e584d67b6057a3618ae,0x05f83418aa606b27fa531d5966b5b0fd059d9f16,0.00015,0.0003
0xb91174233cd6ff6b78783d5dfce794e5e54629c94606e06fb06d3e351d7805d7,2022-05-23T23:58:14Z,3328,2.99,0xfac8d8d6440f558e7323be73d4badf168e0e4bca,0x36c79c617bdacb97c0b31eca5a3c2e7217eb3c24,0.07475,0.1495
0xdce5f98a84407b089b405c10779117fe20e8278bb058029889401fd56652c339,2022-05-23T23:58:14Z,65415407149137159099040241005878031361959436144307806128652693480758002591504,0,0x30645a0f9b93633453493cb4029fa9f2a4e9460b,0x909fcef179177d61fcd08ff962aeb6666ffec875,0,0
0xeaadfeef2ef66c9235da3b037c4e96dca1326f84013197a8b4b325bf440d36c3,2022-05-23T23:58:14Z,2891,0.005,0xd74239356ace46f4c930ebde89594630eced6e23,0x092b0d4bbcd4e5532e20d785a545f76a715047b0,0.000125,0.00025
0xed81ef4ec315faa12b5985c0c4c2094a327426f299d5bd8219e79bfbd459d49d,2022-05-23T23:58:14Z,1691,0.475,0xa6559a3b679074dc42a60a7cbf4377d550be5ff9,0x3b502b054715a8e0d8f657169615a88b2ccdd429,0.011875,0.0285
0x0884b1b141b97eb7e86980a132aaa435329fe40920596d2664f3070617260f05,2022-05-23T23:58:10Z,5512,0.048,0x436fdc0b7a2ce330d7cbc24fbcfdc55892a0589d,0x8cdb83d7ef14c6f9dbd69b7819deb715d0a11161,0.0012,0.0024
0x1138fd12f49f6d90560bf34f0dff5aeaa0cbc900438568362046a1dfe2b3546d,2022-05-23T23:58:10Z,28280,3.99,0xfa2ffca9d32a9baf9945af36bd3c5c2b0b57f5b0,0xdad19177128fc63b9de5aac7c9afb08ede8830dd,0.09975,0.1995
0x159492c56b855ac8b84d196016b31635e27533ca79753e36e1df7773d0a33fd9,2022-05-23T23:58:10Z,5024,0.02,0xf7b47f96432c616a8742be66345ed098edecf1d3,0x0ebc73bf938872f8a69d503d3bbb43019bae86e7,0.0005,0
0x1bc92dce434b6022b22a204f4d18fe16477d1653187e35e77d27f0c8cc09065d,2022-05-23T23:58:10Z,1938,0.128,0xa3e6d4dd455e22fbaee8f79f7e8c620abb5699e3,0x4a6ed5727a99c7394c121ce18758e09e6e5dc38d,0.0032,0
0x1de5533e3da8c98797120f034304d0dcc964619649876320dc0bf67054e83435,2022-05-23T23:58:10Z,172,0.05,0x9be7c02b965ef1ef29283953ea6d7682efd10f54,0xebf2fdcb6690b7916bd5ef764870f39207ca6350,0.00125,0.003
0x21a091f62a1de042823e447c98636d4d002d2e749ff9ca105f5ec28488efc15a,2022-05-23T23:58:10Z,8049,0.44,0x396d190cb45d23d9910c952bbbdc685bbc304ac0,0xc79399cc6d0e7270b6aa3267f041db3de4c0a169,0.011,0.022
0x47e030f3117c3918d4c7f01452e1d51654c83be74f62b7f04e8440105bef618d,2022-05-23T23:58:10Z,8272,0.63,0x86d5958d6d93f0a466de16b97c63e81e9ccce61f,0x74e7a5834864193b679f429881cd8d46f8e2547b,0.01575,0.04725
0x7eb389877ad20c9c2d9acea1235254aced7d74782c1e7cdf0b2e8922aa797131,2022-05-23T23:58:10Z,0,0.39999999999,0xf0bbb8c9a4fd2a16da0abad616647b0dad081c14,0x215a3ae4063b51c12b1e4c8dc12fddaef2d3eeb1,0.00999999999975,0
0x833c4b2683ffb22be842c5d9f0a60f13f70db14147094815f73542464695eb92,2022-05-23T23:58:10Z,723,0.0099,0xf58cc4cc7b7a9578bfc82af3b09e589737e67ed9,0x3edc863789a36f508340ea3f2aa40674139cf5b6,0.0002475,0.00099
0x8efd2955ce2b4f3c2ff0f135448483ff0d64782f41fdf63033c19f29c18887ee,2022-05-23T23:58:10Z,3336,0.1,0xbb12a6c5d71a6192417ab3552337daaac086335f,0x53a664cea00d315ae9e17918ecb91ec2b37b032b,0.0025,0.005
0xadd9e075dc2474b20903d16b132e05372395184347c698e4e12d9221ba7007ca,2022-05-23T23:58:10Z,1903,0.199,0x96135d085a17e06678bf1c4bfa0b65e37f5e569a,0x8db592e239478ce6700cec795d7fc0b4e6097206,0.004975,0.00995
0xd84724dd9ad83b42284e8b59a16e052e4aca6ae3cf670ea8a237d72b55857e6b,2022-05-23T23:58:10Z,3931,0.04,0xe2c32116ab0d54c80092d5150c97555ad37e0d63,0x5d0e5444c86396c6b9253d0a798291a47952e111,0.001,0.004
0xe021a024a526e55d60f0326380b9b610d4dbbea1156bbae8bae8b88a061b8f68,2022-05-23T23:58:10Z,9267,0.009,0xeaac7f49e1c9a039c680c2e1f34a9584466e32e6,0xfff8265586f8b211189eb25b46ba4421d336aebe,0.000225,0.0009
0xe837b2090f33966759172110596f06378bb574f1872e40641daf3ea1ed651894,2022-05-23T23:58:10Z,6225,0.097,0xb378de10a216985e23a726eddf3a4f196ae05341,0x22b2ccb53963da600c83191db1ce3f61f92dcf45,0.002425,0.006693000000000001
0xf27bcff9184d062eb7a421e488b204bf7d1313eb4279e0f6867f40ca793bf765,2022-05-23T23:58:10Z,3487,0.015,0x54370cbcaeee8b3fc8be6f2dd1e465b5cdfacc8f,0xc957d6dec1087fa6e873cb6e9a7d6fc4a518e6c9,0.000375,0.0010350000000000001
0x74a12ef06cdb52a8a1bf39dce96b69b03950f70aa29c1a524daae0dadaf72f3b,2022-05-23T23:57:43Z,2,0,0x3b6de354a4a648ac44096d5939dbf1df53c7613d,0xb7af436ed99654fae6c6faa6c627ba598d3a2bce,0,0
0x26893601498ded844b278437a5307e3691fe6816c0f2436a5c6d8aea10f12422,2022-05-23T23:57:33Z,3484,0.199,0x96135d085a17e06678bf1c4bfa0b65e37f5e569a,0x8db592e239478ce6700cec795d7fc0b4e6097206,0.004975,0.00995
0x3ce4f99f4ef213d36800ad4102c3501f1c44e2199f7e7b023f1d775721bdc845,2022-05-23T23:57:33Z,537,0.02,0xfd7fef4c21fe27d06c419c126302051066a76b6a,0x3b2598b158f63c95695197499ed5ee881734a999,0.0005,0.001
0x40afede391b389eb3b8983abe98c91ed1b3ae53571f85d1e953a94fb2726b51a,2022-05-23T23:57:33Z,8588,0.62,0x86d5958d6d93f0a466de16b97c63e81e9ccce61f,0xfc4669d582efe643ede56d9a10c88c5b2f8c8588,0.0155,0.0465
0x62efc6d36e4b22017bdd1f0f224baa693e2833d73377ab3dd3f75936976e3917,2022-05-23T23:57:33Z,5376,0.128,0x565cea2fd86ff22694ad53167e715fb81f4395ae,0xed0ebf0a81daa1738ec89b6b0687295c3058755f,0.0032,0.0128
0xdef4cf3fb7e19b8fd7274ded8b7a7560225d74db1637b3d94a1cde4a22248538,2022-05-23T23:57:33Z,7,0.021,0x7392485ffe9f6f9e6f10cca445474f1124792c9b,0xa5ae1a52e9daead364a929e36f880c682a29b25b,0.000525,0.0021
