blockchain,project,version,tx_hash,evt_index,block_date,block_month,taker,amount_usd,project_contract_address
bnb,chimpx,1,0x57f8be1dee52b691ce592d056f36cbce3759adc52273f6707e854518f062d653,0,2025-01-01,2025-01-01,0x3d11Bea8077816E2B55cb4830f11D194f610DbA6,100.0,0x8327839597934e1490f90D06F2b0A549dFC7edeB
