block_time,block_date,evt_index,tx_hash,maker,taker,matcher,nft_address,nft_id,label,price_label,token,token_amount_raw,symbol,price_usd,token_amount,project_name,swap_flag,matcha_limit_order_flag,volume_usd,to,from,tx_to
2022-12-29 3:22,2022-12-29 0:00,235,0xaf064254202825a59e5beccc5cfd0137315e9b591cd66230a925fe78a5aaa598,0xb9688533067d7457b663cad7f309d344bbd66a50,0x9d17ed4e57831de3b348dfeec1b92b8a0bda9028,0,0x9c25ee0f938122a504be82189536df74687858e4,3.87E+25,erc721,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,1.90E+18,WMATIC,1.4822052,1.90E+00,,TRUE,FALSE,6.008597482,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xc590175e458b83680867afd273527ff58f74c02b,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
2022-12-29 3:23,2022-12-29 0:00,529,0x013e4d073de7e3a8c7fcce6c9620df3bd3a4d7cf43ce40bd4422555d82e907d6,0x21e82a16baa4fba0f1ad04ac9f4a540abf3fc56f,0x9d17ed4e57831de3b348dfeec1b92b8a0bda9028,0,0x9c25ee0f938122a504be82189536df74687858e4,3.87E+25,erc721,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,2.09E+18,WMATIC,1.63E+00,2.09E+00,,TRUE,FALSE,61.65933485,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xc590175e458b83680867afd273527ff58f74c02b,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
2023-01-03 18:52,2023-01-03 0:00,240,0xdfb2dea56778e43f60c49ff69d8e10ef0dae4d440bc3262dc66da862f95d28ce,0x4d59fb718d6ff120982a7783d5f7918289e5846c,0xaa22df74d79f49e26fac5c880a3d9eca54d08648,0,0x9c25ee0f938122a504be82189536df74687858e4,3.87E+25,erc721,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,9.50E+17,WMATIC,7.39E-01,9.50E-01,,TRUE,FALSE,119.9590831,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xab926273cafd857758048c675955da975906cd8a,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
2023-01-04 3:48,2023-01-04 0:00,571,0x8d64fe9db86319a537ed9c68b656c7e91f7d1b712b49a53412ac2d15f724ca46,0x0ed8ebca3e3a6d80722d687ad2c7d5ec1837feec,0x6ed7f81208839e31e11840049201201c469a7a56,0,0x9c25ee0f938122a504be82189536df74687858e4,7.74E+25,erc721,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,2.85E+17,WMATIC,2.28E-01,2.85E-01,,TRUE,FALSE,61.78276568,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xc590175e458b83680867afd273527ff58f74c02b,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
2023-01-04 11:46,2023-01-04 0:00,373,0x49dc8476bb25c6e98e1ab693e1a8de683cc0bd3085b816671ac31623d131f138,0x858bbd8667054ac550c591cc66bc31063b707703,0x328fec728c0b084f8c3ef7e528176d4eadb99fbc,0,0x9c25ee0f938122a504be82189536df74687858e4,3.87E+25,erc721,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,2.85E+17,WMATIC,0.228943065,2.85E-01,0x3ce37278de6388532c3949ce4e886f365b14fb56,TRUE,FALSE,3.011568229,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xb8da5b88c3f81ebab4a4cd035bfb63b9694f6f15,0xdef1c0ded9bec7f1a1670819833240f027b25eff
