tx_hash,taker,taker_token,maker_token,taker_token_amount
0x32954678a26a41dd62ba9b2b4d5676d2b2b173f6d6da0bef852ad6caaec05465,0xed6d87f291b7fb703f346bb7c679cb4412ccaa0e,0x6985884c4392d348587b19cb9eaaf157f13271cd,0xaf88d065e77c8cc2239327c5edb3a432268e5831,17.05
0x0fca8e23f7f5b6fa6988481533ac9964aaec1036dc912c95e9889bd643a414e0,0x5f1f6c7ae6944ef82966365946c1eeb2ea7a9505,0x6985884c4392d348587b19cb9eaaf157f13271cd,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,110
0xf062ef91d541b8457366842f44601eca55b8e2a0db99f0289290f50eadab7177,0x2472a846c16103e205ac6f5e37dc56c2ebb5ee4f,0x912ce59144191c1204e64559fe8253a0e49e6548,0x5979d7b546e38e414f7e9822514be443a4800529,96.34
0xeb001220ae68610ee72c197beab26034306ce06fa9819afa9a608a2ca9bb5527,0xed15bb51daadbbd0d0503cf0ffe3b6ec54b7e0c2,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,199.47
0x69000f7735820d10a015f3648f581d0d1f76a52d45b0e6fd46d6ca6620818b7c,0x5f1f6c7ae6944ef82966365946c1eeb2ea7a9505,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x6985884c4392d348587b19cb9eaaf157f13271cd,571
