block_number,tx_hash,token_id,amount_original,buyer,seller
26074102,0x6d761d9bccc034ee83901f50db2c35b21f05d0954be340dab41a426c0e128910,686,1.7,0x4165ac75516763dae3481a5143f31f7b11ed618b,0xf98ddf676fb1cd4a462815043c2bdc499c2de58a
25705508,0x52704a8862ff3b63b30b2b07b671e62669aab5566a9cea806ae4d029bc405577,580,1,0xf704cd1061814ae9e1215974c008ec35c666c492,0x6f4b823dcfe0877170512e11d8193e20bf2b5e69
26116215,0x57a9d5b5b37f141c947c0c4a8e6409cdb560c52f9defb6cbf5372cccd814bcf9,4932,0.14,0xf7be4c46347cfebc72ad229bdd62a7e71ffc1e84,0x863c5bf79bb048958f35636cc3455cd61766c36a
25604915,0x9fdc718696cf172afb670e2d506925a0d37b24e08c423b60126b0f3f45acd994,25492,14.98,0xabe2f901cec5eb03b8ca6357f068b0bde6ba004b,0x4d1dc4753471a214e5640256ba3aada0151244f0
25770806,0xc3c3865901357710436a6395ebbc765da1348a8eb53672261b310b590d108767,397,2.5,0x8646dc71775477719cb81e2fa7ec28e158dad988,0xa7c57d320804de6ae8939f2fd3dfa86f34d558d6
25765217,0xbda9a463fabe1c1a12792acdf66561740d361aa0571dcd7da9eee11dec1adb71,13479,0.33,0x25ee512bfce065b68ecc1b2aa9146baa2b1e1813,0x03e07516cb41aa62ea520fd30a0d99266f3cd7dc
