blockchain,project,version,nft_contract_address,token_id,token_standard,trade_category,buyer,seller,project_contract_address,aggregator_name,aggregator_address,tx_from,tx_to,block_time,block_date,block_number,tx_hash,unique_trade_id,buyer_first_funded_by,seller_first_funded_by,same_buyer_seller,back_and_forth_trade,bought_it_three_times_within_a_week,funded_by_same_wallet,is_wash_trade
ethereum,opensea,v3,0x4302b24ea1010b4cb4f1f056341334ccd2efd3c1,2021,erc721,Buy,0xbdbd7d1cfaa48d93540c98bd15cfb9261dee9c50,0x97d5f9a5372c9fffb6cabbe63caff473ca38c0f8,0x00000000006c3852cbef3e08e8df289169ede581,,,0xbdbd7d1cfaa48d93540c98bd15cfb9261dee9c50,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T10:02:11Z,2022-11-20T00:00:00Z,16010500,0x3ae7e28cdcee9ea26a5fc07d9cf54103cdae4de7fc9aa044b9b8c114cd74811e,seaport-0x3ae7e28cdcee9ea26a5fc07d9cf54103cdae4de7fc9aa044b9b8c114cd74811e-183-0x4302b24ea1010b4cb4f1f056341334ccd2efd3c1-2021-1,,,false,false,false,false,false
ethereum,opensea,v3,0x209e639a0ec166ac7a1a4ba41968fa967db30221,4684,erc721,Offer Accepted,0xb9e0774362051c0b84c54108155c266739e35ce6,0xb0e9bc2d81856b46d0d0f7217435791c80df0808,0x00000000006c3852cbef3e08e8df289169ede581,,,0xb0e9bc2d81856b46d0d0f7217435791c80df0808,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T13:30:59Z,2022-11-20T00:00:00Z,16011535,0x26a867d637085c245e490b2df24bdbde5732e970401e7e5c180f3d0a8fd584c2,seaport-0x26a867d637085c245e490b2df24bdbde5732e970401e7e5c180f3d0a8fd584c2-234-0x209e639a0ec166ac7a1a4ba41968fa967db30221-4684-1,,,false,false,false,false,false
ethereum,opensea,v3,0x7ad53e7236d8d4bf261dd5460c0ab31351b2b5a3,544,erc721,Buy,0xe9034bcd20119ee7563d145dc817820690afd5fb,0x73772708db661c19537339d9c7c2000bfaa42ce8,0x00000000006c3852cbef3e08e8df289169ede581,,,0xe9034bcd20119ee7563d145dc817820690afd5fb,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T02:56:47Z,2022-11-20T00:00:00Z,16008386,0xfe5c3d9015e57dfc5bae07e92807d83896dcc72e7f65769aa13a49f62f4186cd,seaport-0xfe5c3d9015e57dfc5bae07e92807d83896dcc72e7f65769aa13a49f62f4186cd-121-0x7ad53e7236d8d4bf261dd5460c0ab31351b2b5a3-544-1,,,false,false,false,false,false
ethereum,opensea,v3,0x6a11aef5278fc2cf4f5565a6b95f095ac908a42a,2623,erc721,Buy,0x8db210d946e78ac0a3f4e341baf9ce35cd69a387,0xda689d2035c4f6e9f1eae56f3e1b6f98f7e66426,0x00000000006c3852cbef3e08e8df289169ede581,,,0x8db210d946e78ac0a3f4e341baf9ce35cd69a387,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T04:24:59Z,2022-11-20T00:00:00Z,16008825,0x5d6b89c7bb2d76bb51495d995a3dc17daa6138e03f9842fbf00120b5e9dc4e80,seaport-0x5d6b89c7bb2d76bb51495d995a3dc17daa6138e03f9842fbf00120b5e9dc4e80-214-0x6a11aef5278fc2cf4f5565a6b95f095ac908a42a-2623-1,,,false,false,false,false,false
ethereum,opensea,v3,0x495f947276749ce646f68ac8c248420045cb7b5e,59008218819638628924017555517481787521611379293519114147531584421043275563009,erc1155,Offer Accepted,0xf758d670ff1a4ff268472da8d80406eab116a23c,0x7ca1f9ec9fc289a52e8348cb8aa733fd89d14bfe,0x00000000006c3852cbef3e08e8df289169ede581,,,0x7ca1f9ec9fc289a52e8348cb8aa733fd89d14bfe,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T06:48:47Z,2022-11-20T00:00:00Z,16009538,0x5fc849a396772cb67152fa2a6c20b6603776a994817cb3fad9a7e325ac423d33,seaport-0x5fc849a396772cb67152fa2a6c20b6603776a994817cb3fad9a7e325ac423d33-132-0x495f947276749ce646f68ac8c248420045cb7b5e-59008218819638628924017555517481787521611379293519114147531584421043275563009-1,,,false,false,false,false,false
ethereum,opensea,v3,0xc58212bd2cc5d60cb89e980713461be027389b2c,1006,erc721,Buy,0xad4464e2bf5a0ee7f053dcc21b54f20622b9225e,0xe616bee61785dd55838bad359f92e4598d5d1353,0x00000000006c3852cbef3e08e8df289169ede581,,,0xad4464e2bf5a0ee7f053dcc21b54f20622b9225e,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T12:21:23Z,2022-11-20T00:00:00Z,16011192,0x1bf50e81cff209b33a8be29246672aa7df250eff217fc093405d0d063f2b7fe7,seaport-0x1bf50e81cff209b33a8be29246672aa7df250eff217fc093405d0d063f2b7fe7-273-0xc58212bd2cc5d60cb89e980713461be027389b2c-1006-1,,,false,false,false,false,false
ethereum,opensea,v3,0xd4a6669e4787f23a2f711e0b6c6fb5431ce1594e,452,erc721,Buy,0xe052113bd7d7700d623414a0a4585bcae754e9d5,0xce591391596f45ebfc3f777a5abd4ca79d067a0e,0x00000000006c3852cbef3e08e8df289169ede581,,,0x8279648470eb92cbcd00ceb8ca30c2adfac20740,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T23:34:59Z,2022-11-20T00:00:00Z,16014540,0x0ce2112395d9d1dd461e72874235ac312ab2aabcea4913634372195c1ba25f60,seaport-0x0ce2112395d9d1dd461e72874235ac312ab2aabcea4913634372195c1ba25f60-19-0xd4a6669e4787f23a2f711e0b6c6fb5431ce1594e-452-1,,,false,false,false,false,false
ethereum,opensea,v3,0xddbddcfdec729ee7013c3038482538c03d7c62cb,2303,erc721,Offer Accepted,0x5bd9586e9073b075ea83dffc3c7c2fc0d2c2e858,0x564734a90dc6b99692a3679d856f3a38a4a11dea,0x00000000006c3852cbef3e08e8df289169ede581,,,0x564734a90dc6b99692a3679d856f3a38a4a11dea,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T17:56:59Z,2022-11-20T00:00:00Z,16012860,0xa24697fe9838e99941f5bd09c19efb4d7649641d95c7d9028995acafeb1ce992,seaport-0xa24697fe9838e99941f5bd09c19efb4d7649641d95c7d9028995acafeb1ce992-145-0xddbddcfdec729ee7013c3038482538c03d7c62cb-2303-1,,,false,false,false,false,false
ethereum,opensea,v3,0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929,2858,erc721,Buy,0xfe25f2c0a1baa62f817c7463c62f1cfb4aa649ca,0x1f19bb276c14e643e2551739cb06f9b218297afe,0x00000000006c3852cbef3e08e8df289169ede581,Blur,,0xfe25f2c0a1baa62f817c7463c62f1cfb4aa649ca,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T14:41:23Z,2022-11-20T00:00:00Z,16011885,0x61057f64185b7d399fec5e891446635aeca729d96bc2fe4f4cd0c866acea8b73,seaport-0x61057f64185b7d399fec5e891446635aeca729d96bc2fe4f4cd0c866acea8b73-159-0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929-2858-1,,,false,false,false,false,false
ethereum,opensea,v3,0xaf559c34d94b0fb7067b5911451fd031802547dd,2350,erc721,Buy,0x9d97a7029e5c41a4a1eee1494c15a4a7a4c25cd7,0x006eafb42766d8ce30b9b567733862da0021e91a,0x00000000006c3852cbef3e08e8df289169ede581,,,0x9d97a7029e5c41a4a1eee1494c15a4a7a4c25cd7,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T08:55:47Z,2022-11-20T00:00:00Z,16010170,0x5c4cc0cde0442afa4c7508df0dba9ea9678db519629447b4b85e2708215bba91,seaport-0x5c4cc0cde0442afa4c7508df0dba9ea9678db519629447b4b85e2708215bba91-80-0xaf559c34d94b0fb7067b5911451fd031802547dd-2350-1,,,false,false,false,false,false
ethereum,opensea,v3,0xb16dfd9aaaf874fcb1db8a296375577c1baa6f21,2461,erc721,Buy,0x62cafad11d1a34632a4dc9f2b81a23dd0a39be0b,0x090deb24a178ad520f4c7575906f55d6ed4597bc,0x00000000006c3852cbef3e08e8df289169ede581,,,0x62cafad11d1a34632a4dc9f2b81a23dd0a39be0b,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T19:59:47Z,2022-11-20T00:00:00Z,16013470,0x155ff130fd97deba88f908e3f6ccf4e254a01c42e2c721dd21ece5aa2de1f8b3,seaport-0x155ff130fd97deba88f908e3f6ccf4e254a01c42e2c721dd21ece5aa2de1f8b3-324-0xb16dfd9aaaf874fcb1db8a296375577c1baa6f21-2461-1,,,false,false,false,false,false
ethereum,opensea,v3,0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929,457,erc721,Buy,0x3083adef8348655393c546527e3987236c36f19d,0xbcfb9b73b2ad68bc3ae327c7e0e2c37fdb6aabcd,0x00000000006c3852cbef3e08e8df289169ede581,,,0x3083adef8348655393c546527e3987236c36f19d,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T12:57:23Z,2022-11-20T00:00:00Z,16011369,0xa081c4a0f7295621046469eee60b1a724d015d0bc26eb25d69f1f824f35ad806,seaport-0xa081c4a0f7295621046469eee60b1a724d015d0bc26eb25d69f1f824f35ad806-212-0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929-457-1,,,false,false,false,false,false
ethereum,opensea,v3,0xa604060890923ff400e8c6f5290461a83aedacec,55357273740039338002892463757785782538359785168237495030044693876766029119498,erc1155,Buy,0xdb11249d40e05c050348eca59cf90fdd6b161acb,0x7a631b4a6b1d0a6b1e433d92690d7c8aba4f23b4,0x00000000006c3852cbef3e08e8df289169ede581,,,0xdb11249d40e05c050348eca59cf90fdd6b161acb,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T11:50:35Z,2022-11-20T00:00:00Z,16011039,0xf3e08b714081f126eb9322e840ead691c29f9759330fe0b1fa34342653021c1c,seaport-0xf3e08b714081f126eb9322e840ead691c29f9759330fe0b1fa34342653021c1c-256-0xa604060890923ff400e8c6f5290461a83aedacec-55357273740039338002892463757785782538359785168237495030044693876766029119498-1,,,false,false,false,false,false
ethereum,opensea,v3,0xa30cf1135be5af62e412f22bd01069e2ceba8706,6051,erc721,Buy,0x5c89175abfb5c7af6df7bd56c3c3e2f14054c3fc,0xef1de2fa338fb55e834bd6cb8bad382d410cb882,0x00000000006c3852cbef3e08e8df289169ede581,,,0x5c89175abfb5c7af6df7bd56c3c3e2f14054c3fc,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T06:46:35Z,2022-11-20T00:00:00Z,16009527,0x72791c6fdd9988aa633373b8fb500283a9f85a7242b6805cc0b4ae5200d2ca1b,seaport-0x72791c6fdd9988aa633373b8fb500283a9f85a7242b6805cc0b4ae5200d2ca1b-55-0xa30cf1135be5af62e412f22bd01069e2ceba8706-6051-1,,,false,false,false,false,false
ethereum,opensea,v3,0xc9f973e0a4ac0115b228d66511148b092feee67c,528,erc721,Buy,0x36c72892fcc72b52fa3b82ed3bb2a467d9079b9a,0x5459d5d7f032628ce780fd650bd20d47b413c0d0,0x00000000006c3852cbef3e08e8df289169ede581,,,0xe3d3d0ed702504e19825f44bc6542ff2ec45cb9a,0x36c72892fcc72b52fa3b82ed3bb2a467d9079b9a,2022-11-20T03:53:11Z,2022-11-20T00:00:00Z,16008667,0x156fd7fa7e0d560ba7863a18c600e098a75e93f39e91bf6b1175131e0e985c15,seaport-0x156fd7fa7e0d560ba7863a18c600e098a75e93f39e91bf6b1175131e0e985c15-164-0xc9f973e0a4ac0115b228d66511148b092feee67c-528-1,,,false,false,false,false,false
ethereum,opensea,v3,0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929,2886,erc721,Buy,0xcf257e3fed007e9d0a62a572e903a8e110c1bd2a,0x490c2c433c6865f588a17819773761346285fbb2,0x00000000006c3852cbef3e08e8df289169ede581,,,0xcf257e3fed007e9d0a62a572e903a8e110c1bd2a,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T17:13:47Z,2022-11-20T00:00:00Z,16012644,0xcd916d013c50da02d38c73797a1c0bdb1e82ad37c0a8f3d93ea2b28e9a0cc5cf,seaport-0xcd916d013c50da02d38c73797a1c0bdb1e82ad37c0a8f3d93ea2b28e9a0cc5cf-86-0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929-2886-1,,,false,false,false,false,false
ethereum,x2y2,v1,0xa30cf1135be5af62e412f22bd01069e2ceba8706,1826,erc721,Buy,0x31b8f26ed95900fcff35878eb61df244049d57ca,0x1cba5cd08a28f1c4c6fd463921a64a437a8f5905,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,Gem,,0x31b8f26ed95900fcff35878eb61df244049d57ca,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,2022-11-20T12:51:35Z,2022-11-20T00:00:00Z,16011340,0x25d18c7504366a1dab4a8a32e5bb37aac4455f575596d14e5392ac63c94787ee,x2y2-0x25d18c7504366a1dab4a8a32e5bb37aac4455f575596d14e5392ac63c94787ee-0xa30cf1135be5af62e412f22bd01069e2ceba87061826-0x1cba5cd08a28f1c4c6fd463921a64a437a8f5905-170169Trade,,,false,false,false,false,false
ethereum,opensea,v3,0x8a2b94860e34f6fdd2bb76ee881b280598f759e2,9341,erc721,Buy,0x2e6c16caf73271faca80898478baeb234bda546e,0x7d3645c13948d76bce2ce26ec75780c74f941a10,0x00000000006c3852cbef3e08e8df289169ede581,,,0x2e6c16caf73271faca80898478baeb234bda546e,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T08:12:35Z,2022-11-20T00:00:00Z,16009955,0xf610dcd95b1addd2f148236ac5faf3070b6c049fa8775654c2caa53f474f1db0,seaport-0xf610dcd95b1addd2f148236ac5faf3070b6c049fa8775654c2caa53f474f1db0-84-0x8a2b94860e34f6fdd2bb76ee881b280598f759e2-9341-1,,,false,false,false,false,false
ethereum,opensea,v3,0xf67b2a76fbfd13a7eddb665f8bf72483d09ed317,899,erc721,Buy,0x4deed2ed4d6c02a0fe3df2d8b4e4e75f55bb353a,0x023cd4062b82db1eecc91fe077ec944d4b89384a,0x00000000006c3852cbef3e08e8df289169ede581,,,0x4deed2ed4d6c02a0fe3df2d8b4e4e75f55bb353a,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T07:01:11Z,2022-11-20T00:00:00Z,16009599,0x9bd39fcfaea0d16b28b25cb27e0355cc73526991e24d5bb4492d784f4ac76890,seaport-0x9bd39fcfaea0d16b28b25cb27e0355cc73526991e24d5bb4492d784f4ac76890-140-0xf67b2a76fbfd13a7eddb665f8bf72483d09ed317-899-1,,,false,false,false,false,false
ethereum,opensea,v3,0xa604060890923ff400e8c6f5290461a83aedacec,40441285228575587252618319578565319958191348827691663703828827633709588938753,erc1155,Buy,0xe7dfc067b0f1e9fc4d81ea2136b2ace99841bb82,0x5968f4cf1d88d761df3cd6f2e249ef0946176832,0x00000000006c3852cbef3e08e8df289169ede581,,,0xe7dfc067b0f1e9fc4d81ea2136b2ace99841bb82,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T09:45:59Z,2022-11-20T00:00:00Z,16010420,0x0f036f2f0fb514152b45437c7148badcfadd99e4cd35f19129216b3958e406b3,seaport-0x0f036f2f0fb514152b45437c7148badcfadd99e4cd35f19129216b3958e406b3-186-0xa604060890923ff400e8c6f5290461a83aedacec-40441285228575587252618319578565319958191348827691663703828827633709588938753-1,,,false,false,false,false,false
ethereum,blur,v1,0x7f36182dee28c45de6072a34d29855bae76dbe2f,4983,erc721,Buy,0x3be64def9be337e94885c7d72dc0ae7812054b55,0xa9d2028fa0825134d1155bf41f17c04dc8d182ff,0x000000000000ad05ccc4f10045630fb830b95127,,,0x3be64def9be337e94885c7d72dc0ae7812054b55,0x000000000000ad05ccc4f10045630fb830b95127,2022-11-20T23:15:59Z,2022-11-20T00:00:00Z,16014446,0xfcf3190bd7f9b873ed3a26bd5c790d5eda9d45597d50d0b48c4b9b441f4c0c07,ethereum-blur-v10xfcf3190bd7f9b873ed3a26bd5c790d5eda9d45597d50d0b48c4b9b441f4c0c07-0xa9d2028fa0825134d1155bf41f17c04dc8d182ff-0x3be64def9be337e94885c7d72dc0ae7812054b55-0x7f36182dee28c45de6072a34d29855bae76dbe2f-4983,,,false,false,false,false,false
ethereum,opensea,v3,0x312d09d1160316a0946503391b3d1bcbc583181b,6289,erc721,Buy,0x884ae262ad106166ce66910bb458682f343f20e1,0x9c43ab91e02acb20d5b0f8b6f9d2ba7c2d2a926c,0x00000000006c3852cbef3e08e8df289169ede581,,,0x884ae262ad106166ce66910bb458682f343f20e1,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T23:59:35Z,2022-11-20T00:00:00Z,16014663,0xee3e17932cae7ef3007048850d6f24275f0133433ee64946ee71bfe752467165,seaport-0xee3e17932cae7ef3007048850d6f24275f0133433ee64946ee71bfe752467165-307-0x312d09d1160316a0946503391b3d1bcbc583181b-6289-1,,,false,false,false,false,false
ethereum,x2y2,v1,0x9ca8887d13bc4591ae36972702fdf9de2c97957f,3080,erc721,Buy,0x2c63b830add926fdb888addee6a29c6b2b26450b,0xb0a2ad259c2d875632f5028aca169760e7580db9,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,X2Y2,0x56dd5bbede9bfdb10a2845c4d70d4a2950163044,0x2c63b830add926fdb888addee6a29c6b2b26450b,0x56dd5bbede9bfdb10a2845c4d70d4a2950163044,2022-11-20T02:08:47Z,2022-11-20T00:00:00Z,16008146,0x145ab7099aa2ca8e368f64fad66f1ecc366ea674b2a89001078406b3b308df32,x2y2-0x145ab7099aa2ca8e368f64fad66f1ecc366ea674b2a89001078406b3b308df32-0x9ca8887d13bc4591ae36972702fdf9de2c97957f3080-0xb0a2ad259c2d875632f5028aca169760e7580db9-7978Trade,,,false,false,false,false,false
ethereum,opensea,v3,0xaf559c34d94b0fb7067b5911451fd031802547dd,6097,erc721,Buy,0xeea07bcdc70c7e22ab34abbc2f82c9959de5e712,0xd724e0d8c6d7ffa070e620246f45ee77bbdab1dc,0x00000000006c3852cbef3e08e8df289169ede581,,,0xeea07bcdc70c7e22ab34abbc2f82c9959de5e712,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T01:20:11Z,2022-11-20T00:00:00Z,16007903,0xc09450473ffc3de103c8afbd57679287ef7a3d85183e4a1cdc6a3dd1ed2c832a,seaport-0xc09450473ffc3de103c8afbd57679287ef7a3d85183e4a1cdc6a3dd1ed2c832a-181-0xaf559c34d94b0fb7067b5911451fd031802547dd-6097-1,,,false,false,false,false,false
ethereum,opensea,v3,0x7ec1781accf18ad63665ca4c04a2f8218dd3fd47,2862,erc721,Buy,0x8aa3d9672e1a4ca4320d92f2929688c9be246495,0xf410374c491f4262cd07c81764e1487bbdb75c1b,0x00000000006c3852cbef3e08e8df289169ede581,Blur,,0x8aa3d9672e1a4ca4320d92f2929688c9be246495,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T08:08:11Z,2022-11-20T00:00:00Z,16009933,0xc40b2d6a07f08bd3dd8d8237d2cf5935dd474c7223531848fcae9735b43412ec,seaport-0xc40b2d6a07f08bd3dd8d8237d2cf5935dd474c7223531848fcae9735b43412ec-109-0x7ec1781accf18ad63665ca4c04a2f8218dd3fd47-2862-1,,,false,false,false,false,false
ethereum,opensea,v3,0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,77015,erc721,Offer Accepted,0x658cb9ec99852eedea98d7d143605a45f156a337,0x951ba6fe2d64d238006c111691036e115d10431b,0x00000000006c3852cbef3e08e8df289169ede581,,,0x951ba6fe2d64d238006c111691036e115d10431b,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T19:39:23Z,2022-11-20T00:00:00Z,16013369,0x54aaed9462046b567b6addc28ca9ec21813b10d4cb40bd0d1e8029a2f4769787,seaport-0x54aaed9462046b567b6addc28ca9ec21813b10d4cb40bd0d1e8029a2f4769787-262-0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258-77015-1,,,false,false,false,false,false
ethereum,opensea,v3,0x239adeeed414d163214d9b8a563c862dcf2206d0,3384,erc721,Buy,0x16bf9653fbde01b0f157345373820891dcb9636b,0x6f3405e97ba037df1b284a4e1261d7bd6a44e5f7,0x00000000006c3852cbef3e08e8df289169ede581,Gem,,0x16bf9653fbde01b0f157345373820891dcb9636b,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T03:49:35Z,2022-11-20T00:00:00Z,16008649,0x95c4f50b7d420a88c40513f273a6855c4e095a11171a3541afc6e1f4029f2a6d,seaport-0x95c4f50b7d420a88c40513f273a6855c4e095a11171a3541afc6e1f4029f2a6d-44-0x239adeeed414d163214d9b8a563c862dcf2206d0-3384-1,,,false,false,false,false,false
ethereum,opensea,v3,0xad27c6ef1c2e37a78514a9e54f5c35a8bf51601d,849,erc721,Buy,0xa5c5e686f7f4ff921a4c9bc0a512c3183cbc863b,0x1d7578874d6c81027a953ae487aadb936a3f7860,0x00000000006c3852cbef3e08e8df289169ede581,,,0xbbb321428dad1e76b36cadea82f43bd7e3eb9d65,0xa5c5e686f7f4ff921a4c9bc0a512c3183cbc863b,2022-11-20T05:45:47Z,2022-11-20T00:00:00Z,16009227,0x186cfde4f47f4c8655a6c115f0ef2153032cf11dce4e90c2041f382fdfb79d83,seaport-0x186cfde4f47f4c8655a6c115f0ef2153032cf11dce4e90c2041f382fdfb79d83-41-0xad27c6ef1c2e37a78514a9e54f5c35a8bf51601d-849-1,,,false,false,false,false,false
ethereum,opensea,v3,0xc5877760dbfc490b0e3f78ce9df6d84f2537d756,191,erc721,Buy,0x2bfc3c0f873c13f015bcc746e60c91aa39a91c4b,0x340ba11e7fd23eb85fee2d63eb52fe47b69e8b02,0x00000000006c3852cbef3e08e8df289169ede581,,,0x2bfc3c0f873c13f015bcc746e60c91aa39a91c4b,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T06:16:47Z,2022-11-20T00:00:00Z,16009380,0xb642f064fdccc3a40de72d5f4da07ce0074d68bf1424318f5e66d26e492a8aaa,seaport-0xb642f064fdccc3a40de72d5f4da07ce0074d68bf1424318f5e66d26e492a8aaa-168-0xc5877760dbfc490b0e3f78ce9df6d84f2537d756-191-1,,,false,false,false,false,false
ethereum,opensea,v3,0x662081d1df478ba4aceda637dcf1ef762e7a3a6e,1473,erc721,Buy,0xab0cb8ee64163b2d6538623e352d2d8250185827,0x56c481bc2db7e2827f8e8cb698a02ef52658f1d6,0x00000000006c3852cbef3e08e8df289169ede581,,,0xab0cb8ee64163b2d6538623e352d2d8250185827,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T00:37:35Z,2022-11-20T00:00:00Z,16007690,0xb8a6fc38c229780eb9a31f1f2a971de58c8de1207a0ea74eb84bf1c1d2824767,seaport-0xb8a6fc38c229780eb9a31f1f2a971de58c8de1207a0ea74eb84bf1c1d2824767-59-0x662081d1df478ba4aceda637dcf1ef762e7a3a6e-1473-1,,,false,false,false,false,false
ethereum,opensea,v3,0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929,355,erc721,Buy,0x13c5578746dcdd19da9434dd2041ca1360f57f1d,0xae6b74c8136ba6e77154258f35888e41e03bb721,0x00000000006c3852cbef3e08e8df289169ede581,,,0x13c5578746dcdd19da9434dd2041ca1360f57f1d,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T13:44:11Z,2022-11-20T00:00:00Z,16011601,0x2954841b699e02d5a63e438b2110ee46b0d3c063eebf76c463636505aa5b932b,seaport-0x2954841b699e02d5a63e438b2110ee46b0d3c063eebf76c463636505aa5b932b-200-0x0735a2961eb2b18b28daa72b593dfbaa7f9d1929-355-1,,,false,false,false,false,false
ethereum,opensea,v3,0x1485297e942ce64e0870ece60179dfda34b4c625,4666,erc721,Offer Accepted,0x167708b9cc2b4afe9d70c83cc3e9f49570b4c02c,0x2e7aaab7c808cb41b13e5f34565a51def2c30cf2,0x00000000006c3852cbef3e08e8df289169ede581,,,0x2e7aaab7c808cb41b13e5f34565a51def2c30cf2,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T18:30:59Z,2022-11-20T00:00:00Z,16013029,0x9ed8f4a604c3cfb3818f5e2364822fe413a5cc568b35650bef62c71557549ea2,seaport-0x9ed8f4a604c3cfb3818f5e2364822fe413a5cc568b35650bef62c71557549ea2-130-0x1485297e942ce64e0870ece60179dfda34b4c625-4666-1,,,false,false,false,false,false
ethereum,blur,v1,0x600df00d3e42f885249902606383ecdcb65f2e02,1417,erc721,Buy,0x2b21bd75f4cb299f6287089fb4cdcddfe40dceec,0x2860c02145cc70b603ada39f9d5aa94d0818cda6,0x000000000000ad05ccc4f10045630fb830b95127,Blur,0x39da41747a83aee658334415666f3ef92dd0d541,0x2b21bd75f4cb299f6287089fb4cdcddfe40dceec,0x39da41747a83aee658334415666f3ef92dd0d541,2022-11-20T12:20:59Z,2022-11-20T00:00:00Z,16011190,0x3717d736ecc5d262a1d1ef2766f09276e020418394e671dfa544ea75c7b4c339,ethereum-blur-v10x3717d736ecc5d262a1d1ef2766f09276e020418394e671dfa544ea75c7b4c339-0x2860c02145cc70b603ada39f9d5aa94d0818cda6-0x2b21bd75f4cb299f6287089fb4cdcddfe40dceec-0x600df00d3e42f885249902606383ecdcb65f2e02-1417,,,false,false,false,false,false
ethereum,opensea,v3,0xcae1b66770fb7d45cc33b32f52a1042d881f94d1,3,erc721,Buy,0x0ec2991a984c03fb3dff77cca278ef3bb96fbd40,0xd90a07e38db2475685e21ee16b2bf873b3123266,0x00000000006c3852cbef3e08e8df289169ede581,,,0x0ec2991a984c03fb3dff77cca278ef3bb96fbd40,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T04:50:11Z,2022-11-20T00:00:00Z,16008950,0xdc42cee373d8a60618a3649921b862009f4fcb331d43e4aaaeb56b8a980290c3,seaport-0xdc42cee373d8a60618a3649921b862009f4fcb331d43e4aaaeb56b8a980290c3-40-0xcae1b66770fb7d45cc33b32f52a1042d881f94d1-3-1,,,false,false,false,false,false
ethereum,opensea,v3,0x6c869a43a9d362ef870d75dae56a01887578421d,430,erc721,Buy,0xe1385ea3cd4aeb508b2b8094f822960d0c968505,0x714cd8718adc069bf23119c70b7dc093ad949e8f,0x00000000006c3852cbef3e08e8df289169ede581,Blur,,0xe1385ea3cd4aeb508b2b8094f822960d0c968505,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T16:51:59Z,2022-11-20T00:00:00Z,16012536,0x3141a31cb09fefb62eab9c324f93101fb657c6017a05e5676762b68c90c7e600,seaport-0x3141a31cb09fefb62eab9c324f93101fb657c6017a05e5676762b68c90c7e600-240-0x6c869a43a9d362ef870d75dae56a01887578421d-430-1,,,false,false,false,false,false
ethereum,opensea,v3,0x94ea4c3b679d96ed82aecbb9ca8f33567e4e1c58,6593,erc721,Buy,0xc645677ce475e6bb1d14a42d0be45da24b636c99,0xa7da87a14c2595268cb4944b53bd965e39205ab6,0x00000000006c3852cbef3e08e8df289169ede581,Gem,,0xc645677ce475e6bb1d14a42d0be45da24b636c99,0x00000000006c3852cbef3e08e8df289169ede581,2022-11-20T11:09:11Z,2022-11-20T00:00:00Z,16010833,0xf5aff86a097e1f6db7f9b88eae94e7cce2bc90a8e71b4caebfc0eeb1c721c783,seaport-0xf5aff86a097e1f6db7f9b88eae94e7cce2bc90a8e71b4caebfc0eeb1c721c783-363-0x94ea4c3b679d96ed82aecbb9ca8f33567e4e1c58-6593-1,,,false,false,false,false,false
