tx_hash,maker_token,taker_token,taker,taker_token_amount
0x026c2ba7ef12d3d3d0534595ce3fc805ad1fce730ca56e96e67ec0682081cf10,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x9560e827af36c94d2ac33a39bce1fe78631088db,0xf68d2bfcecd7895bba05a7451dd09a1749026454,734557.15
0x67c47b09d4a0b7b9637673acb5cecb4474aa67d4772cb95a29797ec302a8b2af,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0xedf784409d24dfeb1d88686f27c20d7274a1c0d2,29051.47
0x1f3eea781a2caadc5720e261868158914ba7e66c7d39ad1d6a27a3fef1cb57b7,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0xedf784409d24dfeb1d88686f27c20d7274a1c0d2,29044.24
0xe1169bff85fb423f769c5862df363649ef6fa726fbdac37eba2a14a3243ff7dd,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0xedf784409d24dfeb1d88686f27c20d7274a1c0d2,28653.97
0x6c6bfd6cfabedcdacf00f3ebde96c45f1311993db080bb1b0bdcb102b8c89ca3,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0xedf784409d24dfeb1d88686f27c20d7274a1c0d2,28203.06
