block_number,tx_hash,sub_tx_trade_id,buyer,seller,nft_contract_address,nft_token_id,price_raw
36121339,0x6edabeca4aa843f13fab5c8800adb113567a4daefb2e11db52db8da790fc4fdc,3,0x221541e0b15058e677181a8c977f6a3a2f87a26b,0xB8Ad671479618b7E204b82C16D7d4aA675C71CA6,0x6d15a7192f8e9ad55a72b997df0986d712c31cbf,13,20000000000000000000
34870682,0xfa9454db02b85154742e0a73818b77a625bb0653966683bbbabe610cc79130e0,4,0x054391ce4dfd63aac0a0d11db14d3593bb0ded1e,0x35429d0F7A70D777f29C6fE504056888717B086b,0xd78275056849d420f38dc4da2c05d748692adc5f,3,130000000000000000
