blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,token_bought_amount_raw,token_sold_amount_raw,block_number
optimism,woofi,1,2023-06-21,0x2e968976942bbbd2a843a1b3d2b8c344f4f0b705d6e8d1d3742078b6fab28b10,38,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x4200000000000000000000000000000000000006,1628553,900000000000000,105871353
optimism,woofi,1,2023-07-30,0x58b21db3dc2a145b8c844471310eebdc85fdf3ec8820d4a6ea526bc1f735aec0,15,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x4200000000000000000000000000000000000042,102243,65250806163978741,107570123
optimism,woofi,1,2023-06-07,0x203dbe62e1896dc9892dae69e7c4dbdc7c491d775923fb44a094c45b916a9946,12,0x4200000000000000000000000000000000000042,0x7f5c764cbc14f9669b88837ca1490cca17c31607,8853725019194362007,13180901,105250717
