blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,block_number,token_bought_amount_raw,token_sold_amount_raw
bnb,maverick,1,2023-07-11,0x1ed037d4a55c43d54c152ef4e02bb64911ce4d6876ce9a2d3b0692866f8e92ee,116,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,29865317,616345011183948646519,2493200000000000000
bnb,maverick,1,2023-07-11,0x1ed037d4a55c43d54c152ef4e02bb64911ce4d6876ce9a2d3b0692866f8e92ee,112,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,29865317,80430943294760539687,325200000000000000
bnb,maverick,1,2023-07-11,0xdcabb7f0bf4e3b5dd66cd5920bdac9aff12525bbf19cd6ff1fdaa580c13c91d2,284,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,29865113,39153456084458662882,157910260043522271
bnb,maverick,1,2023-07-11,0x39e0ca81018ce7c7af3988d7c07b711bd0c388285f53b0d00a215e1aa5da2f33,239,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x55d398326f99059ff775485246999027b3197955,29865059,7728228508631272,1919414558631297243
bnb,maverick,1,2023-07-11,0x840ba933291c56edf365f610145a3daaddca924d05cdbb854406bfd9e1456c5c,490,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,29865440,91505135778320393,370000000000000
