block_number,tx_hash,evt_type,token_id,amount_original,address
17993573,0xa5d0ed973f74d47701440aae78414ba651ff520d991d2da26babf68ace75b466,borrow,102,0.01,0xc5a07c29a71db1a8adb7fe8011608074dc64e94f
17993625,0x9d33617c10acde3ce21d9368407328dd025b2aa5bfc74633504c7b0a92a7a79d,repay,102,0.010000019786910196,0xc5a07c29a71db1a8adb7fe8011608074dc64e94f
18015099,0x3f3867e38725b09da923ff0f1b3b366218817ed32c97b8520fa4c7b69c53e651,liquidation,5485,0.01,0xfd37f4625ca5816157d55a5b3f7dd8dd5f8a0c2f
