blockchain,block_number,tx_hash,trace_address,destination_chain_id,user_address,currency_contract
gnosis,28065848,0xc37699b4dd1b7272ba495837e2de1c2ce0815465ac85b9348e2ebb69cbdbe4a4,"0, 2",125,0xfa61cf08edc75547bfd3da7a8433b8fd42b1f9c8,0xfa5ed56a203466cbbc2430a43c66b9d8723528e7
gnosis,28065369,0xb1b935b51af6c2299cb3cb998507f096688c6e96b99605677dcbca91b7d44af7,"0, 2",125,0x224185424b0426c55222c4d0f9b80ae980bc334a,0xfa5ed56a203466cbbc2430a43c66b9d8723528e7
gnosis,28065308,0xe93549b390b6964fc98755971edf6bb4aec8b39ba35e5b42ffb526c5edb2698b,"0, 2",125,0x224185424b0426c55222c4d0f9b80ae980bc334a,0xfa5ed56a203466cbbc2430a43c66b9d8723528e7
gnosis,28065282,0xbf8d6ecaf1b52b0f8f0fac2a023510cf10cfcb3d9c07b07bc966573b277b7b72,"0, 2",125,0xe230e8a073bd85ba999bfbb084a7018f6545e2d4,0xfa5ed56a203466cbbc2430a43c66b9d8723528e7
