tx_hash,block_time,nft_token_id,original_amount
0x0014570fae82a084683398c160ddf6c862347cb8a31fee4cd798ca974ae96369,2022-04-23T02:21:27+00:00,3334,0.011
0x0014840f72e98ff594b4b30e322323057d30f907d250fa013e5227aca92de752,2022-05-31T17:17:31+00:00,3605,0.17
0x00156e70c1171a44f30428779b5e9be8dc96d8f3ecb0b3a7c13ce3ae271dc2e8,2022-02-27T22:32:40+00:00,3278,0.99
0x00157714385290a612770915c8122bcd333449860b22c5db9f8b0af40c514e41,2022-05-19T04:54:17+00:00,8908,0.154
0x00158f34033714ce66735a0099f88cbcd852b65cd9ad1be6b65a460266e73b22,2022-05-13T10:28:39+00:00,2899,0.011
0x00159c45f0bc39d31aa89a63cd8a273f65da10679b9592ecb1158131fddd3abc,2022-06-27T06:20:16+00:00,8786,0.7666
0x0015f756d6c56c7ddcdc75dc7114d04d0abcf78adc0e4875b982f0803f4cd62f,2022-01-12T22:11:16+00:00,1685,4.2
0x00160cc0a0fec556a8761f208decff1c3ddd0e4e73317553e515e13ba8787961,2022-02-02T02:49:07+00:00,3445,0.25
0x001653f553f65aae45a7767e1b61b2811c67495b967077008a2c1e68bbdb60db,2022-05-01T05:14:39+00:00,53709,7.95
0x00167ab6eb637b393480bdaff8c4dc8796d16093ea3275d67fc546b6ea31a4ca,2022-01-16T19:47:30+00:00,8246,0.46
0x00169573be7fa5d2787c5a0ca7299ec4ebe7315e34e540e86b4894f0561a6e94,2022-01-26T21:19:00+00:00,1865,279
0x0016a726a86da79cf764c1b5500e6598e8fb78205d66bd98666151bbb1a8cf64,2022-05-12T00:32:40+00:00,10294,0.1149
0x0016fd72599db6b7f16321e19eb06fbd4ec8e4aea500fb5168197fe9f1341e1e,2022-02-23T03:27:19+00:00,11272,1.1
0x00175377369b82331c140705bbc6f61d88fa6c39d730057ca632d12ecddf82dd,2022-03-16T15:41:20+00:00,9122,0.094
0x0017df0c3bfcaf584bd841da85ab0a656df30784be0bdf2ed668d5dc44b5c7fb,2022-05-05T04:38:46+00:00,5937,0.18315
0x00182424599775fff86b6d44dbd97d181809ada9ca6cec5c478fc89b384998c5,2022-05-18T03:57:30+00:00,3079,0.061
0x00188271185e0d215a9352dcdbc268381fdfc7bdb394cc3cbc87d0d0ece6f531,2022-06-19T16:32:24+00:00,65314,2.26
0x00188dc48384ca588d9360b7dd98344b705e0ae5315798500fddfd4ed427f633,2022-03-23T04:13:44+00:00,9559,340
0x00189f2bff8a3c135a60a8535359ac66f93b296072c302e053dd97370ce7d613,2022-04-15T16:40:28+00:00,6874,0.175
0x001941ceea3b6cfb11e2c2b4a86e6516294c556901e7f752353fbcd18d8a9313,2022-01-21T05:16:46+00:00,5105,0.88
0x001951f5cbfc2f83469b242956f8657ddf76b660a9b9acb9027b48bbbde77aa5,2022-03-16T15:33:55+00:00,9728,450
0x0019b24557b1048b4098b0893b25c5a68936c25f591533f7ead289050a4d53f1,2022-06-24T09:51:51+00:00,2894,0.2332
0x0019eb1fcdcb7a26e223d45007b27968b55927d15bc6c528c3192c9e96cf6ee9,2022-05-14T19:22:27+00:00,9065,1.4
0x001a017ca2c0d538dbd5f1665d1b64e3f549da2997ffcccc63722711a99faa9d,2022-01-11T11:58:07+00:00,6,1
0x001a18143824278bb9599fa9d55c04b7b129bdf0739a82a46c68a2fd36597fa4,2022-04-20T23:53:24+00:00,745,0.49
0x001a5a3ddd689816ba104bb381b06eb70f42fab032c8ddd0193769eb3ba06cbb,2022-02-07T03:31:01+00:00,9559,142.3
0x001abffc978a8f4d9f85c6122738e82090cc774a593057fe631127120227a4fd,2022-05-18T19:56:41+00:00,8769,0.2
0x001b21cb215b7384e135c0d7511ecfa5891b1f215084651fe5459216a81ac315,2022-03-09T18:46:59+00:00,4540,0.8
0x001bce8ae206ba34ce01cf0b885bff73365cb692f30f55afb4bd33df3b032de9,2022-05-25T20:41:21+00:00,2,0.05
0x001c4a4185a8ca96b9fd8dc832666685b7803da27935e9984fa0c7c72b92920f,2022-03-18T02:05:55+00:00,23,0.15
0x001c57e9cdc42981356de09d6336ec7d5e07dba2f82984eb273f5e58f97a0c77,2022-01-25T22:37:06+00:00,15115,868
0x001c8844fcbb56150741825aa17aefe40c4fee61e67116cc51df58a0eabe922e,2022-01-28T18:31:05+00:00,3741,975
0x001d0e12ae891f7502a9a2dd57975a4335387fc9c06d7387daff777bbe19defc,2022-06-30T12:34:37+00:00,356,0.35
0x001d6fb15e4cad79f330811c5cd68ad0c7cddaf77c1971484d464e37627d01a0,2022-05-18T23:23:41+00:00,8858,0.029
0x001e21cf1faaf334623b6599a078961c39bbb6e4d777b7f00bc9f06f8e72dce1,2022-05-05T19:45:19+00:00,2126,0.1
0x001e60c40f2d355bf809b4efc863647365d3f4334584d15f53b7fcb431cdea7f,2022-05-05T22:55:46+00:00,7607,0.103
0x001ea6bd1c840edd7e10eba3fc9c7e9dbcf95a2dff968db56741483e37b080d3,2022-04-14T03:29:21+00:00,532,0.2142069
0x001ed8101cd25e30436cf474578f26768766ecf2ed390560652e823b2bdf75c8,2022-04-27T03:42:41+00:00,2781,139
0x001fbaf98f7484b7874a6fc9b54590ccbba190371183e063ef154f33ab46a183,2022-06-28T02:03:34+00:00,18277,87.15550991
0x00203e45f958544b8ad4fe2da236b926df9fed942d8488e7cd0b268746d2ba10,2022-01-16T21:19:28+00:00,5438,0.15
0x00205cdeed094cd1e0b45cc1d5664611f5554d64df5a74e6f258160e166ec10f,2022-03-08T04:15:39+00:00,9728,586
0x0020dae274a427ec25e34d008f8478ac91e86b8236256750dfbff4206e777a48,2022-05-20T11:03:44+00:00,64195,3.22
0x0020fcb17a7c83ac950692f672183f291c275ce8d5c5b4031a8be7ebb8f6e596,2022-01-26T14:08:50+00:00,7315,0.5
0x00215c9edc55d9f64163be61477daabb0797e2ffaa82ab4facc0b3764be41ffe,2022-04-29T13:37:58+00:00,2325,0.14
0x002166c95feda00057d48593d37837c395b0b4ecafefbd2c7e24c70a118e4bfe,2022-05-03T04:35:14+00:00,3377,0.1769
0x0021a1d975cedba0b3001fcdc7cafe6f7fca0d4514cd53346ea5c7598296ec8e,2022-04-19T01:13:19+00:00,356,4.79
0x0021bf0e3bc3a98a12c10ccfa2539b27fc4ef01e0d0fd176cee5d70debfd7a3e,2022-03-18T02:32:49+00:00,1,0.2999
0x0021f3c021fc7528e94f3959c20311d1240dc083ac89a328969bf945baf79d0a,2022-02-16T17:30:54+00:00,8314,0.62
0x00225e477b567d9f5b083a81ce00525c74ce3b8ab6b6cc43852a6245072b1f56,2022-04-25T23:42:51+00:00,565,3.43
0x00226c0b60f8d4119fdce7e5e93356bc595f229941f76c09a9d3497c5a041e8d,2022-03-03T05:51:41+00:00,4008,0.01
0x0022b9f02997f755e25b767b853b2b783d98cc302c1725c7cda6508d172fcdfa,2022-01-29T08:32:19+00:00,689,206.7194201
0x0022c82f16eae138dbe4ca79ad58545afc709cd6789c4354fca73b1e10c6808d,2022-03-11T02:05:48+00:00,9559,511
0x00238880b1e54ed6a74563e865f500ac5320277cb14b325ce3eb789c74e6372a,2022-01-18T04:41:41+00:00,66,0.07
0x0023bd18d57ae202cd278a78623c960749e1c5fa04a3a6d0915c72983fbc998c,2022-04-29T15:23:26+00:00,1702,0.39
0x0023c75f16ea10df1b593f36bfa3bc6951151e7735e0771566c6d4dd36594ff2,2022-02-28T13:15:05+00:00,7206,0.019
0x00243f991b32c5e6d05e394c04ccfc612920bbc1612e8e9469d20674d6ffea97,2022-05-13T11:51:29+00:00,60098,3.055
0x0024733ffc87886867d61aba1b47b0e980beae0cbe76c0448d7d13fcc2246308,2022-04-22T15:35:59+00:00,6144,1.2
0x00248ef4fc277de481260313b1ae224b9c0dd534d16dd10d9e448828f7455360,2022-02-01T14:08:40+00:00,1609,0.35
0x00250caedc5b2fe2ce2f98ddb1cfc27b68f5f62905597e51bb74a27d3ec8551b,2022-05-27T15:17:33+00:00,1408,0.3188
0x0025192cc4804126faa328f44d3dea4e3a53a2f97487668079947df83386d7ab,2022-06-03T13:53:20+00:00,5188,0.16
0x00257c0670f2d9442f69a927aa1e51f787e5475e28bc2507f2115a108ff03dab,2022-01-24T21:54:37+00:00,2727,79
0x0025f4dc8812589ae52568c90bb1b35fea1aa944322e95770a6fb457e2d17f05,2022-05-05T08:30:33+00:00,3170,0.011
0x0025fb552aa216b72de0e02a3ca37dadcca2761cb5935e578cb5667e5785ee5f,2022-05-17T15:24:10+00:00,4770,0.15
0x00267146acde12665d222b36ad0b443db3b2aa7085f013487831453bb8138a4e,2022-05-08T20:20:05+00:00,228,18.65
0x002687aff7a8132c5f4b1ea42dca9bde6264e57653debf9210921f2704f74637,2022-01-25T22:38:44+00:00,5283,382
0x00268c068c881ea4a91ab6e8af374abfb367465730b89325123cd4fdf124de7e,2022-05-01T12:03:44+00:00,5538,30.88
0x0026cde83aa3be57c2deaa1e22dabaa71e349d310d77a57cdc579200026f6902,2022-03-03T00:34:42+00:00,1973,0.35
0x0026e6c1b918aa908f19ee93d1aae23606e17b4380df1761a4fa93c5e4d303d9,2022-04-07T15:55:06+00:00,2768,0.15
0x0026f8f2d36cecaada4837d74291bb786ea6a64ea224fd90667b5073806b5ed1,2022-06-08T08:49:47+00:00,94,0.925
0x0027687093ae3ac5aba0f6fe5956eea5a695baa226da978257e20e33aa7ac21b,2022-02-12T20:14:29+00:00,7044,0.739
0x002880df3938f7556112a1977790bce1183fcce9cf07148bcfb01f6c6c0fdb10,2022-04-01T05:19:56+00:00,1948,493.5
0x0029035976cbda6d966aac3d68ebdc62c6aae205730ca0bf88b4db2d648e3032,2022-01-13T13:40:20+00:00,168,152.2
0x0029197acf34bb39d3ea97fd1f4c972a45c2d1957cb755f41c3de2bf18f3b468,2022-05-11T07:30:09+00:00,7595,0.15
0x00296e0857df7952e8b98a8370283145d81f3890fbfa2ebd785115c662c552fd,2022-01-18T11:32:29+00:00,5303,1.066
0x002a1b55ceb602255f0c9eb03a33a57ecf53fa703ee82ae8edbf2bf856173b09,2022-01-31T19:57:17+00:00,7244,4.85
0x002aa1e0b51f435007d3f2f5be20a4d94d3669787c16deab77d11ff82dd5a785,2022-01-10T18:35:52+00:00,4503,0.0001
0x002ba2eaa3d08db8f0695d454a3524993a4319d007ba536b726d87bef76755b1,2022-02-16T15:08:28+00:00,4407,0.35
0x002bd17982040018c9bdc52c68fcd8eb16aa7e19552a6697dcea8bd1baf5bdb4,2022-05-27T23:10:21+00:00,536,0.002
0x002bf5615464f39837ffc3d52e482a35e4def63a1bc7edb6a51f3dd60c0dcabf,2022-02-07T03:43:42+00:00,10783,0.42
0x002c1a665f04a97f62f536a33f50aead55512e769dc0b5561851a1a0c3fd3d20,2022-01-28T13:30:45+00:00,4384,0.219
0x002c63bc2376f1e78348dd40362e82e2ddd8cf31e19cd5c848f4c0a6ef86fe6e,2022-06-22T09:20:53+00:00,7121,0.331
0x002ca2de243665df939090da3caf6b6c6cf9e7d7976c9d434389d6325bb95afc,2022-03-02T12:52:19+00:00,1045,0.198
0x002ce9df4ac86bedee0f081c4c7b558c748500a424a55d1cd449b6946a581f9b,2022-01-29T07:47:10+00:00,10255,169.12
0x002cfb40e7bb9d3ee5b20e682a236516c91e1600eebb4b2cc387a8e9d3d6f8e2,2022-01-20T17:44:42+00:00,5527,0.3
0x002d39b44a8c9ea8be0a75563bfe1cbd7d77d737b242cd49f46c276070528a61,2022-02-16T11:16:20+00:00,5480,0.033
0x002dbbc1c1634fc8477b99cf1eab0880a304424489c8f2cf4df8091d79fc938b,2022-06-13T16:17:41+00:00,97835,1.7
0x002ddfd021636dc2d59288434d4a93ae9df98b489daf693bba9b617aa6a180cf,2022-06-25T15:40:51+00:00,3278,0.02
0x002e321e2af5e2d7f1a15028c5922a54297cd468f833d24b5d1c4bbcda7072ee,2022-02-02T00:19:54+00:00,9,0.229
0x002edf1434cfc5d134a083618242956dbada346012e98ad54de54819be6b26c7,2022-03-18T05:10:03+00:00,2804,8.88
0x002f558b406bb36a1c154b8b037cfadc10a4ef356a8ac1e740ae620afde272ee,2022-04-30T08:24:01+00:00,8410,0.1405
0x002f5ecb2608c6d6c1948352395b4f562777402e6fd3d535bcbe9116553e2dd6,2022-01-11T00:46:24+00:00,2718,0.15
0x002fa006071f475eac7a7040fb21fb65dd56e6a43e2f571eedd6be804d7effee,2022-04-04T07:03:46+00:00,1484,0.43
0x002fc9d1c4ce6819367289f9d936a199ea9d9af63e7537c271ebf6bfc1212f6d,2022-02-05T17:39:14+00:00,8362,0.41
0x002ff659bf53d0a1cc9bd5c6a3640e7442213733229bdebcfbd1838994a3009c,2022-04-24T14:18:35+00:00,5618,0.219
0x003001c02e9e0ae24d7f338b02df50710ac721fff001ea8297b117e9ec19d723,2022-06-07T05:02:54+00:00,7269,0.17
0x0030fc3200a080ac36fdeb8347cb00885b0df10ef63ec999242ed3c7c364298d,2022-04-07T23:21:07+00:00,1805,0.09123
0x003143b7a42164963636c4c73c40503036b4b5989b68ed3f8cdab8cdfc473ae9,2022-06-21T05:00:44+00:00,5354,11
0x0031ba17ce753dba17f45ad4c49a6b8823e21794d056dfc3e988bac91b6c99d9,2022-03-16T03:01:16+00:00,15178,0.3
0x0031cafd1ccf279220e4d464e4a7d05a27f094798688285e73a1243d9931e319,2022-02-06T11:29:03+00:00,8449,1.0101
0x0032f46d5c06e5f0860f27ac478f87e9bbe91316ad98f18aa652326cb14444f1,2022-01-23T11:39:30+00:00,1052,0.08
0x0032f686d7ce87b664d349f196f92de2682f6648f5d0546e9dd552eb3e2ebc05,2022-02-06T02:03:48+00:00,5283,245
0x0034070c6e951d21b4e0c7fcc97d7b74005c3d85d0a77b1d1528f502be42394b,2022-05-28T20:08:13+00:00,9635,2.57
0x00340e56833edbeecbd9116358110b31878d0f66745f71e47b7134763d7267d7,2022-04-20T19:33:42+00:00,3231,0.25
0x00358f800cbf35fce6c2899182d7ff1b7010a2b21e4389b22f12feebd347186a,2022-05-12T14:33:53+00:00,17222,4.595
0x003592c0fbb469ff8def691acda00c5b4a03e6648e89d0f7b9b65657b557f9ac,2022-04-15T14:27:55+00:00,4119,0.23
0x0035d0c556a39ada4254a2d521a11dc8d730c3c0e14ba612e9c70610a1e47162,2022-05-20T01:24:10+00:00,6338,0.571
0x00360001f1036336412ec091ca8f7633ede31bf47def182292ddc7c9f41a9bec,2022-01-12T22:20:14+00:00,1075,0.3
0x00360935e16b347b3169f72e8779be297ec93ae7b811f79dac736711323b2b86,2022-01-31T19:00:22+00:00,2,0.51
0x00363b87c75873c1cf73595d100008aa5c402c45a103baf45f8d39ddb7faa60b,2022-05-29T06:58:02+00:00,2717,0.42
0x00365e255cfcc32734b9da94369263d33a21c36196f42a1a61ebad90bba05f98,2022-03-11T10:54:55+00:00,1361,0.02
0x003668e67f06888f9f92ffe3f5e11d271d05e1a4346f83561b2f188c06d76502,2022-05-05T19:32:21+00:00,18179,4.2
0x0036a281b9a0366edc63673b23b26b388fc4c0d3d1f2f7c8593850be34494b32,2022-05-28T22:41:14+00:00,1671,0.215
0x0036d91769064df2da62f027765b98e810094fe0f449a4fff087fbe422e25cd7,2022-01-12T05:08:19+00:00,2323,0.5
0x0036d9eaf96e4f3bac012aed793a32506e17a7b9e1e36426974d3b15e56d5575,2022-02-09T09:15:06+00:00,925,0.2
0x00372ae909eeb3f98a4da0afa6f6d51f8d4cc96e2a00cb9046054848d72c998d,2022-03-25T20:48:39+00:00,18493,0.15
0x00375db5c478bd901e0b417a89bea71b80155ff246b6b790257c2a1ef6fb8774,2022-05-07T16:18:55+00:00,1390,0.025
0x0037f1a26c6ad5340515de691f5598bb3019db3300dd8a41b7ddd072ff210f99,2022-01-24T12:34:32+00:00,2363,0.34
0x00382f78b6e3fd4957bf1f7bfbf5611ca8584aef412585c17e5c7e14d09a4a03,2022-04-18T04:40:15+00:00,2163,0.5
0x00383dda5d161682f0f33f2eabc946782e26477351c82f3372d611583cfe9f34,2022-02-09T15:42:03+00:00,8119,0.52
0x0038c310ecd151379010ca209a524fb969e002d8da35035602712087043e2770,2022-02-16T19:33:06+00:00,2645,0.2
0x0038e76c1f7a08991e1b9e4901957e5fb075adea55281c76bbcc66e53b9f2091,2022-02-22T18:45:16+00:00,18389,1.84
0x0039952a47f8c6cc45ed020cff0bf30ac406dc2695e90a015822ad44f016292a,2022-02-25T18:46:10+00:00,18711,0.61
0x0039c488b516502eaa9df07d67ec5c30c3186e1be3bcd77d1301b9788abe8f42,2022-03-06T19:50:42+00:00,2786,0.495
0x003a2490a54a7b3c1014e0746ec53aef11113e1939554cac5ae9b77cf641c23b,2022-06-07T18:52:07+00:00,1516,0.99
0x003a31aa357fb4555bd9e19c3f3c63111ef9abe1ead55eb28d1ac069ff0de7b5,2022-01-20T23:25:45+00:00,19497,569
0x003a3df04060b993c17c1cbeb09386264aeccaf68881e524cdda8f20680e80e6,2022-01-22T20:46:43+00:00,9728,420
0x003a5d7fef8819dac4736e89fa8297430a0cae24ae2e646b6087bbdbdae3ddfb,2022-05-06T03:37:14+00:00,4305,3.2
0x003ab0078487a76224ade0384380137ba3c7bfa414a9b4b42f27676ea252c415,2022-04-05T08:43:29+00:00,930,0.031
0x003ab671357022982707b6e1cc8f7944c0753aa8766eebfdba3e36a6b6612406,2022-05-26T10:11:26+00:00,6229,0.36
0x003b3e1849b96a90528d9b0b7103cc0ed5466e88595ef059fc0a1954502073cc,2022-06-25T09:07:23+00:00,1076,0.0821
0x003b66668b12351bfdd9d77fe9889d897433a4fc00654572d8b5f6b444e2e7bb,2022-02-25T17:41:30+00:00,2224,0.05
0x003b95ee97ff0e27875bbec733eca38ddc7911b6569bae26061b7ba83f80a173,2022-06-02T06:27:05+00:00,724,0.04
0x003be4bd84d237b8b1d985a220b98622806adc077c3bf7bee845a0376f78e1c1,2022-02-02T10:10:52+00:00,2289,0.07
0x003cf3f46e6b9bd84a42de9847a9dc8e9e8c794863192483f5116f8cea71f754,2022-03-27T17:50:48+00:00,2959,0.41
0x003d5d88a778e98c081ec3f8b47524f5cfc02378726aadf303ca6330071b58f4,2022-04-10T09:08:43+00:00,3468,0.24
0x003da304f9dc9d40ac20edd02ecb4477cd12e8c7afd6a5648f611abdb4ff323a,2022-06-01T05:32:26+00:00,1703,0.17
0x003da79d447d581d1c469ac62dba92be3e6aaab0c5306ad17238d426b9370dba,2022-04-08T12:19:04+00:00,8099,0.14
0x003dad1bd025160b322988d2515794ac36bb063ea812099e9d699252edca7f2c,2022-05-17T00:27:00+00:00,865,0.1
0x003db058a8036beaf1bafee621e11820c73a845d8559077efd9b1851860b1197,2022-04-10T19:13:42+00:00,4908,47.5
0x003e3b33165841b4d9e7ed0c720770da0b2a4ca57b56aa187b2edc61f84f9187,2022-06-06T02:21:36+00:00,4008,3.84
0x003e46957d95bc43166c31739c13d376189038192d7fdfe934d5426ae22e2b88,2022-05-26T02:36:41+00:00,5199,1.449
