tx_hash,block_time,nft_token_id,original_amount
0x003e6bb86702f7b062344dca10e7cc3e0a180a8daaaf84f418cd4a179262c337,2022-03-18T01:18:48+00:00,1496,0.2507
0x003eeeb92fa58e45422bdc998f7ff8d97a7b3f6b4ca1e524fa68cd9e8c400fb0,2022-02-23T06:59:35+00:00,6012,0.47
0x003f28dccd9443a070369d23f3eb82e44bbfcbd64e59ac20f25ca3ab4be7995a,2022-03-29T22:29:05+00:00,7750,0.021
0x003f930ed748f6c3a4c29460a0590fe681e7b7a9772c0d8a7d72d693b9d46315,2022-01-17T15:39:57+00:00,1649,1
0x003fe5742194faac05f1a0f74b2cb3698f60dfbfb42fd73793cc315d429863a5,2022-02-02T10:52:34+00:00,16082,0.068
0x003ff38645d6765111523516a57a347aa0bad31e3b9f8992880e0407d3f6651f,2022-05-03T05:03:17+00:00,9084,0.2121
0x004003574da5565b0c383dff1cf920d20c31509ba225ffc74b12518570aeb244,2022-02-01T14:48:44+00:00,7158,0.31
0x004004ec7a650bdc6e6f05880bc02b3fd6fe2cb6d6e4257f4823b95cbeb382e4,2022-04-16T22:22:45+00:00,14564,5.05
0x0040b46351f3e8f4233720f63abd230c6e78b70ec87612c760436bcde455fb6d,2022-01-18T20:47:11+00:00,3110,0.1
0x00415387322a937c816e28822424e4221d2f94ad43d921ab5a6c37b6307d4e64,2022-05-02T20:10:13+00:00,3831,0.1518
0x0041f104700144607cb6308fb6b702819b2fff44373b9309d520850a11a1ffb5,2022-05-03T06:18:52+00:00,3020,24
0x00423a5dbda475b872f0b5f5d5f313757e1df7e888e73606725fad43a3805e27,2022-01-13T14:31:39+00:00,864,0.02
0x00425ba48c653b8de20e1a8abdf9aad75bb86232911811be0af426e1893a534c,2022-03-31T20:57:39+00:00,5447,48
0x004371e18924d073d4c2b792431a6524ec22528cfc6bd8a675ec5925c090b04a,2022-02-27T00:31:25+00:00,6059,0.0808
0x0043a11c816760f7809b529c0cec76778c8fb815fb27d6cabf7bbe8fc4dc2607,2022-05-03T01:46:07+00:00,2161,1.8
0x0043a645632bd028bbf816d39af33e375b8e0bc57ed548a5f0746dddfda555e7,2022-01-27T18:46:25+00:00,2781,0.125
0x0043af96fa91f48941255899f7a7d9784cb635a78a283145527908650dddb8d0,2022-03-22T03:35:25+00:00,24400,0.221
0x0044bb3de0e537e48f9eb8a1f7bcd595f21956242e63150817277e764815804d,2022-02-26T19:41:01+00:00,3060,0.4
0x0044d1e1cc466852f357235a03f6f6fb7ba3b546c74a1c65e25605ef9432f6f9,2022-03-11T09:09:09+00:00,18,0.299
0x0044e4ac6dbb15d922299668ba6217b8097feb47fa5386e15f48ccaf5a8e2082,2022-01-11T17:34:36+00:00,13687,16.3
0x0044f190de8c5896e87824eb80c6997ddf6d0899af862c832ea8d126115a0148,2022-06-01T12:19:44+00:00,84961,3.08
0x00451dc28fe0ea430ab0148d55bd19bcadb6b5447c415f491482cec7e419ec73,2022-05-22T23:51:28+00:00,1954,84.9
0x00455ae9873d3e176a21004da63f9c834dc273a4ef05bac404205b790fc10960,2022-06-12T12:08:38+00:00,973,1.8
0x00457d8a2080cd19addbc5082179acdc4663f5943219bb3a92c7c50796d45ed1,2022-06-21T21:44:02+00:00,4629,0.666
0x004580b76ee0448cd149d323007d60d42eca16b382b960ef248b352f96261b51,2022-02-26T02:24:46+00:00,1461,0.25
0x0045b2ec394084796ee88471675a096e9b4e6a070812e4485ec4198d5f06bfb3,2022-01-20T23:28:29+00:00,6183,112.9
0x0045c075918cae4deaaab43f6d678ef6269c7362b3170ebba819e8dfc5d79dbc,2022-03-17T02:35:51+00:00,6664,1
0x004670691ce9de097d923704d3fe20289bca067353a49f90b66ed791cd25c1f0,2022-04-08T00:59:57+00:00,8268,0.19
0x0046d7e5a6c1fdcd14fc8c5b8f69b43755e01162525aebdc914dfb7d0cf9fa1b,2022-05-30T05:50:06+00:00,1825,0.23
0x0047176d55107358fd1d53f72112bd9dbf3d47c2f9f20a879ce652992dd199ab,2022-04-23T00:16:43+00:00,2,1
0x00477f4fed96fd39622fef2bf4f698f5a020ab64127707acd35175e1d30b1cf2,2022-01-24T19:31:29+00:00,10,4.89
0x0047c216a2a49d6f6c6b56b9925965036ff51b02ce77498555a1095c8338d882,2022-06-14T17:44:34+00:00,854,1
0x0047f1fda83da4d9f4c65d39400cc1cdf9dbe6df6ea07b61a4ca3d501cce3387,2022-04-07T13:09:17+00:00,3940,1.83
0x004837f6a6c95155469b26325fe0ce27fd42a6e9b21ff028a42c2441146ac32e,2022-05-22T21:11:04+00:00,2824,0.78
0x0048503dd0af7d72a8f3a4c1a97e5b395c5277105c58c8a9c2fc14e06ce07d1a,2022-01-11T20:58:34+00:00,5956,12.3
0x004885f94399ea70c015ff5f5913728acc02d001586da3fca4dc7c0867908f46,2022-02-25T03:50:46+00:00,1865,167
0x0048a90e1f6ae599e594c49c336c5e04162c9deb7a5d556b4ae80015a1bacf9c,2022-01-17T23:56:10+00:00,2229,177.5
0x0048ac7f1acba780c8c74ddd846e266b16c919a32ec8150956a25fe13902b974,2022-02-26T21:52:19+00:00,7,0.3
0x0048b78655d119b2e40c4a8a51c3933f5f883cc349d531a46b296e825d450255,2022-05-28T21:38:14+00:00,3184,0.469
0x0048dc4507601133024dd06f2937d91666133cada4b87f133c5d325e019e59d5,2022-05-05T16:11:34+00:00,34902,0.7449
0x0049821b6ed9f4625d29544d814f353c82f8d3f0592097251b05002e916c7bae,2022-02-11T23:57:13+00:00,8284,0.22
0x0049fe7a87db89528e9f2a3b329e45e3c23fc6e3cad99fb66a0791005781ab66,2022-04-19T04:22:17+00:00,1401,0.23
0x004a5a184e878f2c1af790235e516b97782c593913ddb1e4060bafb0504a4431,2022-03-05T01:05:07+00:00,2693,0.17
0x004a90be65f80e3a9204d96c404fd47fa60f30a1cf648bae1335e65aca85a6a8,2022-03-02T00:26:26+00:00,6587,0.07
0x004ac22f8231e38865889e2b04ff159580ee2d65430e233d5bbe0a9c5f8e0b8f,2022-05-01T21:00:26+00:00,90786,6.11
0x004b286a40952908cd65b301207322440992a3d79a215daee03febb5225f1db7,2022-04-02T02:33:45+00:00,3889,0.15
0x004b36d0b3477693c9a7bf26320dd3e054e734d61e376b5019c638e5c1eb9639,2022-05-07T07:30:19+00:00,8203,0.282
0x004b80a57bb699a52f493cc7cae10de32b9952af4f2492c8ce51352c2b47f270,2022-03-31T12:47:41+00:00,389,0.02
0x004bc124d9b849f7d178f53e13dbf09724c479a34fbbcee09a56f922e83d88eb,2022-06-20T05:57:02+00:00,1290,0.256
0x004bf4c762edef758bb23956b1617c89cc037ebcb056348fd5bd12028e45c5b9,2022-05-19T20:45:19+00:00,9275,0.12
0x004c0fba3d44dcbf87d1bca90a786bcf2ad8bf4a6e3b20a0c9216e76ef52429b,2022-04-24T13:28:30+00:00,856,0.42
0x004c32d84ddad8a939e0b50e412c0fad109cdbf43699df07392a96b15db5fe4e,2022-05-10T00:10:16+00:00,7648,12.75
0x004c37d81109f1f36bf372cfa1d3a24505935aaf1b11735f8cba94127eee9e0b,2022-03-28T00:45:47+00:00,45632,2.215
0x004c9ce20ab14dec11b364a2330e3c8d5e83a47776f1881148037053ecd98ec1,2022-02-16T19:36:50+00:00,8560,2.6
0x004d83934166de7feffeab0cc3fb9a7e8064497867da41e2ebf334e5a615c9df,2022-01-10T22:08:41+00:00,1441,0.266
0x004e40b0c08e0a372f5e0e8a8aaea1073422d69006ab76d8b7a7836de93744a5,2022-01-13T06:17:00+00:00,1,0.18
0x004f7c8c24f3b3e6d57dbf3ebd1cd78aaa5c73f89767b7d120ec66a42245c506,2022-05-23T21:00:50+00:00,3045,0.101
0x004f852153e1acc5248bd0f83cb3b6f9c2e2eb66772d73682a9e79de1176c015,2022-03-07T12:42:14+00:00,3287,0.58
0x004fb8733568a2a5f80d62d31ce53e99a1df425f6aa8f7a2815b264b5da7f868,2022-02-15T17:52:46+00:00,41353,3.34
0x004ffe4292e1546a2fd6df9a25cbb00c6797d11d0d0f2aa9bbb6b3a8a307aedc,2022-02-05T04:27:42+00:00,1168,2
0x005049270a717686515ef839993d9e83b8804ad9a330dad09f7fe486edaa0723,2022-05-07T21:49:35+00:00,7252,0.35
0x005072ad1d890bb9b239751e380021482e8444ec3064d7e45ca937e5ba0b50fc,2022-01-12T15:54:52+00:00,6662,4
0x0050e0b1e2df6dbf0581de569a0fe7e6cb190a6d8bc2bdf5ca6f78c1c120d390,2022-02-01T18:32:05+00:00,8319,124.5
0x0050facf30016e2d7d065b645aeef12149ad828882b808f6c117a9039b3036e4,2022-02-03T06:23:05+00:00,7051,0.29
0x0051058fbfab6aa5c61b1ba21a7de0c18dc53e05860588fe14feae9161c6aec1,2022-05-01T17:28:47+00:00,9690,21.685
0x005114892e8ca2594801c9ef28ad7f8b6b89dc31824b463f804f3baff887c6dc,2022-02-11T07:59:07+00:00,1903,0.39
0x00511f3a16ed85f26eb67497b6e8b7575599a60ad21e98cb8ca33b960c69a18a,2022-02-25T17:03:45+00:00,5403,0.205
0x0051339cd30613eeb925ac0496ec56f0805a1b243ce915d6b95058f8eee92499,2022-02-02T01:18:06+00:00,4083,0.3
0x0051d309f6e28446ab823b88634642b62a1a95cfa71db0dabb07ba4d45709a63,2022-01-19T23:45:48+00:00,19497,230
0x00527797a9bde78b63e00070bb61d529d77c97556225344c20f2ebb3f6d9d127,2022-01-20T10:49:27+00:00,4971,0.145
0x005307e0fd023b48e50f3d0d2ff3faf64e25d79b58115d3d1370d71560ce1be1,2022-03-30T23:24:19+00:00,2131,0.019
0x00533b69c97f12eca46ed88d2b0dbe0f7818bde0307292284f87e913af177e60,2022-07-03T20:02:22+00:00,2465,0.35
0x005414f6931fedd1d918034cccc5ef210d49da2b155c6e73ec543fcbfd13d0fb,2022-06-13T23:42:36+00:00,58411,1.9
0x005435937d84910d63e32872167b64bd9a45fbe3ad9b26aa47bfc240edbf2baf,2022-01-15T02:20:23+00:00,6821,0.39
0x005459ac0388d422e0cbf77cb2147f242a8ddf42387a0def4772792989ccb00d,2022-05-03T03:14:00+00:00,393,3.2
0x0054a4331cbce1b9cce9334fc1bc6729d7ddb865704b254bf7224f4552bebfa2,2022-01-28T04:14:15+00:00,20667,0.75
0x005535387ff496b5fbba15b6afc772fb6d834380cdf6ed8716fb17ebbff0887f,2022-02-11T14:45:21+00:00,1795,0.25
0x00561e8faee1ffee8b6b197aec2d14bb395f90bd2de854e103dfbb73762dd66c,2022-05-04T11:51:55+00:00,7432,0.09
0x0056acdaadb19dba0a5125da11fb01ed214acc19641d05fd6c5db678fd874eb3,2022-05-21T01:53:47+00:00,7487,0.08
0x0056c8a030c7b1be8dc6b725249e830052d54300b5cb349135adeca32b1979dc,2022-06-05T02:48:52+00:00,4564,0.175
0x0056d3f0e3157631ae6044d4b7cd0a1d3cf57948d93c3123c58cdf1f4761d37b,2022-03-13T21:35:48+00:00,10988,0.229
0x005740fabc78544a780c8e7e96a62be6d3c14334752a73d08eaee5dc78bc5d85,2022-01-13T18:06:33+00:00,4267,467
0x0058c2a1558b9390653b1582a5479714fc8ce518ce8e5940099c8c867b376644,2022-01-16T19:36:34+00:00,4911,0.611
0x005967ec99e9dbbc1cfa3d4eb9e329de033ccbdfda52dda49d981daee33d496b,2022-01-20T00:56:17+00:00,8388,1
0x0059f5d6a39027065c51a075f1419d63b9390a1024ec19d552378f6f382e57c0,2022-04-20T14:02:56+00:00,9753,0.35
0x005a59969077b84ebbddca8814299a9219a32811c9f1eb13bee59154f84ce70d,2022-03-10T00:30:01+00:00,5,1.198
0x005a70a5cd5b0137e14e77c79f44c2ec21f0c67c6fd19e412dbb16c81ef3ec4b,2022-05-23T08:30:55+00:00,9728,250
0x005c25a885cd6db16db56edf792a731585919bcbc80aad2e2ab906c147391cff,2022-01-24T06:05:29+00:00,4564,0.18
0x005c32b68aa3aab642c98534962141b4fe48a92951d78fdb7e924ef7cd4316f6,2022-04-10T16:12:36+00:00,4887,0.32
0x005c66ad7224f0501bd14162ad42ad02661af33def80ab902ad3f1ab7f182097,2022-05-21T14:49:29+00:00,2541,0.188
0x005cccc03c72f9da079f79b9894232dcc0d3734fc5cbf7b510c3882b94730b90,2022-02-03T06:46:41+00:00,3561,0.025
0x005cdeeec19bfa55d25693b9eaf963f1a6afb551bd9befd08b42aae609e43d6b,2022-06-05T19:31:14+00:00,54662,2.75
0x005cf7a8dde7c9adf37c6be88dc92bedfa1266a551a6bd789932ef15969e9697,2022-01-15T23:46:37+00:00,8714,205
0x005dee9a918f73d3591d606a2f74eba0ead612900bc969604cef65082305c8ac,2022-01-29T08:38:57+00:00,1865,356
0x005dfe05750dc6de239160453f3250d6dc6f00837ef25a7bb2d61f4153115099,2022-01-19T13:48:20+00:00,9954,3.3
0x005ea0d7d91be167a9e8241e9bb3cf297dafdb0ae2b2e07627cffc475049d412,2022-02-04T04:42:46+00:00,1637,2.15
0x005f216f4f39bae81fc6f67d375d9a4f813fa35bcd3c6db87aa57660ea33a790,2022-02-08T09:53:31+00:00,6313,1.12
0x0061b3ccc4d86bf1200ee97c7322f93d5c5c5fbfa67e6e90bce3265e787ea5a3,2022-03-31T18:31:55+00:00,5529,0.41
0x0061dd01eb4e63fd39592d31bb78d8e66e1c1024a2ba82813d73c08cdc86669e,2022-06-28T14:51:34+00:00,8619,0.657741397912913
0x0062055295d8fdadc3e90419f9a5ac08ba1a80378cf6c5187f88c118044b9859,2022-05-15T13:03:27+00:00,6253,0.03949
0x00620c19617218df53571c9b7e392035d5b7744a6dabdf625f06f288b6127d5b,2022-03-27T04:24:40+00:00,16935,1.69
0x006210d9d7bca7ec8bf409b7eac36d0d9fc277aec1e385e89933203ff2de1b08,2022-05-10T14:06:15+00:00,4226,0.122
0x0062317573bc900822a1a028c104b86aa371bcae5250cfb92eeb56f76dae85eb,2022-05-24T03:49:38+00:00,5493,2.9
0x00626478cee68d90a4e1b3ad9af08417c08881a9a02d8d8fe46b12f2bb93f671,2022-05-04T20:17:11+00:00,1478,116
0x0063625dadca427d31d970041ad305ca40b80850c90349edf5208841b56e6065,2022-03-15T15:42:11+00:00,967,0.265
0x006371beb347c93f14981f83aafca386794361ad0b4e16dbc0bac8ddd6b6a4d4,2022-03-23T15:08:47+00:00,4316,3
0x00637cb659d75dcbbe8d4dab80e1077a9dc3d94cf9784413b906f3d748988e73,2022-01-30T08:49:01+00:00,8268,2
0x00642d2d3d0466afddb96f95a3ce9940d74268eb76b34ddf76c39b979d1cb000,2022-06-02T15:18:34+00:00,81847,3
0x006433a185482b2e800a9522b3dc8a0b54bba70d32f217f97a78010d77e6fdf5,2022-06-17T13:58:49+00:00,566,0.38
0x00647a764f2862b667eae3bd950c3a5b39807076cb7b17d590edff59c6350187,2022-01-16T23:52:14+00:00,283,57
0x0064e56437be4338be38a62be53093701eaf33d231dc666a6da76712a9068892,2022-04-17T12:32:18+00:00,378,1.188
0x006589c16a3c22eb6156cf925fb68aa19055cbd85be239b481fb3b358a027b89,2022-05-10T19:50:39+00:00,6397,9.5
0x0065a88c9830e64b152a9a82e3c7216e121a4ffd051e87dabe31e1106eca15c6,2022-05-02T02:43:26+00:00,92030,4.2
0x006613b14bc0982590a5919d93c3a2f3e4106314f698ef56032920b1364df775,2022-05-12T15:59:34+00:00,4192,3.101
0x0066597674fefe93cbf10d6081c37b63281a3166101bc017631d88d930543a68,2022-04-25T19:40:52+00:00,6679,0.74
0x0066c85ec29f2a0924cb8dc05744aeae5970c1b44df2372370e292aad6156874,2022-03-19T13:01:42+00:00,29400,33
0x00671e25e3e3e7613ad5bd4ba7b84713f92f2c067fc87812ab3f1714b8720371,2022-04-05T17:09:05+00:00,2227,0.1699
0x0067901105b209923d2fa5d5328225f385636f411cc81d372d7b50b827e8be03,2022-01-25T17:37:16+00:00,1490,0.16
0x006823719a35aeac27346a5f300f5b43586c7a0a3f5380380817329afde5b9b4,2022-01-26T12:09:21+00:00,3991,1.1
0x006864fde194e64ec28637efd36269d8310ff85c902f207a5c117951408fc647,2022-06-04T21:28:24+00:00,1074,0.15
0x0068cf02b65f55215e20c6be8c144755e5d5b452c5e6c59f292fef88ebee514e,2022-06-03T08:47:43+00:00,14850,0.0289
0x006909e4c790b51a4810742ddff877ab570f4078569e0cc89718016334cf7427,2022-04-28T13:57:22+00:00,2578,0.0678
0x00691270c9816efb8cf86574c10a5acae1224d04789e3befe65a44f4f7cdbc69,2022-03-04T07:39:21+00:00,689,180.6083727
0x0069381ede35aeaf4ed847abf97817b88d0df7f8103674477b420e3262eb17d5,2022-01-16T09:55:46+00:00,9730,0.02
0x0069483bcc2f986bba09e018da7054cc91e31d39c6dfdfae25e16a2416e2ee13,2022-01-11T09:42:55+00:00,10756,13.9
0x00698fe8f00ab9b7e570ca5d51d174d0a6dcbe881b673aba1431a5470bde43b2,2022-06-07T14:35:51+00:00,164,0.1
0x0069be533872d2796f1caacc4c1e9d5a80785f60f47eb1d470995b2f2d4fe2c8,2022-02-16T22:22:41+00:00,5285,0.199
0x0069cb58da346a9960a41e75a968b12e5924705fe15a02c41ceb16ec60489f7b,2022-01-11T09:08:36+00:00,5369,0.55
0x006a1a8cae842fa74a248b2f4dc9caacc23b02a368ad1a5e3a0875fe33c9c654,2022-06-02T23:32:35+00:00,2550,0.373
0x006a32257efd1a698f893c75fbb6b6b5d99c764509cafb4420f56e48f95a86de,2022-01-30T06:23:50+00:00,9559,434
0x006a52ff00ce2ae90086099cb983d5b28e687eeaa7a20250021c5b00eb3b4c3b,2022-05-27T08:54:01+00:00,2311,81.73
0x006b4ed3a28b0833ea79e9742cb4d57b4972d56624a759121819baae32a5de6b,2022-06-29T03:12:18+00:00,7581,0.14
0x006b6ec8a88a23afd73725560c2d102c4dd3875bbc95d73a02a2e1f0c48c8acf,2022-04-16T03:35:36+00:00,9559,428
0x006c4ddb9f468ccdbe0ef0e0e733a09f0b404678a87010cdc78ae83c50e25b75,2022-04-30T00:03:52+00:00,3987,0.88
0x006c65ff3ded7ffb3df7be3d9e2665773716c55d519b11e7facd454e5dff4882,2022-05-28T19:27:23+00:00,55660,2.87
0x006c81659a0993b5b7b5c58c0b58bb6ff9d15d81b5bdf741d2f8b6ffe5a27f51,2022-02-18T05:55:10+00:00,3822,0.2
0x006cda6cd5a0206d8d7a27b3b0c3907e98dd7937e4a74cc5d7ea14baf3722c79,2022-04-09T18:37:25+00:00,7364,0.015
0x006ce3312cc9c0332121ff3506c029fe930f4b7fe8f4cdfba0e5a7b9df00079d,2022-01-21T03:05:52+00:00,4178,0.25
0x006d260238c79dec7a77adc10edc6940e44b6b39c372cac824065c1190dcc22a,2022-02-25T00:36:53+00:00,1955,0.35
0x006e0298b1691e8553449866b8f76fa93bcc03e0ec611df62d1d75b07c157f43,2022-05-12T23:28:03+00:00,19092,1.38
0x006e337cde8e6fbb6b8e95635b3e2d2b33a3c0225deb59a7ee6efa0c20c75334,2022-03-10T04:10:46+00:00,19564,194.5504243
0x006e4b952ebd4210731dceed8a9f4c8b40e0ea8e7d1e8064dc04f16e4233a11e,2022-03-21T17:29:54+00:00,2310,0.07
0x006f432475410f9b2b67896aab1ffe5f2000e67a6aa81e3ef9ec933e9840168c,2022-07-04T12:50:26+00:00,141,0.16
0x006f6d23568e8505a07c256cabb9c7b924fa8363c2b341a686a2316aa38cd8ef,2022-01-20T07:22:37+00:00,4492,0.5
0x006f72f2b78f71e81443d750e03f1bbd5edeb4fb255e9385e7290a15714d3f50,2022-04-23T09:20:22+00:00,8472,0.189
0x006f9f8e62c3f19a185f56054f8afe2cc39baa438e9bfb1c71dc561ce054f995,2022-02-24T14:24:09+00:00,4781,0.065
0x007056d16c5eacb4de537ca122f863c8caf8c9aeb8d139f125a884dc5b183f5a,2022-05-17T18:13:25+00:00,7345,0.059
0x0070b66613e49f785476dc1e720ddaf3680bd656ae66a14f87ab7e29bbbcf7b1,2022-01-27T16:52:13+00:00,5,0.56
0x0070e457bcfb24e0ee3780e2678a3a17f1d526cb5ff59003598142d3f74e4787,2022-05-06T08:23:23+00:00,2882,0.121
0x007145a52ef505dce333fb7076b410f27e3626e97c0a0bdde5678a35f03a8580,2022-01-13T13:22:56+00:00,9377,56.206
0x0071a63ebc89b4bc05f1c938dd5456173bc7df581bc69c2553eece2a7969e19b,2022-01-29T01:27:35+00:00,13007,1.25
0x007217cd78ac7361c3d0192d8f5e5c81a6d257acb6902be0ceff4d81758e29b7,2022-05-13T16:49:59+00:00,916,0.54
0x00722636897b7651c71169f3cdb1085043ca63bd6c2ebfa24bad39b74ed51b24,2022-03-30T15:01:41+00:00,17790,1.04
0x0072376d8876b2c722f9285a1b7ae45d1470856a54980a6254280184ca8d9859,2022-05-09T19:26:40+00:00,50520,2.88
0x0072acc2841c62148e292be55d58417a20aa9714c523215eb48eb5c318d23845,2022-02-17T04:43:55+00:00,5489,0.4
0x0073235f57f4b1de23834ab2f15d26ac3d184b56d5b323d9b1002a524530477f,2022-03-09T19:02:53+00:00,1437,0.45
0x00732fa1367879531faac815bd3a779212738b196d7fa0b182ac71eeab18425b,2022-02-05T13:27:44+00:00,4529,0.18
0x007381d1d6e0e34049805ed1878a86cd87b117063217338963c958b3a58a4eee,2022-01-20T15:54:57+00:00,5949,1.7
0x0073a2af271b1ce5c05c7ab7f4471a13c9d06c8c2e6a934bb2b72994137538e0,2022-04-13T20:48:55+00:00,619,0.02
0x0073d50bda04fef3173054d54ad3cacac7e81f6b25171e182ba079d1cfa672e8,2022-01-14T03:13:15+00:00,4758,0.01
0x0073f52cd9210d4762b54d67b738fe864f300105ab90501fe939dbf4e152023a,2022-01-22T09:40:57+00:00,8319,166.5
0x00740fe8f51e926d7cd51d50ff70a00000c1104d3f8cdaed47746578b6e97182,2022-01-21T15:10:49+00:00,290,3.5
0x0074d7c9154db86102b567145a7bd4c051d1fef6a60421a646a213086d848c11,2022-02-05T13:23:38+00:00,3158,0.09
0x0074fa667604e0fc901317cba4b37fc75462a958814af95092e95ceaad11036a,2022-04-27T00:59:02+00:00,1522,0.01
0x00751617245c58523b783fe3a7a934bd84c9fa976a2e8ce4ad909c4e897cfd1c,2022-02-25T05:53:49+00:00,3857,0.1
0x0075f4d329d5e8fa639f07a5ac33e47f0df884508c7013f82495807b61b83a02,2022-01-27T02:50:07+00:00,6314,0.09
0x007605f21a2464a035b5aca60afede98cd99578a2253b5a5c872918aeac6f35f,2022-05-29T14:16:51+00:00,2725,0.0048
0x007647b3f7890cbf6ad14ed4d30778c0454b2b6678917a9a93607e82a9f1911d,2022-06-25T22:29:06+00:00,1049,0.153088527878671
0x00765881ae316588b63977e42b522a274e51e24633e89cab7f3772639a4b6857,2022-04-05T06:00:27+00:00,19708,0.3
0x0076998d854798f21b1892884d8431fd31ca494e56d00b6bd79fbebcffa0100c,2022-02-04T15:38:50+00:00,5779,0.069
0x00769f3c4c6a18967d1148e001bff9ba241c197a00ed79f04ba5076dd05f3e55,2022-04-29T02:34:45+00:00,1150,0.129
0x0076d331d606445582676d245ecab541045b9b7b4ab0ae5873110416695d5537,2022-03-19T01:30:38+00:00,1,5.5
0x00773b1f0107922816a3e47a8f59bdcee884996c3f65c4275b4aec3127b8e937,2022-04-02T01:50:09+00:00,33,0.055
0x0078843fbaf9d792cc5813f83c2ed1234944a185a923a6e0d38604152db365ca,2022-03-12T11:17:53+00:00,5669,13.9
0x007900ff2559d9b8b2722e4d7f4580a086ac03b2a1ad7c2cb41ab0640ded4cb6,2022-06-02T18:12:51+00:00,772,0.39
0x00799e736330d5300b743a531b2b1e210068b2cb31564fb91a8c689bfa51d10b,2022-04-03T07:15:24+00:00,3636,0.349
0x0079ac57e13c38dbef0d045a6ff051221c494bc50cf28ccd43852935985f3dd5,2022-04-22T20:59:48+00:00,6453,0.2
0x007a2805af6737060609b880a594802ebf7e7789202f871a7a6de77788a332cb,2022-05-21T02:10:29+00:00,649,0.085
0x007a3e8c595a428522ea2506fdf156e37cefb90d7b0371a2f6f29cc9bf1afd97,2022-01-19T19:26:54+00:00,4830,5.47
0x007a74a670f943335c356d03149ca2f68da73bde2b150ff8c89427459d09879e,2022-03-30T10:52:05+00:00,4270,0.0195
0x007af37f7c9517813268596f32e8cfe253030483d177aeedee79a240e48e4dcb,2022-04-16T01:39:50+00:00,9042,0.13
0x007b34fde0d947eb0df625428b96216ec3c22445c7bf3c1469f4ef37fb1daacc,2022-04-01T03:28:34+00:00,3563,1
0x007b8327c5ff5eea63e7f32d4241320c04aba8de6137b41e480c0f0872a1ed43,2022-01-31T22:24:43+00:00,1242,0.294
0x007ba17438c89bc81853163ec28d0bef9c94176b775f4965e029321f868f7cc5,2022-05-26T08:12:47+00:00,4801,1.73
0x007ba6642dd95773eddab8981e30f3a8e7176d826c75ec9a4cc65cdc26ea606e,2022-01-11T13:06:46+00:00,6862,1.6
0x007c1e497c78919f25bc0602ac778145989675a77941ff69eb573c8754be621a,2022-02-09T08:23:40+00:00,5438,0.03
0x007c3ab6b4780b8973170c6c3ed961da1af66321ee1ca423dce7268d1c2a166a,2022-05-21T20:54:12+00:00,4814,8.49
0x007ce58827744d7441136d66c7ef2285b8eebc75b5a27af3e9391f819b73934e,2022-01-11T17:38:12+00:00,3573,0.85
0x007d245474ad2decdbdba37f591c0c46b44417e730a305eb7a7c9618a13e62fb,2022-05-06T16:44:35+00:00,1095,0.45
0x007d323b627aea22e93d2712f331bdd4a6dc09b5a7d32beba1154f938c9c9519,2022-03-15T02:30:45+00:00,8989,0.04
0x007d4088c12739aa22c30b6fbbea8e4eb8d3408e98b89405681bdb3d98256b3c,2022-02-04T06:46:08+00:00,8459,0.0649
0x007d8ad1efa26afa70e2aacbd024f3943bbdbeb53c00a332b53c7cbeef6210c6,2022-05-17T15:53:31+00:00,3136,0.049
0x007e4165d88fc28d038ef2b3c6972c87dccbf06f64c3ef87ba5dbf9f7bf81ec8,2022-04-25T16:46:31+00:00,5,1.485
0x007e4c347b25236c8c788f5a41d8d4d9cdf8a2a2466e07c93a059248c796c505,2022-02-13T10:06:48+00:00,8653,0.19
0x007e57efcdd34abb65511929aee2163a9ba98697d85178d7856d7d9a4ee7bdac,2022-04-16T15:41:27+00:00,4745,5
0x007ef8d53fb23ccf1cffaf70214eba76615658720b85542df591f087d4e69dbd,2022-02-02T20:55:16+00:00,2671,0.5399
0x007f9d7732fe87b0fdf81a0d9a8ce7b94cced59726797050ea8ca3f2ba752773,2022-01-12T21:28:37+00:00,7701,0.1399
0x007ff7ddebc22b335957b948468598f423686d8476a74888732dd9b91640db5c,2022-05-21T05:02:17+00:00,9975,0.102
0x00804eaae12388b54b9d2293a9e26dbedbb79bb1502684a8b7daf748057d10f2,2022-03-09T15:02:21+00:00,1839,0.015
0x00809cdfb4fc7fa6f7d49d243bd679c8d0f80ce858bd2968fa3bdeb93b1325ae,2022-06-03T03:35:39+00:00,7737,0.08
0x00811be36c86268739fa76c2c7e1444d899c8e2656c487d78b12545da81dc307,2022-01-27T19:22:53+00:00,17282,967
0x0081307af3cb48c518cb9a0aac15cbe2e33617e010b23d4184ab8e5be7cd9523,2022-06-27T03:33:24+00:00,59670,2.59
0x0081574d0d219cead3223e3c15b66c06fadb849b0d691960b3d2643ddc6643fa,2022-06-16T06:25:47+00:00,8341,0.1101
0x00818ce7503c405f26bf2794a799ee3e167aeaa4ea921ad3e5e0c8fa196cad2e,2022-01-15T23:25:36+00:00,3790,100.99
0x00820d099ea546a9e4dbdb4f235483f2a4d80820b88a2fe3fcac0eb9f6e4a66b,2022-04-24T01:12:39+00:00,2334,0.1688
0x0082bd2f798f142ce6f745ce42786a8582a732f5f5f6aeac2971e3c7591b6db0,2022-04-01T08:22:26+00:00,2611,0.074
