blockchain,project,version,block_date,block_time,seller,buyer,trade_type,trade_category,evt_type,nft_contract_address,collection,token_id,number_of_items,token_standard,amount_original,amount_raw,amount_usd,currency_symbol,currency_contract,original_currency_contract,currency_decimals,project_contract_address,platform_fee_receive_address,platform_fee_amount_raw,platform_fee_amount,platform_fee_amount_usd,royalty_fee_receive_address,royalty_fee_amount_raw,royalty_fee_amount,royalty_fee_amount_usd,royalty_fee_receive_address_1,royalty_fee_receive_address_2,royalty_fee_receive_address_3,royalty_fee_receive_address_4,royalty_fee_receive_address_5,royalty_fee_amount_raw_1,royalty_fee_amount_raw_2,royalty_fee_amount_raw_3,royalty_fee_amount_raw_4,royalty_fee_amount_raw_5,aggregator_name,aggregator_address,block_number,tx_hash,evt_index,tx_from,tx_to,right_hash,zone_address,estimated_price,is_private,sub_idx,sub_type,fee_wallet_name,unique_trade_id
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T11:43:47Z,0x64ade0198217ed9a5f49500fa24e282778f0dac4,0x00b40ad5cff99b421a7ecdcec5fe32a076fb062e,Single Item Trade,Buy,Trade,0x0f6487e2ce1494dfbee2978384db906a403edd36,Undeads Potions,6184,1,erc721,0.41392,4.1392e+17,773.0866624,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0x0000a26b00c1f0df003000390027140000faa719,1.0348e+16,0.010348,19.32716656,0xc3be671ed854edbdb536b07887b5336a40b32cd8,2.89744e+16,0.0289744,54.116066368000006,0xc3be671ed854edbdb536b07887b5336a40b32cd8,,,,,2.89744e+16,,,,,,,1.7428275e+07,0x01718f424938da301218276843801f2fdc2e53f181d1083adafcb31dc1d23305,343,0x00b40ad5cff99b421a7ecdcec5fe32a076fb062e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,c5d24601,0x0000000000000000000000000000000000000000,false,false,1,offer,opensea,seaport-0x01718f424938da301218276843801f2fdc2e53f181d1083adafcb31dc1d23305-343-0x0f6487e2ce1494dfbee2978384db906a403edd36-6184-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T13:00:23Z,0x5741359bbc889a768d54d2f97a6cb18dee1ec341,0x9c9eaef819ff2b0b7d21f23f881710dab9b16c29,Single Item Trade,Buy,Trade,0x3ceb6868bfbf99f6b76fe5bb37343c075677c698,V1 Phunks,320,1,erc721,0.0129,1.29e+16,24.091653,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0x0000a26b00c1f0df003000390027140000faa719,3.225e+14,0.0003225,0.6022913249999999,0x6583ec53bf3dc210b05f718d75a3194d9bed08c0,6.45e+13,6.45e-05,0.12045826499999998,0x6583ec53bf3dc210b05f718d75a3194d9bed08c0,,,,,6.450000000000001e+13,,,,,,,1.7428653e+07,0x07092a4b823a14f4f445ca0e012e2a545b4e43b486ed06616780735e2ed0d9d0,439,0x9c9eaef819ff2b0b7d21f23f881710dab9b16c29,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,360c6ebe,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,opensea,seaport-0x07092a4b823a14f4f445ca0e012e2a545b4e43b486ed06616780735e2ed0d9d0-439-0x3ceb6868bfbf99f6b76fe5bb37343c075677c698-320-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T13:02:23Z,0x06bd3bb98249c77f63d0f9ac9ec4974a6eb7c4a8,0x46bd19a8caa5df36f39155fe467f1c2efc20feca,Single Item Trade,Buy,Trade,0xebcf83bde8e82708bfc027b2c32412283b6c23ff,Scroto Schizos,4511,1,erc721,0.0118,1.18e+16,22.037326,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,,,,,0xdc6795abcdc9a1a69115f806189f7955dfffd115,1.18e+15,0.00118,2.2037326,0xdc6795abcdc9a1a69115f806189f7955dfffd115,,,,,1.18e+15,,,,,,,1.7428663e+07,0x1199d99eda208c67bb086431c04c6cb0259c19dd590cc2b884e2819290b6fd75,354,0x46bd19a8caa5df36f39155fe467f1c2efc20feca,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,360c6ebe,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,,seaport-0x1199d99eda208c67bb086431c04c6cb0259c19dd590cc2b884e2819290b6fd75-354-0xebcf83bde8e82708bfc027b2c32412283b6c23ff-4511-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T13:02:23Z,0x06bd3bb98249c77f63d0f9ac9ec4974a6eb7c4a8,0x46bd19a8caa5df36f39155fe467f1c2efc20feca,Single Item Trade,Buy,Trade,0xebcf83bde8e82708bfc027b2c32412283b6c23ff,Scroto Schizos,4518,1,erc721,0.0118,1.18e+16,22.037326,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,,,,,0xdc6795abcdc9a1a69115f806189f7955dfffd115,1.18e+15,0.00118,2.2037326,0xdc6795abcdc9a1a69115f806189f7955dfffd115,,,,,1.18e+15,,,,,,,1.7428663e+07,0x1199d99eda208c67bb086431c04c6cb0259c19dd590cc2b884e2819290b6fd75,355,0x46bd19a8caa5df36f39155fe467f1c2efc20feca,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,360c6ebe,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,,seaport-0x1199d99eda208c67bb086431c04c6cb0259c19dd590cc2b884e2819290b6fd75-355-0xebcf83bde8e82708bfc027b2c32412283b6c23ff-4518-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T13:02:23Z,0x06bd3bb98249c77f63d0f9ac9ec4974a6eb7c4a8,0x46bd19a8caa5df36f39155fe467f1c2efc20feca,Single Item Trade,Buy,Trade,0xebcf83bde8e82708bfc027b2c32412283b6c23ff,Scroto Schizos,4515,1,erc721,0.0118,1.18e+16,22.037326,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,,,,,0xdc6795abcdc9a1a69115f806189f7955dfffd115,1.18e+15,0.00118,2.2037326,0xdc6795abcdc9a1a69115f806189f7955dfffd115,,,,,1.18e+15,,,,,,,1.7428663e+07,0x1199d99eda208c67bb086431c04c6cb0259c19dd590cc2b884e2819290b6fd75,353,0x46bd19a8caa5df36f39155fe467f1c2efc20feca,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,360c6ebe,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,,seaport-0x1199d99eda208c67bb086431c04c6cb0259c19dd590cc2b884e2819290b6fd75-353-0xebcf83bde8e82708bfc027b2c32412283b6c23ff-4515-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T14:24:47Z,0xbad8ca5a6595991a7005145371b3fcd189b40805,0x7671005e1f2aa1f6e36b2144fb0ef96e943d0bc4,Single Item Trade,Offer Accepted,Trade,0x153f8df0ce6a014e21f6fe6825129c53fa6ce0d8,KILLAGEAR,175,1,erc1155,0.08,8e+16,148.7792,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0x0000a26b00c1f0df003000390027140000faa719,2e+15,0.002,3.71948,0x48cf2a4b8a74974beabf8db1f45f9123edc79c06,2.4e+15,0.0024,4.463375999999999,0x48cf2a4b8a74974beabf8db1f45f9123edc79c06,,,,,2.4e+15,,,,,,,1.7429068e+07,0x0536c62e1b3e981da2bc3e05f21f481addd2710e2bd707446a030558218b1550,124,0xbad8ca5a6595991a7005145371b3fcd189b40805,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,360c6ebe,0x000000e7ec00e7b300774b00001314b8610022b8,false,false,1,consideration,opensea,seaport-0x0536c62e1b3e981da2bc3e05f21f481addd2710e2bd707446a030558218b1550-124-0x153f8df0ce6a014e21f6fe6825129c53fa6ce0d8-175-consideration-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T14:50:47Z,0x9a37d05802f586464d60931ec27d4361ed035e15,0xdf71cb01e0efaa639459cf191f98463be4b4a438,Single Item Trade,Buy,Trade,0xebcf83bde8e82708bfc027b2c32412283b6c23ff,Scroto Schizos,4064,1,erc721,0.0178,1.78e+16,32.862894,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,,,,,0xdc6795abcdc9a1a69115f806189f7955dfffd115,8.9e+14,0.00089,1.6431447,0xdc6795abcdc9a1a69115f806189f7955dfffd115,,,,,8.9e+14,,,,,Blur,,1.7429196e+07,0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe,320,0xdf71cb01e0efaa639459cf191f98463be4b4a438,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,332d1229,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,,seaport-0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe-320-0xebcf83bde8e82708bfc027b2c32412283b6c23ff-4064-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T14:50:47Z,0xca46acc5344ab120416740d00984f08d291c4f32,0xdf71cb01e0efaa639459cf191f98463be4b4a438,Single Item Trade,Buy,Trade,0xebcf83bde8e82708bfc027b2c32412283b6c23ff,Scroto Schizos,3601,1,erc721,0.017445,1.7445e+16,32.20748235,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,,,,,0xdc6795abcdc9a1a69115f806189f7955dfffd115,8.7225e+14,0.00087225,1.6103741175,0xdc6795abcdc9a1a69115f806189f7955dfffd115,,,,,8.7225e+14,,,,,Blur,,1.7429196e+07,0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe,313,0xdf71cb01e0efaa639459cf191f98463be4b4a438,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,332d1229,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,,seaport-0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe-313-0xebcf83bde8e82708bfc027b2c32412283b6c23ff-3601-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T14:50:47Z,0xd76f4b6c636fdec8e7f02a3d2cf55f15a3872cdc,0xdf71cb01e0efaa639459cf191f98463be4b4a438,Single Item Trade,Buy,Trade,0xebcf83bde8e82708bfc027b2c32412283b6c23ff,Scroto Schizos,3623,1,erc721,0.017691,1.7691e+16,32.66165493,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,,,,,0xdc6795abcdc9a1a69115f806189f7955dfffd115,8.8455e+14,0.00088455,1.6330827465,0xdc6795abcdc9a1a69115f806189f7955dfffd115,,,,,8.8455e+14,,,,,Blur,,1.7429196e+07,0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe,314,0xdf71cb01e0efaa639459cf191f98463be4b4a438,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,332d1229,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,,seaport-0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe-314-0xebcf83bde8e82708bfc027b2c32412283b6c23ff-3623-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T14:50:47Z,0x9b4b17834fd7dfe715959846db249c1988586469,0xdf71cb01e0efaa639459cf191f98463be4b4a438,Single Item Trade,Buy,Trade,0xebcf83bde8e82708bfc027b2c32412283b6c23ff,Scroto Schizos,3930,1,erc721,0.01787,1.787e+16,32.992130100000004,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,,,,,0xdc6795abcdc9a1a69115f806189f7955dfffd115,8.935e+14,0.0008935,1.649606505,0xdc6795abcdc9a1a69115f806189f7955dfffd115,,,,,8.935e+14,,,,,Blur,,1.7429196e+07,0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe,319,0xdf71cb01e0efaa639459cf191f98463be4b4a438,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,332d1229,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,,seaport-0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe-319-0xebcf83bde8e82708bfc027b2c32412283b6c23ff-3930-offer-1
ethereum,opensea,v4,2023-06-07T00:00:00Z,2023-06-07T14:50:47Z,0x9b4b17834fd7dfe715959846db249c1988586469,0xdf71cb01e0efaa639459cf191f98463be4b4a438,Single Item Trade,Buy,Trade,0xebcf83bde8e82708bfc027b2c32412283b6c23ff,Scroto Schizos,3926,1,erc721,0.017518,1.7518e+16,32.34225714,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000000000000000000000000000000000,18,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,,,,,0xdc6795abcdc9a1a69115f806189f7955dfffd115,8.759e+14,0.0008759,1.617112857,0xdc6795abcdc9a1a69115f806189f7955dfffd115,,,,,8.759e+14,,,,,Blur,,1.7429196e+07,0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe,318,0xdf71cb01e0efaa639459cf191f98463be4b4a438,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,332d1229,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,false,false,1,offer,,seaport-0x04e26750b22e224ae219b9a868aa97becabc1877926f59728e93cdd012b65dbe-318-0xebcf83bde8e82708bfc027b2c32412283b6c23ff-3926-offer-1
