tx_hash,evt_index,taker_token,taker,block_time
0x0001b7c8c9e84847b00089da73518533abf46fd2c9ab0e7a1d281b9c91d6cc3c,170,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xc590175e458b83680867afd273527ff58f74c02b,2023-04-03 17:15
0x00049f855af33f56e8b853d445d8fac73bc0b02f33c9204e92084a15cfa52652,98,0x45808ce43eb2d7685ff0242631f0feb6f3d8701a,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,2023-04-03 11:38
0x00081577d56382a21adfdf595441d7097716b56829583e76c695f365c233fa9d,165,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xc590175e458b83680867afd273527ff58f74c02b,2023-04-04 09:24
0x001297ba1bd559611caaa4d9fb39577743abd4f2300494f04127615879558ad4,205,0x9767c8e438aa18f550208e6d1fdf5f43541cc2c8,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 00:03
