blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
gnosis,agave,1,32108961,2024-01-24 19:12:55.000 UTC,0xa80f7afaeb219889f90411b2d330203629457aa3697ef8cc8b04f7acbc74fde8,3052,0xddafbb505ad214d7b80b1f830fccc89b60fb7a83,0x013d0d4c4d4d9d07e519aac84b31dbae8068cc59,2.311732989e+09
gnosis,agave,1,32085819,2024-01-23 09:18:15.000 UTC,0xeab14ad877a63a0c119ea1407380d92794d5d7152ab34f325654308cf88ce94c,39,0x8e5bbbb09ed1ebde8674cda39a0c169401db4252,0x07fad394ed8c28b925752830c74ea12b52c33d52,600000
gnosis,agave,1,32056381,2024-01-21 13:55:40.000 UTC,0x8cdbefcaa7636d5f6f7d5e96b5fa36faf05e5a713550261edd443abd3debd01f,69,0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,0x07fad394ed8c28b925752830c74ea12b52c33d52,8e+20
