blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
base,aave,3,15827853,2024-06-15 09:50:53.000 UTC,0xaa7ba6e0f84a840fd5eb848b798a464662bb52282b091db880ae67c9d5cda6e0,188,borrow,0x4200000000000000000000000000000000000006,0x8be473dcfa93132658821e67cbeb684ec8ea2e74,1.5522e+16
base,aave,3,15800022,2024-06-14 18:23:11.000 UTC,0x848c21ee62024e5fef4087df08d54a40c4fdec184d7f4b2db3acb0b7219e9375,53,borrow_liquidation,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0x738863d4a6a006a6fa740182521388fb3627cda0,-3.004921e+06
base,aave,3,15827947,2024-06-15 09:54:01.000 UTC,0xe06073b006174376394a726474578e3957649e932d454ceee67a1f3c238f9ff6,162,repay,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xd195b3573e9789e97f74aea9cd7268fc5180d7de,-2.71600267e+09
