blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
polygon,compound,3,52579884,2024-01-21 11:05:57.000 UTC,0x0aa61b30e087ba55287626e0a899f34c40b33d69caba5af30dcfd34773b33135,469,repay,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0x64627224808e2551834d7bd4b01d71d7c1126a94,-1.146319102e+09
polygon,compound,3,52585374,2024-01-21 14:34:53.000 UTC,0x03e28afe19926f09b91521914143768094aa9fa0da7848dceac9dea16a82dcde,304,supply,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xcea60a3a1d4f116b247eea113ff44d009edbaf6a,1.784261352701818e+16
polygon,compound,3,52445562,2024-01-17 22:24:28.000 UTC,0x3223d8a78094c80cf132a288a71514d3a9726f011756ba6e4bba83ba9ad9167f,76,supply_liquidation,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xcfdd6663018840621fa812ba6043acb5b1fa29d1,-4.550000021952141e+20
