blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
arbitrum,compound,3,155913880,2023-12-01 17:01:46.000 UTC,0xad60d1d5798652343a17745f5804171fe8daabe543d045fc488944c9bedb99be,1,borrow,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xc01c02afe3837fa472b18ae94c6b260bbb95fdca,5e+09
arbitrum,compound,3,151564971,2023-11-18 06:47:43.000 UTC,0xa14bbb57875ac5f50acc5a7413f390f1c0c1b600529b3ea2e30436aefb020f1b,1,borrow_liquidation,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x2385ce1a322173a169155af8a6ec85add1b5435c,-542074
arbitrum,compound,3,155915691,2023-12-01 17:09:46.000 UTC,0x438f39f246139a561c9dedb85948845af5fd19ade16e7370a765476bf481e321,1,repay,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xfd0b5931399dfd8be58c37d74d9ffc35bbc3ffb2,-6.759786216e+09
