blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
bnb,granary,1,28237008,2023-05-15 16:46:57.000 UTC,0x62cd1ca92294e01ce73d30520f120930799153e9ecf133a4d5958088667662cd,88,0x55d398326f99059ff775485246999027b3197955,0x085b2e87acaf82b7f4566c5b70ccd4261495b1a3,2.6597975412503757e+20
bnb,granary,1,27978029,2023-05-06 16:36:16.000 UTC,0xa1bc2b77431c884e151c2270954267ffa2f36fcbec0ed4ca0588ea684d33ac97,673,0x55d398326f99059ff775485246999027b3197955,0x085b2e87acaf82b7f4566c5b70ccd4261495b1a3,1.0113358792012441e+20
bnb,granary,1,25397217,2023-02-05 07:01:56.000 UTC,0xfb5266a9a4fec85447b2a7d27d8b57b88e147e9eba2a34a02e5ef9fa7f2332ed,287,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x878ddd22331ea537d252740f482439058d063f5a,8.595172840913629e+15
