blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
base,sonne_finance,1,10084373,2024-02-03 11:01:33.000 UTC,0xbfce57b8ad48ab236efe6e933531f49e71ba6c5b772de19cd5ab314965540855,28,borrow,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0x32d44138c59a64b560b26dec99e1e2a1537aa119,5.0517266e+07
base,sonne_finance,1,9813194,2024-01-28 04:22:15.000 UTC,0xbaa59cfc023fae0c93c0bc51da2bbde142ee9df6201b68e4c7961e8661881b40,11,borrow_liquidation,0x4200000000000000000000000000000000000006,0x673cee8e68ec789a1797f537cdac6169b3055b5b,-4.9000002856860056e+16
base,sonne_finance,1,10084409,2024-02-03 11:02:45.000 UTC,0x4d8e7a911a14633efb8d54abfeb4eb2ca6594fc70b6f2816b9d5106fc11727ab,166,repay,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0x32d44138c59a64b560b26dec99e1e2a1537aa119,-5.05172e+07
optimism,sonne_finance,1,115680988,2024-02-03 11:45:53.000 UTC,0xabb4eff0c3542d0fb470416939b2a735a886e3b1832950a1c62aa9b26285e8f3,13,borrow,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x97b476382df284483be1f356e43fcd56b6e5a27a,1.3e+10
optimism,sonne_finance,1,115626274,2024-02-02 05:22:05.000 UTC,0x0ac28f0002325e65fa256411fb653d8cab06441a83f4dbe2d2ff9a921ed4b3fc,15,borrow_liquidation,0x4200000000000000000000000000000000000042,0xc8d9b774f920382e9b69900c9506e7126d3ee899,-2.9528719986027823e+19
optimism,sonne_finance,1,115680971,2024-02-03 11:45:19.000 UTC,0x27b472e4cb6c7ff73fed58d593cd5662bbcde449dc533b4c384b7e66565bb7b6,19,repay,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x97b476382df284483be1f356e43fcd56b6e5a27a,-1.3e+10
