blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
ethereum,uwulend,1,19077315,2024-01-24 15:13:11.000 UTC,0x51f9552bd079a9eff716cc4444a4504be2f1be18e1caac6fb244cb8db26770fd,185,borrow,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,0xe0c232c6c1011597bf6caff052ef449d30749e73,3e+21
ethereum,uwulend,1,19070813,2024-01-23 17:19:47.000 UTC,0x9ac6b27906149cd037bd3f4d2b40de9210969dad33646537a6bc7c1b44616c56,157,borrow_liquidation,0xd533a949740bb3306d119cc777fa900ba034cd52,0x901a89cec0608eb5435a915f006b45bd46405314,-2.06926928841072e+20
ethereum,uwulend,1,19077733,2024-01-24 16:37:11.000 UTC,0xc80ff3760bfb9e24adc544a02acfb2523e852380ed3c920cf46cdb173d9328db,331,repay,0x6b175474e89094c44da98b954eedeac495271d0f,0x71893c9e5669a12930efa31b9bf988584ec87e36,-1.6797018639486853e+22
