blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
optimism,granary,1,116843933,2024-03-01 09:50:43.000 UTC,0x0f684fe4f24e2095c899a86c804048fd90cf14499740eba72e68aa058eb58dba,60,0xaddb6a0412de1ba0f936dcaeb8aaa24578dcf3b2,0x9210c497c666052c233861c4eac0adb1f5d1e814,9.764588831458168e+15
optimism,granary,1,116819266,2024-02-29 20:08:29.000 UTC,0x2ba9f72251c8b03badc603de97d94e2b761fe7c75bb94be673a9b028df9eba2d,53,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,0xbe5a00017a0b613e8926c41b8bbd5c9b1e2fe579,2.0001357346004775e+19
optimism,granary,1,116819035,2024-02-29 20:00:47.000 UTC,0xce7faad7d23f94c1780ebf398f2f2d5c6b3a0500b3e62d46d28cb259cd0f6c3b,64,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,0x9857f09843a51f13e3c18cabfd58d24f3569377a,1.9995715970418696e+19
