blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
arbitrum,aave,3,151446668,2023-11-17 21:51:11.000 UTC,0xfe19ab8ec23279194bcba860c8b6e195406fdfe5c6dac04fc075965dea3e8893,5,borrow,0xd22a58f79e9481d1a88e00c343885a588b34b68b,0x98f518cf66bcd1fbc1cff409c2e416fbb9ce9120,75000
arbitrum,aave,3,151252572,2023-11-17 07:56:13.000 UTC,0x309f5357e64751c9a283249892313e5bad42012e872b6c0246b73683ee6d216c,27,repay,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x4ce405080b8593f49180d92066a1ce479b74b119,-28679
arbitrum,aave,3,151366252,2023-11-17 15:52:55.000 UTC,0x03623487233b9fc33812a685c81f066f079d76642dac5279c68b60f9abb2bb62,16,borrow_liquidation,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x39c4e24b7c42fa2fbb8001caf63a6eba99e97217,-8.84692e+06
