blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
gnosis,agave,1,32119941,2024-01-25 11:17:40.000 UTC,0x127d06cf9289756c1358f4241928e462e8216acb43100a7b1d4528df494b911a,8,deposit,0x8e5bbbb09ed1ebde8674cda39a0c169401db4252,0x6e11d5c60d53e570768d55fed362f8fe5c4b5113,404458
gnosis,agave,1,32089371,2024-01-23 14:31:00.000 UTC,0x8a64c67c3c622f36019e1ae2581726dff83b34dff5dcaad2c4b4a2cf7f150806,14,deposit_liquidation,0x9c58bacc331c9aa871afd802db6379a98e80cedb,0x6afbc428dcde09679592b330a9164247e9614bd3,-1.2979136856491994e+18
gnosis,agave,1,32117097,2024-01-25 07:06:40.000 UTC,0xfb0db0f0a83cb3f6768e73c38afe41e25e0181f7cf25ada5813c4bef577f4465,247,withdraw,0x9c58bacc331c9aa871afd802db6379a98e80cedb,0xdc502e12488468e55ece3cbad60e0b5e288b2fb8,-5.643831061940772e+16
