blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
ethereum,granary,1,16396375,2023-01-13 07:26:59.000 UTC,0x3ea4bedb3ba2addaee2f93f48e507d19628ecdd084b2239c2bf39bc22a3d249f,328,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x373f2b9f125f71ca46e2642a36319eb24f8ac495,3.4344122e+07
ethereum,granary,1,16390068,2023-01-12 10:16:35.000 UTC,0xfce7f4a85d134f0e8aeb42e9e9a2b65b4055de10c81fa4735471645acf6ede97,220,0x6b175474e89094c44da98b954eedeac495271d0f,0x373f2b9f125f71ca46e2642a36319eb24f8ac495,1.26431688821301e+18
ethereum,granary,1,16390068,2023-01-12 10:16:35.000 UTC,0x8f726aa4b1b44b904410cdac3f1307559315677567bb70cd0bc62e7591c96435,198,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x373f2b9f125f71ca46e2642a36319eb24f8ac495,6.8682996e+07
