blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
base,compound,3,7329718,2023-12-01 16:39:43.000 UTC,0x38529b3e34befc93578b70954430af3086c0be1164093e6398ae7834f6d7face,3,borrow,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0xc62bba8041aa606c42bd4c0d67d91de4c0ed60c5,6.4e+09
base,compound,3,2759682,2023-08-17 21:45:11.000 UTC,0x7eb2d4f9362d3f0a89bd99c1e0951addfed09d08536eea7004a70c95277b2fde,18,borrow_liquidation,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0x8198cd094925b5590e61e40f07596f4ef77c0c5f,-4.47339983e+08
base,compound,3,7314826,2023-12-01 08:23:19.000 UTC,0x59fcfc4ef9c43757e8c682fcb22717facd1005ede94a5087854f497ea5567ed9,35,repay,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0x92484b47fd89ee8a57e5da7277e22f68263204e2,-3.3146031e+07
