blockchain,project,version,block_date,block_time,taker_symbol,maker_symbol,token_pair,taker_token_amount,maker_token_amount,taker_token_amount_raw,maker_token_amount_raw,amount_usd,taker_token,maker_token,taker,maker,project_contract_address,tx_hash,tx_from,tx_to,trace_address,evt_index
ethereum,0x API,,2022-12-28T00:00:00Z,2022-12-28T23:38:35Z,WETH,USDC,USDC-WETH,0.6095255062049824,724.192328,6.095255062049824E17,7.24192328E8,724.5797708954799,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x032b17633c956c10845643f0bf9ea7c16a3cfb62,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0xb03fc94a3c49b3126a4e6523d10b65d82c44729c,0xfdbaf46a391a8ed3fa3b18b9ef496df21a2c40e48ec0d871f07d133c62c10dba,0x86bc3dbe22a0f90f74ce29104547ab9c6e03818b,0x8e8bd01b5a9eb272cc3892a2e40e64a716aa2a40,,247
ethereum,0x API,,2022-12-28T00:00:00Z,2022-12-28T00:47:11Z,gOHM,USDC,gOHM-USDC,,172.626437,6.935387298459416E16,1.72626437E8,172.738126304739,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe66b31678d6c16e9ebf358268a790b763c133750,0x08f68110f1e0ca67c80a24b4bd206675610f445d,0x382ffce2287252f930e1c8dc9328dac5bf282ba1,0x7520b36eac1fe1d9a4610659776c7b97cdad6ecc9d68528118d0abec8df7f369,0x3f89b13f1d81ded79e7835800465598323a5c094,0xe66b31678d6c16e9ebf358268a790b763c133750,,56
ethereum,0x API,,2022-12-28T00:00:00Z,2022-12-28T21:51:35Z,USDC,HEX,HEX-USDC,3076.923077,165442.0122563,3.076923077E9,1.654420122563E13,3084.0184616155616,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0xa6c329efc88a53b1d3204ddc1afde7104f506da8,0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,0x86003b044f70dac0abc80ac8957305b6370893ed,0x1cb920d3682c457e965088e2ccae9640668b69d886359133c4765b7b022aea91,0xa6c329efc88a53b1d3204ddc1afde7104f506da8,0xdef1c0ded9bec7f1a1670819833240f027b25eff,,39
ethereum,0x API,,2022-12-28T00:00:00Z,2022-12-28T21:07:11Z,NII,WETH,NII-WETH,,0.05966682095129063,2.8775630769230768E20,5.966682095129063E16,71.38240124507654,0x7c8155909cd385f120a56ef90728dd50f9ccbe52,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc29c300bb8a779d4de7fefca701c4a9008fb4d42,0xa0787e87b10c9b1b88d75915ac8ec5608ac6d054,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,0x8f92b24eea69c63fa3986de92672b642470a5f7397dfb6d7732346afa1614458,0xc29c300bb8a779d4de7fefca701c4a9008fb4d42,0x881d40237659c251811cec9c364ef91dc08d300c,,629
ethereum,0x API,,2022-12-28T00:00:00Z,2022-12-28T02:06:35Z,USDC,HEX,HEX-USDC,4222.307692,219306.78830513,4.222307692E9,2.1930678830513E13,4223.739054307589,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0xe79a38e9ec42bd70e29b76a11f004bd8643d1c0e,0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,0x86003b044f70dac0abc80ac8957305b6370893ed,0xe70b705683ef2b3ff1f679daa387bbc24435d79ccacbea0feac8ef9429197d04,0xe79a38e9ec42bd70e29b76a11f004bd8643d1c0e,0xdef1c0ded9bec7f1a1670819833240f027b25eff,,2689
