tx_hash,evt_index,contract_address,block_time,maker,taker,taker_token,maker_token,taker_token_amount_raw,maker_token_amount_raw,TYPE,affiliate_address,swap_flag,matcha_limit_order_flag
0x9575cf101376bacb7315022bc33d4988eb1d4472c449748a5a74318bba98d5e3,289,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 22:57,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdac17f958d2ee523a2206206994597c13d831ec7,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,1983740000,1.76E+26,RfqOrderFilled,,TRUE,FALSE
0x3fb7eb4a2d9a1146d1a6e9d05dfcf63998441852fa9f62dc901e1a104ce8b4a7,103,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 22:40,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1.98374E+18,3710270001,RfqOrderFilled,,TRUE,FALSE
0xba93f5fdfb3ce189fe9d9abd69ae18b1a910845ab4aa148a753e4df8550ea0e5,153,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 22:59,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,1995477838754481000,3724442922,RfqOrderFilled,,TRUE,FALSE
0xaae230b8a8cfd10da67e1c214039cdc08e7bb710b7be797fbf220c532b36f4ed,156,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 23:00,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1.48781E+18,2782575249,RfqOrderFilled,,TRUE,FALSE
0x5a882847d4c3a8ef0c6c663e0208da9d25504133e20a82e80873e0fa727c1701,170,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 22:35,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,8.13333E+16,152151209,RfqOrderFilled,,TRUE,FALSE
