timestamp,protocol_version,tx_hash,evt_index,maker,taker,maker_token,maker_symbol,maker_asset_filled_amount,taker_token,taker_symbol,taker_asset_filled_amount,fee_recipient_address,volume_usd,protocol_fee_paid_eth,blockchain
2023-04-03 19:37,v4,0x0c8048474313875a2db9399617dd603a79fdb25b5dfa84bde466520a41ba7b7e,142,0xaf0b0000f0210d0f421f0009c72406703b50506b,0xe66b31678d6c16e9ebf358268a790b763c133750,0xbe9895146f7af43049ca1c1ae358b0541ea49704,cbETH,2.99E-108,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3.04E-108,,100.0456754,,ethereum
2023-04-03 20:21,v4,0xe6aa7ed4df5cc92d32ca00387e148931fa50a06867cbc8242617fc0c3fcc51be,267,0xaf0b0000f0210d0f421f0009c72406703b50506b,0x46459033061d58df4742a35f63e9ec6aff5acf7d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,3.01E-113,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,5.61E-105,,180890.4963,,ethereum
2023-04-04 1:52,v4,0xea44ba29c62ae2fd6dce94b65e504a230dc8bf452961fddf0d91556c5c713559,155,0xaf0b0000f0210d0f421f0009c72406703b50506b,0xe66b31678d6c16e9ebf358268a790b763c133750,0xbe9895146f7af43049ca1c1ae358b0541ea49704,cbETH,2.05E-107,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2.09E-107,,680.7225031,,ethereum
2023-04-05 4:05,v4,0x5db8835d4f7ef58f456b9beba489b21a727cea2bd9c5615c1144c2765f05878a,25,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3.64E-107,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,2.09E-115,,1254.257374,,ethereum
2023-04-05 21:13,v4,0x12701910918d30addc5952d98a2ae398e79a5d8e82d8087c1b9c1d8ae3ab29cd,90,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0xe66b31678d6c16e9ebf358268a790b763c133750,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,2.48E-117,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,4.33E-109,,14.851972,0,ethereum 
