block_time,block_date,evt_index,tx_hash,maker,taker,matcher,nft_address,nft_id,label,price_label,token,token_amount_raw,symbol,price_usd,token_amount,project_name
2022-11-14 00:25:23,2022-11-14,273,0xb930d5a06f3dd582e8f9138ebc8e646d9628500f3ec7878be971ea7cd12c6a7b,0x48263b570611cf5136f86968e361138a1860e555,0x9da38ea8431c3115385e3362d83ef708e5678ea8,0x0000000000000000000000000000000000000000,0x2efcb0fabd63f0462ba8207f995750bb0c12c88f,143,erc721,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,300000000000000,ETH,0.36941099999999993,0.0003,
2022-11-14 07:40:11,2022-11-14,196,0x03405208ce5f234aebd20e6f0ba221b68ce4d919fbdaf1d6606e13849d139f54,0x0d2a98d36557f6eb3d80bc86b218e59680d2bce1,0x292a6173c64149b72b84c75e41dee3b31669af1e,0x0000000000000000000000000000000000000000,0x3b3e0d7057cdb975542cae6db0ceeb150f8f6f0a,1121,erc721,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1200000000000000,ETH,1.4967959999999998,0.0012,
2022-11-14 02:02:35,2022-11-14,350,0x43812f44cc4d3c1aab3ca7c6c4dc62cd89c03d24fc495a231efabee22d0f6329,0xfd2a89943aaa2c2f860f8345c4736a12a99a91b3,0x43d96b61355012a5b91bba2c20e9a247758a5c3f,0x0000000000000000000000000000000000000000,0x69b301a08eecbbc522301bf3268f782f19ad1279,1861,erc721,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,9600000000000000,ETH,11.4552,0.0096,
2022-11-14 00:42:59,2022-11-14,266,0xbfcf3371290dec3333612fe487c61e3ec4ed17be5ed205df1ba44b5d0ecd9aa9,0x2e02cd801f5c500d874053e5ae1c3c9bdb473328,0x7295c7365f0b2602a2849a451f4982a37bcaf72b,0x0000000000000000000000000000000000000000,0x44ec56537f601289299fc527b772dce3215641da,169,erc721,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,3900000000000000,ETH,4.733274,0.0039,
2022-11-14 00:21:47,2022-11-14,115,0xb1e1b6b0e95b7ed3911cbd926924765515588353babf886c3f692214956b030d,0x2e02cd801f5c500d874053e5ae1c3c9bdb473328,0x8cf058ddb3aeb0c11a58018633e52b17325fe99f,0x0000000000000000000000000000000000000000,0x44ec56537f601289299fc527b772dce3215641da,345,erc721,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,3900000000000000,ETH,4.817007,0.0039,0
