tx_hash,evt_index,contract_address,block_time,maker,taker,taker_token,maker_token,taker_token_amount,taker_token_amount_raw,maker_token_amount,maker_token_amount_raw,type,affiliate_address,swap_flag,matcha_limit_order_flag,volume_usd
0x6b2da1e0f79fc7cbd73871630da0443dd7891d2ee0e70140ceba04c2fd26d9bb,69,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2022-11-06T19:41:11Z,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,0xdac17f958d2ee523a2206206994597c13d831ec7,,6050262887500000000,134.507038,134507038,RfqOrderFilled,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,true,false,134.580613349786
0xfba29b2285f5ca75d2ffffc185eae82676f7f4d6e0fc5b799606705e32b4cf0d,16,0x18a797c7c70c1bf22fdee1c09062aba709cacf04,2022-11-06T19:53:11Z,0x18a797c7c70c1bf22fdee1c09062aba709cacf04,0x0b994f0feaa104de1e85912630d18373827fb08e,0xd291e7a03283640fdc51b121ac401383a46cc623,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,9.1122255064715E20,0.4421355970378167,4.421355970378167E17,Sushiswap Direct,0xa19d2a436158930e55625651584ab6c44206d4a6,true,false,711.2856417345876
0x0b13c99870981c316c66c44fa6f863a49c02b27ab53cbd3481febd2fdadddecf,106,0xee19920b7da72b0520e3c3f367aab7479e89607b,2022-11-06T17:42:59Z,0xee19920b7da72b0520e3c3f367aab7479e89607b,0xf0344fe4f2bd64bf2dc9456de3dc6cc2ee612727,0xa1f7c9c6d19e2d0bf20729cb0bf03338a90bed9b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,2.8E21,0.04077606887007841,4.077606887007841E16,Uniswap V2 Direct,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,true,false,65.98220360280608
0x9c61b321a0d47e3689d119138aec3f530f78e7eb3387337c2d9ce9ba8dd373e2,187,0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,2022-11-06T03:21:35Z,0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,0x1d1d71ebff9e2e9f12ddbdd5d5aa6f93ed3a2db2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,1000,1.0E9,25983.33729767,2.598333729767E12,Uniswap V3 Direct,0x86003b044f70dac0abc80ac8957305b6370893ed,true,false,995.3696851991424
0x0ebc37e3d2958671630cf894eae7d11a31810f358e3aef79bc0282dd96d4ef3a,47,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2022-11-06T10:33:59Z,0xcfe631192001d9e3382c698b00563c208aab1e2a,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xb37a769b37224449d92aac57de379e1267cd3b00,0.01216425429434952,12164254294349520,,307959810596074776982842,LimitOrderFilled,0x382ffce2287252f930e1c8dc9328dac5bf282ba1,true,true,19.7944044430232
0x7115b3d284a73ef1db5cb1f62e27f813409ebfe3bc232db6ddf127ad4ad8d101,148,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,2022-11-06T18:02:23Z,0x00000012556e6973776170563300000000000000,0x41de6b0654997118c8c17dcc5ee52d98f53cd44e,0x6b175474e89094c44da98b954eedeac495271d0f,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,1995,1.995E21,0.0938823,9388230.0,NewBridgeFill,0x322d58b9e75a6918f7e7849aee0ff09369977e08,true,false,1997.2163749259998
