tx_hash,referrer_address,referee_address,reward_amount_raw
0x8db4be28523b3181020254f31360e927c8ee4d819d5ceef6f2143edab83d741e,0x0000000000000000000000000000000000000000,0x3570b800092a246186966af4e00e769aab366f90,0
