tx_hash,referrer_address,referee_address,reward_amount_raw
0xb7b55b7486d7bd1c81d5d84425913396a96afb16c04c8c27bb3cc9b92b13d191,0x98D62Dd170D9B8979bDdb98AE6bb6f7640A82AD3,0xaa0c01a444224acfd2ad10a0d6246c43bee0bd68,111000000000000
0x9555b1ef2d488937cf4e8e90ad44e5f760dc73ab379d74b503074189225de65d,0x67243d6c3c3bDc2F59D2f74ba1949a02973a529d,0x78d262ee17922bfb29476e25df20eec17e252902,111000000000000
0xa63142574ec6e4088559b90182fa58d31bd1edc14cc0977150dd2660aa2fd34c,0x0000000000000000000000000000000000000000,0x02CaAA46B77aE1FD7246cD6bDA0e41C67398Fecd,0
