tx_hash,referrer_address,referee_address,reward_amount_raw
0x5ce70c52e4c5e0d6dceb53ff62a99eb89f129a00945f6224f0dcbc3cafd4b0b4,0x08cEb8Bba685ee708C9c4c65576837cbE19B9dea,0xbab484D433314F3b6E9b0Eb32B9c461c10C6ab3b,69000000000000
0xbcc96f73a73e9d0c0fdd73584c02f97db7b29618bd6af214edcb5ac2be685ea9,0x08cEb8Bba685ee708C9c4c65576837cbE19B9dea,0xbab484D433314F3b6E9b0Eb32B9c461c10C6ab3b,69000000000000
0x9266157ab1e81e99194b9e06e2287192cdfba663e2288e86d5ba167457b87133,0x0000000000000000000000000000000000000000,0x587c62eb8686fb57b1c9cfcfb9b2263a58010a66,0
