tx_hash,referrer_address,referee_address,reward_amount_raw
0x817603db4d3501bff8215e5ed2931c2cd6ec8e9b62997542518857984d3bfa7e,0xb31faa5c1d581c70f4b6ed095c944936cbd2a357,0x0964256674E42d61f0fF84097E28F65311786ccb,300000000000000000
0xb4201110030e9bd50be9ebc72072e2f097cdb71b7c148d3d8e9f5d5621acb345,0x0000000000000000000000000000000000000000,0xB31Faa5c1D581C70F4b6ed095c944936cBd2a357,0
