tx_hash,referrer_address,referee_address,reward_amount_raw
0x94e7aea5f7ed7c496e201085f53be9fc5afe52406ff31175521eb4b6eb8f9585,0xe8b8679c248307a37a2bd35dd43d2278ba346138,0xa85872943e587b1fc5fbcb4424072116ede76316,222000000000000
0x97f5f4b68223f123044d5c11d24bc9ecf1fd9f23a45461f9108008e370a9fba9,0xe437bc0fe994a491d01ea651ed63c0892d85ce45,0xca1a6e5fe34293775fe0dd109d74539b567eec34,444000000000000
0x44c30851960b077f368e412072ba30fcaa2a41c4534adbdcbf85155665889f43,0x01a5243219980fac800b28ddbd8ec3a6a86696b3,0x0eeb959854fad24ab8f8911758e994170a7dcc64,555000000000000
0x268d9fd7d079cd9f14d08f9bc84d2c78e8dd6ab3cd5f8cc729fa1ca110aaa7db,0x0000000000000000000000000000000000000000,0x01f4eed3e0297b0cc0363d0f3db49780f41b8923,0
