tx_hash,referrer_address,referee_address,reward_amount_raw
0x79f92e3b652f4b6dfaffd7e101e9ffa6efad72935ff3aec2e8cfe325bef18ae0,0x9e56EaF01627c70aD9018Dea69e545e00E9e792C,0xC2C5e27fCDAD3Be3F2E522B57edc52Ee9F2d431d,111000000000000
0xeed8d0f5df9abbcfe6e3b6a09bb3ccab84451f1e36ffccaea0a985606b878966,0x2f2f665974261c4129b1dc6c359bd259cd66f78a,0xd2e48e31091d2ac92a253384c38cbab53f21f37d,111000000000000
0x1852634df1029d61a7f5994c5ffd6ca40d2a204558dfd88a23e738d98e031387,0x0000000000000000000000000000000000000000,0x168F87fBfe36B84E44B9d06278B2aA1CC73d7400,0
