blockchain,project,version,block_date,tx_hash,evt_index,block_number,id,token0,token1,amount0_raw,amount1_raw
polygon,uniswap,4,2025-01-31,0xd80cdebc70eaa0dcfc673d73182fffd47ea73f98f506e43d2de3cb78d9df1081,96,67370771,0x58cb36bb5e37f209b1091ba1a3c840e343edcc0bfe414dafae723959313ad206,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc3c7d422809852031b44ab29eec9f1eff2a58756,17493979188685170,11617189545202584000
polygon,uniswap,4,2025-01-31,0x9a8292dfcf623bc07a8154d8ba9882ddbd02cc4360f2e9a4a767cf7f59431d1c,111,67379495,0x58cb36bb5e37f209b1091ba1a3c840e343edcc0bfe414dafae723959313ad206,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc3c7d422809852031b44ab29eec9f1eff2a58756,28912473879693750,34995091779811330000

