blockchain,project,version,block_date,tx_hash,evt_index,block_number,id,token0,token1,amount0_raw,amount1_raw
avalanche_c,uniswap,4,2025-02-21,0x337fca65cae53d5506f91adaca6bb486b23be846d66cd3ce1493025b73facb2f,20,57633015,0xbcbad9c1f910ff2197d188cbe5852b6a6f515fdca94aea8dc7dfe266a5ad486c,0x0000000000000000000000000000000000000000,0x4f3c5c53279536ffcfe8bcafb78e612e933d53c6,11942859630102464,251339513035844400000
avalanche_c,uniswap,4,2025-02-21,0x006b1382dc78d4524931ed940f0755f571915562884e03d58a0e8b8b98a69346,29,57632326,0x90e4bec82e106c7db9f9ed773c5ef03105f5b07448993935d06d87b1b2ab8334,0x0000000000000000000000000000000000000000,0xd5d0a9b3f2c264b955ae7161cfa6d38a7aea60a7,214548127275465250,6881414832144030
