blockchain,project,version,block_date,tx_hash,evt_index,block_number,id,token0,token1,amount0_raw,amount1_raw
blast,uniswap,4,2025-01-30,0xc33ab8361bd3c9a87129f62925e292fb8e245ed7f9373af84424b534647e78db,2,14720615,0xdaa0e2637979ea4c575af3f6a5a8e91bcd1744e19fe5f10d4b82ae87ee1a9ba7,0x0000000000000000000000000000000000000000,0x4300000000000000000000000000000000000003,19999999998830748,67554683443454040000
blast,uniswap,4,2025-01-27,0x319bcd7706bdbc0c6e26f955fcf8c61a7448f37dd9d237ca5bbd992023d6ff33,3,14578781,0x7660161ab15b8fb9f2b9d1eeea089ca5f67aaac66bbad2ed9a96b57e135fa0d0,0x0000000000000000000000000000000000000000,0x4300000000000000000000000000000000000003,9999999999999,9999999999999


