blockchain,project,version,block_date,tx_hash,evt_index,block_number,id,token0,token1,amount0_raw,amount1_raw
bnb,uniswap,4,2025-02-01,0xfa4f5018dfefed886f93e67ad02fac23b932c2ee18a2320e2305dac7970b9a23,95,46288692,0xa77d89e40ddd6a57b72ad4a8c55554b2fd6171026c903462a9f9c7be133811a6,0x0000000000000000000000000000000000000000,0x55d398326f99059ff775485246999027b3197955,7013029999919814,2493553559577411000
bnb,uniswap,4,2025-02-05,0xc803887f344419cd6937141f1e262f478fb2392899835fa524850c49b4094cd7,57,46405446,0xa77d89e40ddd6a57b72ad4a8c55554b2fd6171026c903462a9f9c7be133811a6,0x0000000000000000000000000000000000000000,0x55d398326f99059ff775485246999027b3197955,96850543453285800,55126085461604380000

