blockchain,project,version,block_date,tx_hash,evt_index,block_number,id,token0,token1,amount0_raw,amount1_raw
zora,uniswap,4,2025-02-04,0xca5f758a02e18ef4c6bcd32f85e4c98d85770b2921b76a21385826603ee1c9c2,2,25988901,0xfdb8f4bb81770cec9e7ce99ff009aafb66a3f9c6d95083e89a886ba8186c41aa,0x0000000000000000000000000000000000000000,0xa6b280b42cb0b7c4a4f789ec6ccc3a7609a1bc39,216014494565948,239999999999999180000
zora,uniswap,4,2025-02-06,0xba73501d410d2fd54904b87a9d1a85692f33bdc52cc1983ba32499afffd8453d,2,26092793,0xfdb8f4bb81770cec9e7ce99ff009aafb66a3f9c6d95083e89a886ba8186c41aa,0x0000000000000000000000000000000000000000,0xa6b280b42cb0b7c4a4f789ec6ccc3a7609a1bc39,239326058771190,265899999999999200000


