blockchain,project,version,block_date,tx_hash,evt_index,block_number,id,token0,token1,amount0_raw,amount1_raw
ink,uniswap,4,2025-02-21,0x4c6675a6425dbcb88108fe88eb70e92bc13cbf5ad8d48f519114223f9e59df59,5,6646436,0x90642678b46aa2d3b621102e5b576f722a6d48eb5b78ef276a47c202b1cf5092,0x0000000000000000000000000000000000000000,0xf1815bd50389c46847f0bda824ec8da914045d14,311091764995818,866582.999989263
ink,uniswap,4,2025-02-21,0x8d2bf55b82e5a4d204c1cf62e8a839470b638efa49edfe3643c64ac04a59381e,5,6645806,0x90642678b46aa2d3b621102e5b576f722a6d48eb5b78ef276a47c202b1cf5092,0x0000000000000000000000000000000000000000,0xf1815bd50389c46847f0bda824ec8da914045d14,17511753517232.166,24752.23329387116
