blockchain,project,version,block_date,tx_hash,evt_index,block_number,id,token0,token1,amount0_raw,amount1_raw
unichain,uniswap,4,2025-02-27,0xfd189d978b99932b7ceb9b9199a5d8020ba8266045f5b300cb19267778ada41e,3,9917300,0xfab7e54fb4c8603efb292f90f2d4d411782cbaa6387fb267b7970e88478ba79a,0x0000000000000000000000000000000000000000,0xad26937febb6ebd3ea7773487882e5a8b126f7e5,29999999999999,29999999999999
unichain,uniswap,4,2025-03-01,0x6cf091aa98ee424c88aeddf92836ce9ec72f1e1e8b5343d9e95e13d6f5ba80a0,0,10099289,0xe452cd9b74c641fb3f6c2ff593c3d34f90f2da9155e5ab66798f72bee4f5fe8e,0x0000000000000000000000000000000000000000,0x20cab320a855b39f724131c69424240519573f81,155542325257153,339999999999999940
