blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
arbitrum,radiant,1,173464565,2024-01-23 20:13:51.000 UTC,0x5923c05c8f3bbf52561e72e1b1b722605091e92992915419e8203eb980b7b145,49,deposit,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x196bf3a63c50bca1eff5a5809b72dfc58f0c2c1a,1.265625e+09
arbitrum,radiant,1,173465018,2024-01-23 20:15:44.000 UTC,0xfffd90706903653597042278622d8e35015dc3e78f203d904d43e7474263943f,7,withdraw,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x9fb1750da6266a05601855bb62767ebc742707b1,-2e+11
