block_time,tx_hash,token_a_amount,token_b_amount
2022-05-31T09:36:33+00:00,\xfc7c23097eff479cb50ed171d80dcea8c7abd904fce0cbe8255ffb6507601ec4,0.0128312450832776,211060.869942
2022-05-31T09:36:33+00:00,\x08cf0049945ae86e619be2f2d8423c48e0b59f69431d74547c808ca19f491764,0.0243678773727886,400000
2022-05-31T09:36:33+00:00,\x2e97863613e4b3904295b83f02528dbd28931a3dc3a0e0dc449640200e0a2e23,39948.4425845111,11
2022-05-31T09:36:33+00:00,\x553a4ca9b9bf396488bbd0ac7920e172791be465720870c677d6588ed8265bbe,3897.20329605788,1.9825
2022-05-31T09:36:33+00:00,\x80e69cc9577093ad0a8e476c7e839fca8de47ddfaeaafd6ec9e262705d5538c6,657.708088614347,40.92368253
2022-05-31T09:36:33+00:00,\xcc627d605134f703686281acdd895f5f53994017ec39a43f0236f69c8d79e37c,466.99180106051,29.08143625
2022-05-31T09:36:33+00:00,\xf136a31d0f57adeb2dc1af0593b97a2306d32fc1510517a6f1a3de9fda1d86cb,4.39560344138906,1165.86614679592
2022-05-31T09:36:15+00:00,\x09ecb7006ad9b19c0f8cff5b11ed61eb79f2ff3423cabe426efaa1a3e78e6263,241214.904717,7.63785498
2022-05-31T09:36:15+00:00,\x4e323f40606d3754a73825ad9a456e9e462b4dcce39666c59b91f2695f4e6289,1852890.192632,939.468486369541
2022-05-31T09:36:15+00:00,\x5f4c139377d96a26b372c990e1ed59bc550f39d4512b6d7c73e4ef9b85bdbf4c,978795.545598,498.118012684382
2022-05-31T09:36:15+00:00,\x635eba8dfbe7213027c4ab88bc66f8952337b149c73e221f11ebbed25efb6afb,64250.312343,32.7365036228943
2022-05-31T09:36:15+00:00,\x73f82d8933ab78e3d70c4ccc8a31c8a2705c3b17c4d99682c013c952b7f44f7f,2853943.083247,2854179.79713164
2022-05-31T09:36:15+00:00,\x73f82d8933ab78e3d70c4ccc8a31c8a2705c3b17c4d99682c013c952b7f44f7f,1447.31781462293,2853943.083247
2022-05-31T09:36:15+00:00,\x73f82d8933ab78e3d70c4ccc8a31c8a2705c3b17c4d99682c013c952b7f44f7f,90,1447.31781462293
2022-05-31T09:36:15+00:00,\x73f82d8933ab78e3d70c4ccc8a31c8a2705c3b17c4d99682c013c952b7f44f7f,317607.970142,317737.796371167
2022-05-31T09:36:15+00:00,\x73f82d8933ab78e3d70c4ccc8a31c8a2705c3b17c4d99682c013c952b7f44f7f,10,317607.970142
2022-05-31T09:36:15+00:00,\x8097928eb957a120812116b7c69a93253bb687939aa9477653c11410688e40c0,58.3422643926556,3.62820979
2022-05-31T09:36:15+00:00,\x97cef275714056d8f03dbe7ded09ee8b047761e50105b2c16a778cb2da5c3943,4199.322033,0.13312441
2022-05-31T09:36:15+00:00,\xcf5b71002407e6fca02973b402c7af9f77e65b63eb420f7591feea8ba442413f,143.543715,134.16
2022-05-31T09:36:15+00:00,\xded6ffab3a550fb1e1ffbb8777cddaccdeabc4a79c3a6ae359adefbcdca3eb8b,126390.275991,64.2338101222229
2022-05-31T09:36:15+00:00,\xe3a340c3e178fdec23b7d8584e4b25d03b444a6a0a829b37b00e70fd49f12a6c,5067.742609,0.1606477
2022-05-31T09:36:15+00:00,\xfb3085ac957818971b83d3adbcda37c4cb8e4aeae4c8ef49eda63558dab436e6,72.0832356669398,4.48230135
2022-05-31T09:36:14+00:00,\x8cda0290be766e92d368606e34cdf120f6ce12e3f64a5b0765263241c1b702a4,4.90760269728467,797.212725233445
2022-05-31T09:36:14+00:00,\xc5a0ee9a77cc0defead3ccb46609ac68525abcc28cabd2c13bf5a6651e2187a9,15.2903564713169,5281.003
2022-05-31T09:36:06+00:00,\xfcee3b1e143db377347d9f568dfae194e66501660e473d6c64166b1e6a7992d9,2271.244655441,1.60401706959783
2022-05-31T09:36:06+00:00,\x0d009ffbd19c3b6055163274fc9e8e1f317440f963aaf5b39553419197bc24bb,5837.877311,2.97375
2022-05-31T09:36:06+00:00,\x123bb8d658f2ad75d241964e03069adefcc048dd2fdfeec9fe4285c74e2bad8a,9.52021644,152.897
2022-05-31T09:36:06+00:00,\x1c95f0dc93a15d4648df8ad34f48b8906cebddb62552f9c3508b50633bd950e0,25048.58874,12.7286381630029
2022-05-31T09:36:06+00:00,\x30f3b9def84980728fc627d923d4cf6200d3cc1442e7b065990390b013c508c7,5.60491752,89.9999998810136
2022-05-31T09:36:06+00:00,\x98d3f77407c1b795ee5d434c02cd92f1ceffeb5cb965da1b3ed8a81a8364755c,3867.584122,1.96762797477714
2022-05-31T09:36:06+00:00,\x98d3f77407c1b795ee5d434c02cd92f1ceffeb5cb965da1b3ed8a81a8364755c,3863.896857,3867.584122
2022-05-31T09:36:06+00:00,\xa8d66ec8b55ca264209a65c111bd676cfc058a4fa117dabdf7e3afab65ebc6da,27494.69794157,0.68283
2022-05-31T09:36:06+00:00,\xcc9d2318726a74331f7ea3617295f39aa54e91cd78035afe13d163ce22a4fe22,10014.891183,1760.08802816901
2022-05-31T09:36:06+00:00,\xf6accc34c58a00d0c45b85016856bc2d5785c622b8d2f28af13bd48d2936387a,4.79908889,77.08779070275
2022-05-31T09:36:00+00:00,\x7a45f9ba2e010e899a681bb0f676cce96cf563674860489db40c5c77bd8c0818,14974.865685,15000
2022-05-31T09:35:23+00:00,\xfc834230664a108e2dfd3708f469200d8a9eeea22ae4b1bb5004d25475a5a28c,9.22660447993161,33715.7574338562
2022-05-31T09:35:23+00:00,\x30abd748c0866658542a1d01c77b66daeca588ef4f0d17d84ce18915f164a337,656846.272419,334.316128240869
2022-05-31T09:35:23+00:00,\x54c8414ef10d6468937e9860662cbdd1568104cb5e6d0bb130796efbe2289df7,326036.972846,165.998798762175
2022-05-31T09:35:23+00:00,\x673f57c16afa1a3ce481a418161b3f180e4677857902e232de241de4879e7214,1.11332706763265,0.1
2022-05-31T09:35:23+00:00,\x6c08ff5ce3d33ad79f0cef404010858c360fbc859fd62b6ea3ef46b4e7495b28,0.29171811045341,573.25934
2022-05-31T09:35:23+00:00,\x787a30ed4d6c1b5e67756ec0bbb814f2f3644ccc5bfd5dd0706b14b6ff30414b,0.0512044358245676,13540
2022-05-31T09:35:23+00:00,\x7e93740d361a7abf4e04f76cf16d2d1fb3c435b1112704e376a69a65274564d6,6294.50575785,0.257725
2022-05-31T09:35:23+00:00,\x870b4d78450abd33e69a2f21d96156a315f8af93e5994989e433bd58b65c1582,21461.871224338,1
2022-05-31T09:35:23+00:00,\x87815a2687f4687e58d0b950f833972f23982d4bdd94d58537d2460883e88dd3,4901.86799605,395
2022-05-31T09:35:23+00:00,\x9fb3e69d5d154206a5af78e694a56a47c2880c251f47b4e08190b8bab256c0eb,0.272477481224804,0.01698717
2022-05-31T09:35:23+00:00,\xb41ec1359e49737085fea2e76b793b79fd048093feac91bdc802eda0f40bad55,2.47138211,39.67994551175
2022-05-31T09:35:23+00:00,\xbe36f1244a35ecedef2e20a4fcd77a5466ac4974f4d4a0e495abf183787337f9,0.75396683464026,1094.183803344
2022-05-31T09:35:23+00:00,\xbeb3a083f1044cd9ef0e985a39373ed1f9fe670d5c3dce1bc76367332ac6d68b,15,0.0529027915035063
2022-05-31T09:35:23+00:00,\xe0358c9419be257286067ee3a6706a671348c5112d37f65bb34ba6cc18b0d90c,176425.363256,5.59190476
2022-05-31T09:34:36+00:00,\x75eb0af121966cb55ac43edca6a3b29365b14912fb885237c74f28a315a24506,257.611406,79
2022-05-31T09:34:36+00:00,\x75eb0af121966cb55ac43edca6a3b29365b14912fb885237c74f28a315a24506,0.130879741148901,257.611406
2022-05-31T09:34:36+00:00,\x75eb0af121966cb55ac43edca6a3b29365b14912fb885237c74f28a315a24506,372.164414532435,0.130879741148901
2022-05-31T09:34:36+00:00,\x7a06dbc67c0f047f2db0c5e98a6c02be6c01f8abf334674bde7ebfc6738c4867,34432.2276821897,1.15550570136958
2022-05-31T09:34:36+00:00,\xc24010f984f101d0156e3384c4c1c8514cec17f0c8253df0e2d406d207d2cfa6,9.1912492974265,33527.3573923166
2022-05-31T09:34:36+00:00,\xcfdcf943765e4715f774a4a05fc0ed6a34c045829cf3585abcb7f45147572311,798.689391346382,0.220080025839797
2022-05-31T09:34:36+00:00,\xecde22a46b8a87ef8fa08545ef607af7a31a09ed1a536053f11f5669a1af392e,0.0248138865309588,406212.105924
2022-05-31T09:34:25+00:00,\x0d7c1f85dd0a7339236ed91e29d33a3f9ac5770882555409f1aee1ebfc8a17a1,215145.195279,109.35792966225
2022-05-31T09:34:25+00:00,\x7242a95690aff3135b915ce222022d6a90abbd5b30a5c24279500ea11f193a8f,0.404082535948226,
2022-05-31T09:34:25+00:00,\x873a25d72811455739af45f803a31e459de7bb6e9c048383ab233dd5d374f906,0.0493463685076661,179.840015155846
2022-05-31T09:34:25+00:00,\x884befb95609ee5db6ea96a9322ca63c01852a7b23e49a878c3657271c14cf3c,0.232395049156508,846.927058034554
2022-05-31T09:34:25+00:00,\xa30970f6896e0a11e8030b6a343454a9b3a78f76fc14e4a29ab8f7e7c9aab38d,102262.384474,52
2022-05-31T09:34:08+00:00,\x6197bf1543b1180302200052c271424dc501446964170bad1575d84fdbd550d9,0.0865385902306394,121591.721494023
2022-05-31T09:34:08+00:00,\x6197bf1543b1180302200052c271424dc501446964170bad1575d84fdbd550d9,170.296186,0.0865385902306394
2022-05-31T09:34:08+00:00,\xc457ade76ab0c50793a61fabf303ecb8a3a46697db95da304993bd255ed732db,3.05956569791631,5513.10481944243
2022-05-31T09:33:59+00:00,\x1ce39753cdf869fda3ae66dd78fcc24f86e97fe68ce69f8ccc26ab0df71158e8,3.557012687,0.08425625
2022-05-31T09:33:59+00:00,\x4f1c976c3df81776e6cb0286833b103603378517cc8f51c1844445f48320bb88,2217303002.74722,0.0930133964021268
2022-05-31T09:33:59+00:00,\x96608d9e224be68d15ea185b833f9f4ebf167e03dafb1fbbf2d3f439feb47778,0.858556082109055,3128.53742810949
2022-05-31T09:33:59+00:00,\x96608d9e224be68d15ea185b833f9f4ebf167e03dafb1fbbf2d3f439feb47778,1689.525506,0.858556082109055
2022-05-31T09:33:59+00:00,\xe3c5803a39608f50ad717d047ca9d6f4ac76067866010115b97ba4f9b6fcce7c,300070.459389,152.4294
2022-05-31T09:33:59+00:00,\xf13f1f79b73d4a5111d7a45204e5f425f6d61f397473730b92d097125c821bb4,12.1138228752666,4174.95621716287
2022-05-31T09:33:48+00:00,\x368b41e4b2d7c6bf1ce1d2e033f09fff1455ccd0e3ff0074ad6ffa5903770cbb,1.82339173997129,627.738828169389
2022-05-31T09:33:48+00:00,\x368b41e4b2d7c6bf1ce1d2e033f09fff1455ccd0e3ff0074ad6ffa5903770cbb,3590.822215,1.82339173997129
2022-05-31T09:33:48+00:00,\x5df94365176af015c1811cd9d857015515cf5e7195059a813c49a88345bbe6b9,,37685.47944907
2022-05-31T09:33:48+00:00,\x6db142e9bcf5ac0142b8d53ec2bc0a8828e45b07407fd8f747cff1191831402e,10007.54146,10000
2022-05-31T09:33:48+00:00,\x91f6dc74f4f1eab2f58ea6a3b549c4ddbfe213f6c3d920ba15bfca73df08ccb1,479.712716,
2022-05-31T09:33:48+00:00,\x91f6dc74f4f1eab2f58ea6a3b549c4ddbfe213f6c3d920ba15bfca73df08ccb1,0.24265217494004,479.712716
2022-05-31T09:33:37+00:00,\x40c6c9e9f629b415bd765b56dfc3c38a391b24256ccd8f1566ec2a1cc17874ad,0.185180134440282,0.011
2022-05-31T09:33:37+00:00,\xa9e61bf089c1ce829047927cd9f8a359af1568353a88d02cb351af3c48b3d050,0.150388871816217,0.02
2022-05-31T09:33:37+00:00,\xaef0c42e07f069d0c0b50136839c4692419d03ba9dcdeba3c243de72548dff10,0.0375973347307194,0.005
2022-05-31T09:33:37+00:00,\xcb091486fe9d40a72abac123a32dbfd56d4a2311a679abb4cb5e8b4baf2af75f,116990.403326,117000
2022-05-31T09:33:37+00:00,\xcb091486fe9d40a72abac123a32dbfd56d4a2311a679abb4cb5e8b4baf2af75f,59.3555605117517,116990.403326
2022-05-31T09:33:37+00:00,\xcb091486fe9d40a72abac123a32dbfd56d4a2311a679abb4cb5e8b4baf2af75f,6.59877585818892,13000
2022-05-31T09:33:09+00:00,\x023c778f10800d59c5f00c61a9f35e40d7f22a276332566314b007ce77fe4b4e,3.25185675692038,24738.4615384612
2022-05-31T09:33:09+00:00,\x36d77f71ad6e561c704813a380d3b046671c15d7c4cff25d32234ba6ae0c2842,2803.84799561384,0.05
2022-05-31T09:33:09+00:00,\x39b2edfa00ea21c8733d19b9dea0213c14ab9c27309fee4cdd3a5d1b343a9ac5,0.0484162237541626,176.410724169064
2022-05-31T09:33:09+00:00,\x3cd2795f975cb8b933294843d087c4120b6925a5182869d4fe7bdc5701d449c8,4216.5068,1.613661
2022-05-31T09:33:09+00:00,\x3e2806a26ac35fac8c42c04eff84bdfde99cc2897f25ccaa634280df926c9870,0.194940257607796,4729528324.33006
2022-05-31T09:33:09+00:00,\x43087143d56cdb3f112583522703168058051cb3cd264d64a803f01a30d18b64,0.0897507909658501,1.01951265011386
2022-05-31T09:33:09+00:00,\x5e0e8845aa57777e1f296c78466004c6c20049aa975553736959e7e76aba47a1,0.0493050981019957,89.5570209956246
2022-05-31T09:33:09+00:00,\x9d695a3561842c11e795aa03ef64f7bfce7a1c12972e2f199f699fbebc84874d,3.10625510085324,8071.7615
2022-05-31T09:33:09+00:00,\x9d695a3561842c11e795aa03ef64f7bfce7a1c12972e2f199f699fbebc84874d,6115.51976,3.10625510085324
2022-05-31T09:33:09+00:00,\x9d695a3561842c11e795aa03ef64f7bfce7a1c12972e2f199f699fbebc84874d,5363.919383,7062.7913
2022-05-31T09:33:09+00:00,\xb9b054c84e272ef584f2f732581569bed56158426c8f94a8f2f4363e73bf6fd8,0.0908667700197591,236.0604
2022-05-31T09:33:09+00:00,\xb9b054c84e272ef584f2f732581569bed56158426c8f94a8f2f4363e73bf6fd8,75.39455129031,0.0908667700197591
2022-05-31T09:33:09+00:00,\xe6cb7406df433d3ada75995a33ed3b99336daa58ec27c234ebd18ac3e96c6db2,2,0.00101680622497204
2022-05-31T09:32:27+00:00,\x1e08091471eace5459b8b92d1e083bc7175ffe9f6a4d573df922fc9e098fb018,0.480588852878909,946.104011902447
2022-05-31T09:32:27+00:00,\x47f075e42f5b8cc38d6e8e9a066a82ee45025e8dc149add3a5156c24a6d159c4,0.186529268865532,4450
2022-05-31T09:32:27+00:00,\x501805fcd0487498ee6344bf0aaa6434de3af03c5cd13437b0a7dae99b2a67b6,1.28671422388409,21812322.557769
2022-05-31T09:32:27+00:00,\xc2a493fd95726e99f951138033cb7d8de1379ada4de3e22a0176a386355c4987,102494.10685,52.0529837057892
2022-05-31T09:32:27+00:00,\xc3e244e763aaae9db6550ac080eeb4dbb3acc18846fff756c62acf418f56c4aa,2.41406959473251,4748.39999999968
2022-05-31T09:31:35+00:00,\x32e7459fcac1bf3980512e43b08b4487746777d55bad43cec0acae3d11088e7c,984043.092513,984122.999796723
2022-05-31T09:31:35+00:00,\x32e7459fcac1bf3980512e43b08b4487746777d55bad43cec0acae3d11088e7c,498.856027938191,984043.092513
2022-05-31T09:31:35+00:00,\x405007e2b3d22d6ade35db64672325b5cf76f1ec94f0659e1a930604022df87d,52786.926615,52746.978628
2022-05-31T09:31:35+00:00,\x405007e2b3d22d6ade35db64672325b5cf76f1ec94f0659e1a930604022df87d,52746.978628,26.6885473175681
2022-05-31T09:31:35+00:00,\x405007e2b3d22d6ade35db64672325b5cf76f1ec94f0659e1a930604022df87d,176160.466784,176027.418761
2022-05-31T09:31:35+00:00,\x405007e2b3d22d6ade35db64672325b5cf76f1ec94f0659e1a930604022df87d,89.2249255722418,176160.466784
2022-05-31T09:31:35+00:00,\x405007e2b3d22d6ade35db64672325b5cf76f1ec94f0659e1a930604022df87d,176027.418761,89.0888243150081
2022-05-31T09:31:35+00:00,\x405007e2b3d22d6ade35db64672325b5cf76f1ec94f0659e1a930604022df87d,34741.038848,34714.848508
2022-05-31T09:31:35+00:00,\x405007e2b3d22d6ade35db64672325b5cf76f1ec94f0659e1a930604022df87d,34714.848508,17.5737587393836
2022-05-31T09:31:35+00:00,\x4eb583c34d92f1d14e6c3c13d6925f4c905f74709912709b042e0d182bf619f4,585159.624835,296.939777159458
2022-05-31T09:31:35+00:00,\x4fc04a54625059fee9f021054f036db4c8a0bc5cd367e53a1283929f0c579fd1,1781070.064608,1781216.20664694
2022-05-31T09:31:35+00:00,\x4fc04a54625059fee9f021054f036db4c8a0bc5cd367e53a1283929f0c579fd1,900,1781070.064608
2022-05-31T09:31:35+00:00,\x4fc04a54625059fee9f021054f036db4c8a0bc5cd367e53a1283929f0c579fd1,197640.91213,197721.272922882
2022-05-31T09:31:35+00:00,\x4fc04a54625059fee9f021054f036db4c8a0bc5cd367e53a1283929f0c579fd1,100,197640.91213
2022-05-31T09:31:35+00:00,\x626712a32171cbcf7a76aa8d0e9f8e72371c22f7535c4248383000b1c95fd2f7,0.152787919345779,0.0137239901103368
