block_number,tx_hash,token_id,amount_original,buyer,seller
6778004,0x793368b4f98718181c8c3b70808fe6551cb7c9edafc99cc43863b50e068047f4,8,16.65,0x812cda2181ed7c45a35a691e0c85e231d218e273,0x0b9dfd38542cc9f69a69c65cada77ac24dbcfab0
6833341,0x0f5caf0571ac588df5c7c8fa08c3f3eed8f0ce1b40e66529e66c6864b39f6154,77,7.6,0x812cda2181ed7c45a35a691e0c85e231d218e273,0x2661362e99a66defd7ffa752b8976adf59426a31
