tx_hash,block_number,evt_index,contract_address,block_time,maker,taker,taker_token,taker_symbol,maker_token,maker_symbol,token_pair,taker_token_amount,taker_token_amount_raw,maker_token_amount,maker_token_amount_raw,type,affiliate_address,swap_flag,matcha_limit_order_flag,volume_usd,tx_from,tx_to
0x0ac90408e670d12ae0356056107a16378161ccdda695fb5f86b97ea63d73d0b6,24602629,13,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-01-06 18:51,0x0000000250616e676f6c696e0000000000000000,0xb6f00a713153cbaf39fb0bfde52add5795a43c80,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,USDC-WAVAX,2.97E+00,2.97E+06,0.2563935689,256393568851738500,NewBridgeFill,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,TRUE,FALSE,2.986985077,0xb6f00a713153cbaf39fb0bfde52add5795a43c80,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
0x2e7cd0677d30d3ea3ccceec9dc0b69a9e9ee88a4f13eab12e7146e764cdfc49a,24578260,14,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-01-06 4:51,0x000000025472616465724a6f6500000000000000,0x8e262a1d1dc7a24274126daf10e06ccf46798b8d,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,0x264c1383ea520f73dd837f915ef3a732e204a493,BNB,BNB-WAVAX,8.47E-01,8.47E+17,,3.83E+16,NewBridgeFill,0x1000000000000000000000000000000000000011,TRUE,FALSE,9.845277363,0x8e262a1d1dc7a24274126daf10e06ccf46798b8d,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae
0xae97fa9555bac097aa6d20df4ca16fe0894c474ab0afa0e00e0c09047efc06e7,24577054,14,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-01-06 4:09,0x000000025472616465724a6f6500000000000000,0xe93685f3bba03016f02bd1828badd6195988d950,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,USDt,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,USDt-WAVAX,9.96E+00,9.96E+06,8.48E-01,847892018269482100,NewBridgeFill,0x1000000000000000000000000000000000000011,TRUE,FALSE,9.937294454,0xe93685f3bba03016f02bd1828badd6195988d950,0xcd2e3622d483c7dc855f72e5eafadcd577ac78b4
0xa1e8c614f157f7aceee6dceee1cd708878ccdfbf68dcb82788aae7077ac843b6,24574372,5,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-01-06 2:35,0x000000025472616465724a6f6500000000000000,0x0a141223648810d25fcfab675593589bb0763ddc,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,0x28bf9cb0a8c0a6fb01680daaae9d6ae76234491b,,,2.50E-01,2.50E+17,,467258958515507040000,NewBridgeFill,0xbc96cb7a856159a066a1f70f7dd32a07f1749c47,TRUE,FALSE,2.9325,0x0a141223648810d25fcfab675593589bb0763ddc,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0xdb43e2d3db7d82f0f9e88fe36b6d94fc50af1756a12209a3fe5107342b5db2f4,24605542,211,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-01-06 20:29,0x0000001b506c6174797075730000000000000000,0x59dc8be4359ec07d0082adf074ace0ab34f27d91,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,USDC,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,USDt,USDC-USDt,2.99E+02,2.99E+08,298.902487,2.99E+08,NewBridgeFill,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,TRUE,FALSE,298.1737627,0x59dc8be4359ec07d0082adf074ace0ab34f27d91,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
