blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
ethereum,compound,2,18692840,2023-12-01 16:45:35.000 UTC,0xd4ab80ab27f84c596b42720b2d2d8f7a0b568a643a356760dabe156d1084ea45,111,borrow,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9ac60bd825eb8fd0240e4daf2646c1050830013e,3e+11
ethereum,compound,2,18552435,2023-11-12 01:03:11.000 UTC,0x5a265761135bde08ca5409472f390db15bcb26e01ecf5d49ae26599301cdf840,16,borrow_liquidation,0xe41d2489571d322189246dafa5ebde1f4699f498,0x79f74f8b96718657ab317cea3eb76e1e5e95519e,-4.3159386906570297e+21
ethereum,compound,2,18692742,2023-12-01 16:25:59.000 UTC,0xbf4b8db9ca239498d526fe4d87ca58558b4b21b20f9c3240814ffd051f443447,173,repay,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3ab0818ba16175d5a41a4076de227c8a55ad6038,-1.09818524131e+11
ethereum,compound,3,18692801,2023-12-01 16:37:47.000 UTC,0x2ebab17cebb7af15c526843dff20bc5e2072a03485a25f52089f94b508420171,238,borrow,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xed0da42ef260bf6a739a7fb9dda720d5124298dc,8.7e+20
ethereum,compound,3,18335703,2023-10-12 17:04:11.000 UTC,0x1d898870f27904caf0f66323063810b5806ba5d908bb40aefe5a3f96d0c1c8c7,6,borrow_liquidation,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf04fe5c670d6b31abca534c8c29abb6e4d111c6d,-3.9110250759e+10
ethereum,compound,3,18692715,2023-12-01 16:20:35.000 UTC,0x3222445a8b610c8e146ac61c50aaf91e95967a11920dc8e56a919e120cfa23e7,199,repay,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x4b7ba2dc783e136a8314902efde6c32531605789,-2.077015537e+09
