blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
fantom,aave,3,70985929,2023-11-22 03:11:50.000 UTC,0xa1cdfe191bd05b05b2844052c0bc818e4ce44bb4c894ef00569dd0521eaf547e,22,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,0x93f6ec3dabc33ca45c0293107835ccfdc820fe6d,1.0E18
fantom,aave,3,70947257,2023-11-21 00:46:03.000 UTC,0x713150e79649e82a609e844412b684e0815ae120295414ff2464cab294c7b097,33,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,0x93f6ec3dabc33ca45c0293107835ccfdc820fe6d,5.0E17
fantom,aave,3,70947257,2023-11-21 00:46:03.000 UTC,0x713150e79649e82a609e844412b684e0815ae120295414ff2464cab294c7b097,18,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,0x93f6ec3dabc33ca45c0293107835ccfdc820fe6d,1.0E18
