blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
scroll,layer_bank,1,3497820,2024-02-20 14:11:21.000 UTC,0x67e88e017e9e7990bd7efdaa7fb447613c7328749548d4434b59944ab1fdac0a,0,deposit,0x5300000000000000000000000000000000000004,0x79d146f1be7b7710f40c46c6b5efddc52d85b470,6.961847696462929e+16
scroll,layer_bank,1,3497813,2024-02-20 14:11:00.000 UTC,0x048900cf3e9030ce04eea49053f736d1efed76d24dfe2b3004a298b26759b607,14,withdraw,0x06efdbff2a14a7c8e15944d1f4a48f9f95f663a4,0xdfa3f8b3182628a6dac5b9175ac558eac1e6f6b5,-6.949487e+06
