blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
ethereum,compound,3,19055651,2024-01-21 13:51:35.000 UTC,0xd5239052b8125401e1e009834860244a80bb7cba9f7c9b8a65f1195b4865c64d,49,repay,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xbdebfd375bcb1e0f6dfd4646cd1598f4d5888a48,-1.6332878425165565e+18
ethereum,compound,3,19055748,2024-01-21 14:10:59.000 UTC,0x63476acfa66e8bbd8f7dfe5f6fc1f399d05a706cb5d7d73ac9e3e02a4fa3f701,103,supply,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x8fb1e48d47301fe6d506192b036dd25e17aca273,2.4693093e+07
ethereum,compound,3,18993677,2024-01-12 22:04:11.000 UTC,0xdf4199bccfe30494f3d9b16e685b990befb2802dc7ba59bfd474989c13afc8a2,5,supply_liquidation,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xe96552458b23b31911068ea7e800a4af36d5b79d,-7.601275486e+09
