blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
arbitrum,radiant,1,173452564,2024-01-23 19:23:08.000 UTC,0x5a224fd21bfc246efbfc1728f5b1b37010bf87e8d57970680f3ad942b60608a5,97,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x6bfce075a1c4f0fd4067a401da8f159354e1a916,3.807072509476935e+19
arbitrum,radiant,1,173417966,2024-01-23 16:55:18.000 UTC,0x1f66cc4d07e6d7f35c02e5f881a34c0331b1f03761dbf31b5d89aaad57c748de,51,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x6bfce075a1c4f0fd4067a401da8f159354e1a916,9.254538e+06
arbitrum,radiant,1,173381505,2024-01-23 14:20:55.000 UTC,0xc34bcc54100e51b6904766ec111050287ede11f2489c951910725affa11e19fd,46,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x6bfce075a1c4f0fd4067a401da8f159354e1a916,5.57085936e+08
