blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
base,morpho,1,25275752,2025-20-01 02:40:00.000 UTC,0xabdbc348232792d94730aa573a4a006442342cf19abf155920907ed224243652,366,0x4200000000000000000000000000000000000006,0xf66ab55d9452480d6ca48704734e98e16f69ebe1,2.21117E+17
base,morpho,1,25279175,2025-20-01 04:34:00.000 UTC,0x124f6f13e82cf93a9c81bb306791a73e12f35f0a0b3b6d1b02d4c8cc1f15e968,388,0x4200000000000000000000000000000000000006,0xf66ab55d9452480d6ca48704734e98e16f69ebe1,1.57653E+17
base,morpho,1,25277384,2025-20-01 03:35:00.000 UTC,0x578f5ce92dd211ff5a8616b028a8fc3a54e0cb6b832e5b75bee65267a0df5f9e,485,0x4200000000000000000000000000000000000006,0xf66ab55d9452480d6ca48704734e98e16f69ebe1,1.93132E+17
