blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
sonic,pike,1,25418923,2025-05-09 04:42,0x2d50498f2910f2626f2ccb15be7c0604635b81291dad95408e9272dc76720103,3,repay,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x255ad6ee2a5dcdbf2e007e045ef53e9c0a3f73b0,-500000072060
sonic,pike,1,25418005,2025-05-09 04:37,0x2f43c347f0f7efea423ec00402d279f3ee8945c684801f319ff0bbbba117a196,45,borrow,0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38,0x255ad6ee2a5dcdbf2e007e045ef53e9c0a3f73b0,500000000000
