blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
arbitrum,granary,1,186197230,2024-03-02 01:52:23.000 UTC,0xa7a9b63ed10349f8ec2a44e892103c51644abd4dd1298a9a984b1d26b300e7f4,12,deposit,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xbfa04e5d6ac1163b7da3e873e5b9c969e91a0ac0,1.998659079e+09
arbitrum,granary,1,184852338,2024-02-27 02:08:14.000 UTC,0x14ac40d71b125076ed347e496daeb5f7b6b02330d55c6913fc206c0f118ae61f,63,deposit_liquidation,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x60753e8622a6cfea1df449a9625a9778bb922b72,-6.915457858e+09
arbitrum,granary,1,186303387,2024-03-02 09:28:15.000 UTC,0x37709d035affb4661f221eaccfca21c3e7effc72a318a88b7cd1a287c44da4ab,52,withdraw,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0x5d00572ceb25d11c774977c55feb6388e803b8d0,-5.059282940122704e+20
