blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
base,granary,1,11293929,2024-03-02 11:00:05.000 UTC,0x45c85bcd09145d313a57536043ecc1488087c0f254105312aff4ec4fe3c03f14,84,deposit,0x4200000000000000000000000000000000000006,0x29563f73de731ae555093deb795ba4d1e584e42e,3.1e+17
base,granary,1,11293958,2024-03-02 11:01:03.000 UTC,0x6f8e403553b6e828d70391027f0bb44206b9ee7eb1b9a6fa4a260688fa380e5b,65,withdraw,0x4200000000000000000000000000000000000006,0x29563f73de731ae555093deb795ba4d1e584e42e,-3.1000000002014106e+17
