blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
base,aave,3,15826208,2024-06-15 08:56:03.000 UTC,0xf6cc21fd7e04c0f204de4782bb9dff7bef69bd47fb1fa769a2f3e85877427f64,2213,0x4200000000000000000000000000000000000006,0x5f4d15d761528c57a5c30c43c1dab26fc5452731,1.0743019712252126e+16
base,aave,3,15825782,2024-06-15 08:41:51.000 UTC,0xcdfad04a2a61952d6d5821e94198fc70af22fc435dceca157c4302289e546c09,309,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0x5f4d15d761528c57a5c30c43c1dab26fc5452731,4.52885299e+08
base,aave,3,15825761,2024-06-15 08:41:09.000 UTC,0x954180faf2bd1a86d6a19e2bf6e03026c38cea2a4167715d31d63fb62ca794a3,215,0x4200000000000000000000000000000000000006,0x5f4d15d761528c57a5c30c43c1dab26fc5452731,4.249983661949834e+16
